S_S5_He_108_1	NADH-DEHYDROG-A-RXN
S_S5_He_108_1143	COBALADENOSYLTRANS-RXN
S_S5_He_108_1143	R344-RXN
S_S5_He_108_1144	L-LACTATE-DEHYDROGENASE-RXN
S_S5_He_108_1145	L-LACTATE-DEHYDROGENASE-RXN
S_S5_He_108_1146	RXN-13671
S_S5_He_108_1146	ACETALD-DEHYDROG-RXN
S_S5_He_108_1147	RXN-13671
S_S5_He_108_1147	ACETALD-DEHYDROG-RXN
S_S5_He_108_1148	URIDINEKIN-RXN
S_S5_He_108_1148	CYTIKIN-RXN
S_S5_He_108_1148	URKI-RXN
S_S5_He_108_1148	CYTIDINEKIN-RXN
S_S5_He_108_1149	URIDINEKIN-RXN
S_S5_He_108_1149	CYTIKIN-RXN
S_S5_He_108_1149	URKI-RXN
S_S5_He_108_1149	CYTIDINEKIN-RXN
S_S5_He_108_1150	CARBAMATE-KINASE-RXN
S_S5_He_108_1151	CARBAMATE-KINASE-RXN
S_S5_He_108_1152	3.1.26.11-RXN
S_S5_He_108_1153	3.1.26.11-RXN
S_S5_He_108_1154	RXN0-6254
S_S5_He_108_1155	RXN0-6254
S_S5_He_108_1156	RXN-8141
S_S5_He_108_1157	RXN-8141
S_S5_He_108_1158	KDPGALDOL-RXN
S_S5_He_108_1159	KDPGALDOL-RXN
S_S5_He_108_1160	CHER-RXN
S_S5_He_108_1161	CHER-RXN
S_S5_He_108_1162	CHER-RXN
S_S5_He_108_1163	DEOXYGLUCONOKIN-RXN
S_S5_He_108_1164	DEOXYGLUCONOKIN-RXN
S_S5_He_108_1165	MCPMETEST-RXN
S_S5_He_108_1166	MCPMETEST-RXN
S_S5_He_108_1167	MCPMETEST-RXN
S_S5_He_108_1168	ADENODEAMIN-RXN
S_S5_He_108_1168	ADDALT-RXN
S_S5_He_108_1169	ADENODEAMIN-RXN
S_S5_He_108_1169	ADDALT-RXN
S_S5_He_108_1176	RXN-11217
S_S5_He_108_1176	RXN-11211
S_S5_He_108_1176	DIHYDROPYRIMIDINASE-RXN
S_S5_He_108_1177	RXN-11217
S_S5_He_108_1177	RXN-11211
S_S5_He_108_1177	DIHYDROPYRIMIDINASE-RXN
S_S5_He_108_1178	RXN0-4641
S_S5_He_108_1179	RXN0-4641
S_S5_He_108_1180	RXN0-4641
S_S5_He_108_1181	PNKIN-RXN
S_S5_He_108_1181	PYRAMKIN-RXN
S_S5_He_108_1181	PYRIDOXKIN-RXN
S_S5_He_108_1182	PNKIN-RXN
S_S5_He_108_1182	PYRAMKIN-RXN
S_S5_He_108_1182	PYRIDOXKIN-RXN
S_S5_He_108_1183	MANNONDEHYDRAT-RXN
S_S5_He_108_1184	MANNONDEHYDRAT-RXN
S_S5_He_108_1185	MANNONDEHYDRAT-RXN
S_S5_He_108_1188	PHOSPHONOACETALDEHYDE-HYDROLASE-RXN
S_S5_He_108_1189	PHOSPHONOACETALDEHYDE-HYDROLASE-RXN
S_S5_He_108_1190	AMYLOSUCRASE-RXN
S_S5_He_108_1191	AMYLOSUCRASE-RXN
S_S5_He_108_1194	5.3.1.23-RXN
S_S5_He_108_1195	5.3.1.23-RXN
S_S5_He_108_1196	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S5_He_108_1196	RXN0-5055
S_S5_He_108_1197	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S5_He_108_1197	RXN0-5055
S_S5_He_108_1198	RXN-8953
S_S5_He_108_1199	RXN-8953
S_S5_He_108_1200	DCYSDESULF-RXN
S_S5_He_108_1201	DCYSDESULF-RXN
S_S5_He_108_1202	RXN-7737
S_S5_He_108_1203	RXN-7737
S_S5_He_108_1204	GALACTOACETYLTRAN-RXN
S_S5_He_108_1205	GALACTOACETYLTRAN-RXN
S_S5_He_108_1206	DIMETHYLMALEATE-HYDRATASE-RXN
S_S5_He_108_1207	DIMETHYLMALEATE-HYDRATASE-RXN
S_S5_He_108_1208	2.3.1.128-RXN
S_S5_He_108_1209	2.3.1.128-RXN
S_S5_He_108_1210	RXN-15047
S_S5_He_108_1211	RXN-15047
S_S5_He_108_1212	GLUC1PADENYLTRANS-RXN
S_S5_He_108_1213	GLUC1PADENYLTRANS-RXN
S_S5_He_108_1214	METHGLYSYN-RXN
S_S5_He_108_1215	METHGLYSYN-RXN
S_S5_He_108_1216	1.1.1.39-RXN
S_S5_He_108_1216	OXALODECARB-RXN
S_S5_He_108_1217	1.1.1.39-RXN
S_S5_He_108_1217	OXALODECARB-RXN
S_S5_He_108_1218	RXN0-5228
S_S5_He_108_1219	RXN0-5228
S_S5_He_108_1220	CYCLOMALTODEXTRINASE-RXN
S_S5_He_108_1221	CYCLOMALTODEXTRINASE-RXN
S_S5_He_108_1222	3.2.1.135-RXN
S_S5_He_108_1223	3.2.1.135-RXN
S_S5_He_108_1224	2-ENOATE-REDUCTASE-RXN
S_S5_He_108_1225	2-ENOATE-REDUCTASE-RXN
S_S5_He_108_1226	3.2.1.133-RXN
S_S5_He_108_1227	3.2.1.133-RXN
S_S5_He_108_1228	4-NITROPHENYLPHOSPHATASE-RXN
S_S5_He_108_1229	4-NITROPHENYLPHOSPHATASE-RXN
S_S5_He_108_1230	4-NITROPHENYLPHOSPHATASE-RXN
S_S5_He_108_1231	1.15.1.2-RXN
S_S5_He_108_1232	1.15.1.2-RXN
S_S5_He_108_1233	RXN-12473
S_S5_He_108_1236	MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN
S_S5_He_108_1237	RXN0-5224
S_S5_He_108_1237	CARBODEHYDRAT-RXN
S_S5_He_108_1238	RXN-8348
S_S5_He_108_1239	RXN-8348
S_S5_He_108_1240	HYDROXYLAMINE-REDUCTASE-RXN
S_S5_He_108_1243	UDP-NACMUR-ALA-LIG-RXN
S_S5_He_108_1244	NICOTINATEPRIBOSYLTRANS-RXN
S_S5_He_108_1246	MERCURY-II-REDUCTASE-RXN
S_S5_He_108_1247	MERCAPYSTRANS-RXN
S_S5_He_108_1248	RXN-14338
S_S5_He_108_1249	RXN-11691
S_S5_He_108_1250	THIOSULFATE-SULFURTRANSFERASE-RXN
S_S5_He_108_1250	RXN0-6359
S_S5_He_108_1253	XANPRIBOSYLTRAN-RXN
S_S5_He_108_1254	3.2.1.70-RXN
S_S5_He_108_1255	RXN-12302
S_S5_He_108_1255	RXN-1824
S_S5_He_108_1256	2.7.9.3-RXN
S_S5_He_108_1257	5-METHYLTHIORIBOSE-KINASE-RXN
S_S5_He_108_1258	5.3.1.17-RXN
S_S5_He_108_1259	NQOR-RXN
S_S5_He_108_1259	RXN-12303
S_S5_He_108_1261	UDPSUGARHYDRO-RXN
S_S5_He_108_1262	UDPSUGARHYDRO-RXN
S_S5_He_108_1263	ABC-23-RXN
S_S5_He_108_1263	3.6.3.28-RXN
S_S5_He_108_1264	RXN0-6576
S_S5_He_108_1265	RXN-14064
S_S5_He_108_1265	CYCPHOSDIESTER-RXN
S_S5_He_108_1265	RXN-14091
S_S5_He_108_1265	RXN-14113
S_S5_He_108_1265	RXN-14112
S_S5_He_108_1266	RXN-14124
S_S5_He_108_1266	RXN-14126
S_S5_He_108_1266	3-NUCLEOTID-RXN
S_S5_He_108_1266	RXN-14090
S_S5_He_108_1266	RXN-14115
S_S5_He_108_1267	RXN-15275
S_S5_He_108_1267	3.4.17.14-RXN
S_S5_He_108_1268	4.3.1.15-RXN
S_S5_He_108_1269	TRANS-RXN-250
S_S5_He_108_1269	3.6.3.2-RXN
S_S5_He_108_1270	3.6.3.29-RXN
S_S5_He_108_1270	ABC-19-RXN
S_S5_He_108_1273	ASNSYNA-RXN
S_S5_He_108_1274	RXN0-2101
S_S5_He_108_1276	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN
S_S5_He_108_1277	METHIONINE-GAMMA-LYASE-RXN
S_S5_He_108_1278	RXN0-1483
S_S5_He_108_1279	DUTP-PYROP-RXN
S_S5_He_108_1280	GLUCOSYLCERAMIDASE-RXN
S_S5_He_108_1281	3.2.1.136-RXN
S_S5_He_108_1281	RXN-12344
S_S5_He_108_1284	RXN-11051
S_S5_He_108_1286	FLAVONADPREDUCT-RXN
S_S5_He_108_1286	1.18.1.2-RXN
S_S5_He_108_1287	BUTYRYL-COA-DEHYDROGENASE-RXN
S_S5_He_108_1287	RXN-13449
S_S5_He_108_1288	RXN-13290
S_S5_He_108_1288	RXN-16389
S_S5_He_108_1288	RXN-9673
S_S5_He_108_1288	ACYLCOASYN-RXN
S_S5_He_108_1288	RXN-12184
S_S5_He_108_1288	RXN-16380
S_S5_He_108_1288	R223-RXN
S_S5_He_108_1288	LINOLENOYL-RXN
S_S5_He_108_1288	RXN66-469
S_S5_He_108_1288	RXN-16401
S_S5_He_108_1288	RXN-16402
S_S5_He_108_1288	RXN66-483
S_S5_He_108_1288	RXN66-480
S_S5_He_108_1288	RXN66-484
S_S5_He_108_1288	RXN-9623
S_S5_He_108_1288	RXN-9644
S_S5_He_108_1288	RXN-16393
S_S5_He_108_1288	RXN-13614
S_S5_He_108_1288	RXN-7904
S_S5_He_108_1288	RXN-12978
S_S5_He_108_1288	RXN66-477
S_S5_He_108_1288	RXN-16418
S_S5_He_108_1288	RXN-16415
S_S5_He_108_1289	RXN-12173
S_S5_He_108_1290	RXN-15202
S_S5_He_108_1291	GLYOHMETRANS-RXN
S_S5_He_108_1292	UDPNACETYLMURAMATEDEHYDROG-RXN
S_S5_He_108_1293	ALTRO-OXIDOREDUCT-RXN
S_S5_He_108_1294	RXN-15138
S_S5_He_108_1294	2-HALOACID-DEHALOGENASE-RXN
S_S5_He_108_1295	RIBOSYLHOMOCYSTEINASE-RXN
S_S5_He_108_1296	RXN0-5260
S_S5_He_108_1296	RXN-15740
S_S5_He_108_1296	RXN-15745
S_S5_He_108_1297	PPENTOMUT-RXN
S_S5_He_108_1297	D-PPENTOMUT-RXN
S_S5_He_108_1299	RXN-14148
S_S5_He_108_1300	MYO-INOSITOL-2-DEHYDROGENASE-RXN
S_S5_He_108_1301	GLU6PDEHYDROG-RXN
S_S5_He_108_1303	RXN-9952
S_S5_He_108_1304	6.1.1.24-RXN
S_S5_He_108_1305	ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN
S_S5_He_108_1306	BIOTIN-CARBOXYL-RXN
S_S5_He_108_1307	3.1.2.21-RXN
S_S5_He_108_1308	ASPARTATE-RACEMASE-RXN
S_S5_He_108_1309	3.2.2.23-RXN
S_S5_He_108_1310	TRANSALDOL-RXN
S_S5_He_108_1311	RXN-7933
S_S5_He_108_1311	ACETYLORNDEACET-RXN
S_S5_He_108_1312	DEHYDDEOXPHOSGALACT-ALDOL-RXN
S_S5_He_108_1314	LTARTDEHYDRA-RXN
S_S5_He_108_1315	CHOLOYLGLYCINE-HYDROLASE-RXN
S_S5_He_108_1316	RXN-12480
S_S5_He_108_1317	RXN-3341
S_S5_He_108_1319	3.4.21.105-RXN
S_S5_He_108_1321	DCTP-DEAM-RXN
S_S5_He_108_1321	RXN-14118
S_S5_He_108_1322	GLYCOLALDREDUCT-RXN
S_S5_He_108_1322	LACTALDREDUCT-RXN
S_S5_He_108_1322	RXN-8641
S_S5_He_108_1323	RXNN-404
S_S5_He_108_1323	AMIDASE-RXN
S_S5_He_108_1323	R311-RXN
S_S5_He_108_1323	RXN-14728
S_S5_He_108_1323	RXN-14727
S_S5_He_108_1323	GUANIDINOBUTANAMIDE-NH3-RXN
S_S5_He_108_1326	GKI-RXN
S_S5_He_108_1327	AMINOGLYCOSIDE-N6-ACETYLTRANSFERASE-RXN
S_S5_He_108_1328	SORB6PDEHYDROG-RXN
S_S5_He_108_1329	3.6.3.25-RXN
S_S5_He_108_1329	ABC-7-RXN
S_S5_He_108_1329	ABC-70-RXN
S_S5_He_108_1330	3.6.3.25-RXN
S_S5_He_108_1330	ABC-7-RXN
S_S5_He_108_1330	ABC-70-RXN
S_S5_He_108_1331	RHAMNULPALDOL-RXN
S_S5_He_108_1332	RHAMNISOM-RXN
S_S5_He_108_1333	RXN0-5306
S_S5_He_108_1335	24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN
S_S5_He_108_1336	OLEATE-HYDRATASE-RXN
S_S5_He_108_1337	ASPARAGHYD-RXN
S_S5_He_108_1338	RXN0-703
S_S5_He_108_1338	3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN
S_S5_He_108_1339	2.7.8.6-RXN
S_S5_He_108_1340	PYROGLUTAMYL-PEPTIDASE-I-RXN
S_S5_He_108_1341	PYROGLUTAMYL-PEPTIDASE-I-RXN
S_S5_He_108_1342	TRNA-S-TRANSFERASE-RXN
S_S5_He_108_1343	RXN-14531
S_S5_He_108_1344	PEPCARBOXYKIN-RXN
S_S5_He_108_1345	RIBAZOLEPHOSPHAT-RXN
S_S5_He_108_1345	RXN-8770
S_S5_He_108_1346	RXN-13854
S_S5_He_108_1347	RXN-14692
S_S5_He_108_1348	ASNSYNB-RXN
S_S5_He_108_1349	THRESYN-RXN
S_S5_He_108_1350	PEPSYNTH-RXN
S_S5_He_108_1351	3.4.21.88-RXN
S_S5_He_108_1352	3.4.21.88-RXN
S_S5_He_108_1353	3.5.1.81-RXN
S_S5_He_108_1354	TSA-REDUCT-RXN
S_S5_He_108_1355	3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN
S_S5_He_108_1356	HISTPRATPHYD-RXN
S_S5_He_108_1357	UROGENDECARBOX-RXN
S_S5_He_108_1357	RXN-10642
S_S5_He_108_1358	RXN-11838
S_S5_He_108_1359	RXN-14247
S_S5_He_108_1359	RXN-9984
S_S5_He_108_1359	RXN-9436
S_S5_He_108_1359	RXN-9432
S_S5_He_108_1359	RXN-9394
S_S5_He_108_1359	RXN-9393
S_S5_He_108_1359	RXN-9443
S_S5_He_108_1359	RXN-9421
S_S5_He_108_1360	3.4.19.11-RXN
S_S5_He_108_1361	3.4.11.19-RXN
S_S5_He_108_1362	RXN-15117
S_S5_He_108_1362	RXN-15118
S_S5_He_108_1363	F16BDEPHOS-RXN
S_S5_He_108_1364	PSERTRANSAMPYR-RXN
S_S5_He_108_1364	PSERTRANSAM-RXN
S_S5_He_108_1365	5.1.3.9-RXN
S_S5_He_108_1365	NANE-RXN
S_S5_He_108_1366	GLUTRACE-RXN
S_S5_He_108_1367	1.17.1.1-RXN
S_S5_He_108_1368	CDP-GLUCOSE-46-DEHYDRATASE-RXN
S_S5_He_108_1369	2.7.7.33-RXN
S_S5_He_108_1370	RXN-11364
S_S5_He_108_1371	RXN-11363
S_S5_He_108_1372	RXN0-6515
S_S5_He_108_1373	ABC-20-RXN
S_S5_He_108_1373	3.6.3.24-RXN
S_S5_He_108_1374	THIAMIN-PYROPHOSPHOKINASE-RXN
S_S5_He_108_1375	RXN-12627
S_S5_He_108_1376	3.2.2.24-RXN
S_S5_He_108_1377	THYM-PHOSPH-RXN
S_S5_He_108_1378	URA-PHOSPH-RXN
S_S5_He_108_1378	URPHOS-RXN
S_S5_He_108_1378	THYM-PHOSPH-RXN
S_S5_He_108_1379	RXN-12472
S_S5_He_108_1381	GALACTURIDYLYLTRANS-RXN
S_S5_He_108_1382	RXN-10755
S_S5_He_108_1383	1.5.1.28-RXN
S_S5_He_108_1384	GLYCERATE-DEHYDROGENASE-RXN
S_S5_He_108_1385	GLYCERATE-DEHYDROGENASE-RXN
S_S5_He_108_1387	RXN-9238
S_S5_He_108_1387	RXN-9231
S_S5_He_108_1387	RXN-15309
S_S5_He_108_1387	3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN
S_S5_He_108_1387	RXN-9223
S_S5_He_108_1388	3.2.1.82-RXN
S_S5_He_108_1389	1.4.1.21-RXN
S_S5_He_108_1390	GLYCOGENSYN-RXN
S_S5_He_108_1391	3.4.11.21-RXN
S_S5_He_108_1392	2.6.1.37-RXN
S_S5_He_108_1393	5.4.1.2-RXN
S_S5_He_108_1394	RXN-8768
S_S5_He_108_1395	3.4.21.53-RXN
S_S5_He_108_1396	TRNA-CYTIDYLYLTRANSFERASE-RXN
S_S5_He_108_1397	2.4.1.211-RXN
S_S5_He_108_1398	2.4.1.211-RXN
S_S5_He_108_1399	RXN-12444
S_S5_He_108_1400	NADH-PEROXIDASE-RXN
S_S5_He_108_1401	RXN66-337
S_S5_He_108_1401	3.4.13.19-RXN
S_S5_He_108_1401	RXN-15682
S_S5_He_108_1402	HOMSUCTRAN-RXN
S_S5_He_108_1403	RXN-11835
S_S5_He_108_1404	6.1.1.23-RXN
S_S5_He_108_1405	ARABISOM-RXN
S_S5_He_108_1406	2.1.1.151-RXN
S_S5_He_108_1406	RXN-8760
S_S5_He_108_1407	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN
S_S5_He_108_1408	RXN1G-3641
S_S5_He_108_1408	2.1.1.79-RXN
S_S5_He_108_1408	RXN1G-2544
S_S5_He_108_1408	RXN-7421
S_S5_He_108_1409	1PFRUCTPHOSN-RXN
S_S5_He_108_1410	RXN-8764
S_S5_He_108_1411	2.1.1.130-RXN
S_S5_He_108_1412	RXN-8762
S_S5_He_108_1413	2.1.1.133-RXN
S_S5_He_108_1414	RXN-8763
S_S5_He_108_1415	RXN-14314
S_S5_He_108_1416	2.1.1.131-RXN
S_S5_He_108_1417	1.3.1.54-RXN
S_S5_He_108_1418	RXN-8765
S_S5_He_108_1420	CYTDEAM-RXN
S_S5_He_108_1420	RXN-14129
S_S5_He_108_1420	RXN-14197
S_S5_He_108_1422	SUCCSEMIALDDEHYDROG-RXN
S_S5_He_108_1423	RXN-14280
S_S5_He_108_1423	ALDHDEHYDROG-RXN
S_S5_He_108_1423	RXN-9758
S_S5_He_108_1423	RXN-14225
S_S5_He_108_1423	RXN-14224
S_S5_He_108_1423	RXN-10089
S_S5_He_108_1423	R222-RXN
S_S5_He_108_1423	RXN-37
S_S5_He_108_1423	RXN66-3
S_S5_He_108_1423	RXN-15819
S_S5_He_108_1423	RXN-15855
S_S5_He_108_1423	RXN6666-5
S_S5_He_108_1423	RXN-3443
S_S5_He_108_1423	RXN-10780
S_S5_He_108_1423	RXN-4142
S_S5_He_108_1423	RXN-10912
S_S5_He_108_1423	RXN-10917
S_S5_He_108_1423	RXN-10715
S_S5_He_108_1423	RXN66-479
S_S5_He_108_1423	RXN66-472
S_S5_He_108_1423	RXN66-476
S_S5_He_108_1423	RXN-16654
S_S5_He_108_1423	RXN-16655
S_S5_He_108_1423	RXN-16656
S_S5_He_108_1423	RXN-16653
S_S5_He_108_1423	RXN-15822
S_S5_He_108_1424	GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
S_S5_He_108_1425	RXN0-5293
S_S5_He_108_1426	RXN-13585
S_S5_He_108_1427	RXN-13585
S_S5_He_108_1428	3.6.3.15-RXN
S_S5_He_108_1430	RNA-DIRECTED-DNA-POLYMERASE-RXN
S_S5_He_108_1432	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
S_S5_He_108_1433	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
S_S5_He_108_1434	NADPYROPHOSPHAT-RXN
S_S5_He_108_1435	RXN-11578
S_S5_He_108_1436	TAURINE-AMINOTRANSFERASE-RXN
S_S5_He_108_1436	RXN-14907
S_S5_He_108_1437	RXN-12579
S_S5_He_108_1437	TRIACYLGLYCEROL-LIPASE-RXN
S_S5_He_108_1437	RXN-12086
S_S5_He_108_1440	RXN-12014
S_S5_He_108_1441	AGMATIN-RXN
S_S5_He_108_1442	ACYLPHOSPHATASE-RXN
S_S5_He_108_1443	ACETATEKIN-RXN
S_S5_He_108_1444	ACETATEKIN-RXN
S_S5_He_108_1446	NUCLEOSIDE-TRIPHOSPHATASE-RXN
S_S5_He_108_1446	RXN-12196
S_S5_He_108_1446	RXN-12195
S_S5_He_108_1446	ATPASE-RXN
S_S5_He_108_1446	RXN0-5462
S_S5_He_108_1447	UREASE-RXN
S_S5_He_108_1448	UREASE-RXN
S_S5_He_108_1449	CEPHALOSPORIN-C-DEACETYLASE-RXN
S_S5_He_108_1450	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN
S_S5_He_108_1451	METHYLACETOACETYLCOATHIOL-RXN
S_S5_He_108_1451	ACETYL-COA-ACETYLTRANSFER-RXN
S_S5_He_108_1451	RXN-12561
S_S5_He_108_1452	ALANINE-DEHYDROGENASE-RXN
S_S5_He_108_1453	RXN-1981
S_S5_He_108_1454	TEICHOICSYN2-RXN
S_S5_He_108_1455	UDPGLCNACEPIM-RXN
S_S5_He_108_1456	UDPGLCNACEPIM-RXN
S_S5_He_108_1457	RXN-10819
S_S5_He_108_1458	RXN-14995
S_S5_He_108_1458	RXN-14996
S_S5_He_108_1459	ENTMULTI-RXN
S_S5_He_108_1460	RXN-12710
S_S5_He_108_1460	RXN-14774
S_S5_He_108_1460	RXN-11246
S_S5_He_108_1460	RXN-13617
S_S5_He_108_1460	RXN-14793
S_S5_He_108_1460	RXN-14799
S_S5_He_108_1460	RXN-16137
S_S5_He_108_1460	RXN-14803
S_S5_He_108_1460	KETOACYLCOATHIOL-RXN
S_S5_He_108_1460	RXN-12565
S_S5_He_108_1460	RXN-14788
S_S5_He_108_1460	RXN-14274
S_S5_He_108_1460	RXN-14277
S_S5_He_108_1460	RXN-14268
S_S5_He_108_1460	RXN-14394
S_S5_He_108_1460	RXN-10700
S_S5_He_108_1460	RXN-10701
S_S5_He_108_1460	RXN-10699
S_S5_He_108_1461	DHBAMPLIG-RXN
S_S5_He_108_1461	RXN-14814
S_S5_He_108_1462	RXN0-305
S_S5_He_108_1463	DEHYDDEOXGALACTKIN-RXN
S_S5_He_108_1464	1.1.1.261-RXN
S_S5_He_108_1465	RXN-2102
S_S5_He_108_1465	PECTINESTERASE-RXN
S_S5_He_108_1466	RXN0-5116
S_S5_He_108_1466	RIBULOKIN-RXN
S_S5_He_108_1467	NITROGENASE-RXN
S_S5_He_108_1468	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
S_S5_He_108_1469	R342-RXN
S_S5_He_108_1470	CARNITINE-3-DEHYDROGENASE-RXN
S_S5_He_108_1471	3.4.24.40-RXN
S_S5_He_108_1473	2.1.1.113-RXN
S_S5_He_108_1474	ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN
S_S5_He_108_1474	RXN0-5141
S_S5_He_108_1475	STREPTOMYCIN-3-ADENYLYLTRANSFERASE-RXN
S_S5_He_108_1476	4.2.2.3-RXN
S_S5_He_108_1477	1.5.1.24-RXN
S_S5_He_108_1478	NAD+-ADP-RIBOSYLTRANSFERASE-RXN
S_S5_He_108_1479	RXN-12619
