pathway	plate1_1136R_RL_F_S5_week10_S58_	plate1_1136R_R_F_S5_week10_S57_L	plate1_2518R_L_M_S5_week10_S61_L	plate1_2518R_R_M_S5_week10_S62_L	plate1_3752R_0_F_S5_week10_S59_L	plate1_3752R_L_F_S5_week10_S60_L	plate1_3893R_RL_M_S5_week10_S64_	plate1_3893R_R_M_S5_week10_S63_L	plate1_T1D_S5_defined_mouse_inoc	plate2_096R_0_M_S5_week9_S74_L00	plate2_1060R_L_M_S5_week9_S75_L0	plate2_1076R_0_M_S5_week9_S76_L0	plate2_1136R_0_F_S5_week9_S69_L0	plate2_2402R_0_F_S5_week9_S70_L0	plate2_2433R_0_F_S5_week9_S71_L0	plate2_2475R_0_M_S5_week9_S77_L0	plate2_2518R_0_M_S5_week9_S78_L0	plate2_3924R_L_F_S5_week9_S72_L0	plate2_3929R_0_F_S5_week9_S73_L0	plate3_096R_0_M_S5_week5_S4_L001	plate3_2402R_R_F_S5_Pellet_week9	plate3_2475R_RL_M_S5_Pellet_week	plate3_S5_defined_inocula_S87_L0	plate4_1060R_L_M_S5_week5_S12_L0	plate4_1076R_0_M_S5_week5_S13_L0	plate4_1136R_0_F_S5_week5_S14_L0	plate4_2402R_0_F_S5_week5_S15_L0	plate4_2402R_R_F_S5_week5_S16_L0	plate4_2475R_RL_M_S5_week5_S19_L	plate4_2518R_0_M_S5_week5_S20_L0	plate4_3924R_L_F_S5_week5_S21_L0	plate4_3929R_0_F_S5_week5_S22_L0	plate4_S5_defined_inocula_S87_L0
PWY-7211	184.98193548387098	168.54967741935482	154.7883870967742	181.16129032258067	450.7432258064516	147.14709677419356	227.61290322580646	134.54709677419356	2185.7109677419357	347.3883870967742	237.901935483871	851.5625806451613	164.24129032258065	808.4206451612904	203.06322580645164	148.6451612903226	102.85548387096775	187.62967741935483	148.1458064516129	301.5987096774194	236.90322580645162	473.643870967742	4082.098064516129	553.1109677419355	479.7754838709678	114.14322580645162	110.16000000000001	503.5006451612903	803.2761290322582	178.0141935483871	131.22580645161293	403.96645161290326	2678.9341935483876
PWY-7219	20666.277658252086	21656.027184373135	22919.60926089505	20394.80202461963	20630.6773556463	18362.906369595315	18718.189001440085	22971.075921633914	13410.226640604036	25519.765688568743	24876.735514941196	19231.5109477579	28951.6529446051	27469.44944112418	26278.32299458631	25760.618791947818	21976.5306297085	25406.945520966372	26363.05829848904	13509.13656887265	15068.700185842425	17956.989699039746	23897.30832109509	16068.280526506627	15745.096662540187	12806.652249807696	18013.49437096237	14795.848835328412	24073.856060648905	17001.517452224187	19286.630875559134	20681.53603466222	14058.4681710502
PWY-7220	12996.469523809526	13551.755714285715	14445.699714285716	12561.267714285716	13153.808285714285	10681.265523809523	11387.274761904764	13904.785999999998	4873.9211428571425	14774.84019047619	17043.094095238095	12671.274857142855	18099.653619047618	18504.75666666667	17374.65266666667	15850.151238095235	13850.67504761905	16444.053809523808	15082.21933333334	7230.9922857142865	8060.969142857143	9531.015619047621	7481.850476190476	11413.80561904762	10454.450476190475	8390.486190476191	12147.600285714285	9819.889904761907	15723.793714285719	11041.076095238095	11962.79238095238	14154.211904761905	5609.001047619047
PWY-7221	19735.108744588746	20709.26995670995	21956.740129870126	19796.500995670995	19737.33086580086	18048.368268398266	18222.43181818182	22150.487099567097	12990.247748917749	24417.722857142857	22980.323463203473	18348.001212121217	29294.149913419915	25906.239220779215	25315.992683982684	24899.32952380952	21249.43359307359	24587.47813852814	25419.82826839826	13311.816709956713	14704.370779220782	17542.995844155845	22952.504415584415	15064.596060606056	15570.76329004329	12508.006190476186	16469.967619047617	14099.397922077917	23112.841818181823	16352.531904761905	18830.95393939394	20276.626493506486	13570.247575757578
PWY-7222	12996.469523809526	13551.755714285715	14445.699714285716	12561.267714285716	13153.808285714285	10681.265523809523	11387.274761904764	13904.785999999998	4873.9211428571425	14774.84019047619	17043.094095238095	12671.274857142855	18099.653619047618	18504.75666666667	17374.65266666667	15850.151238095235	13850.67504761905	16444.053809523808	15082.21933333334	7230.9922857142865	8060.969142857143	9531.015619047621	7481.850476190476	11413.80561904762	10454.450476190475	8390.486190476191	12147.600285714285	9819.889904761907	15723.793714285719	11041.076095238095	11962.79238095238	14154.211904761905	5609.001047619047
PWY-7228	13792.00241478304	14324.595213331133	15289.707945883516	13274.058575152614	13989.648362316448	11428.020881042732	12007.054859594127	14745.485486223393	4909.456062695924	15920.849015014019	17841.169435406693	13278.099660782047	18979.574690645106	19617.155940603858	18344.43903712259	16808.46700676456	14638.267349282296	17431.120609140402	16391.55492097014	7855.936229005114	8803.821038112523	10345.754162019466	7538.018259033162	11930.267354561953	11040.367497772644	8803.705156244841	12939.786806797554	10294.969888797228	16608.38530473519	11680.924244844084	12690.038898531591	14631.575873288235	5633.658264312819
PWY-7229	14659.939308292283	15246.422240147784	16209.363110837437	14029.141317733991	14804.946492610836	12019.616084154353	12654.305417077177	15649.592499999997	5021.59195320197	16942.663526683085	19016.51606075534	14099.008641625616	19561.023334564867	20950.068606321838	19324.03516666667	17731.834436371104	15415.673530377668	18365.675662972088	17427.001272988506	8373.549906403943	9395.727444581282	11090.670558702792	7747.836243431854	12726.049662151065	11564.668139983578	9241.240104269295	13958.503596059112	10960.01846510673	17498.20149876847	12389.684371100164	13441.534941297208	15333.892473727423	5793.0819872742195
PWY-7234	1979.5927272727272	1716.3799999999999	2263.5436363636363	2012.1972727272728	2140.2054545454544	1961.32	1971.6172727272726	2229.3245454545454	5339.425454545454	3112.179090909091	1484.4345454545455	2227.6045454545456	1851.3063636363636	1773.2436363636361	1910.23	2173.2954545454545	1915.5081818181816	1707.05	2298.0236363636363	953.4036363636362	1212.7118181818182	1472.6127272727272	8643.834545454545	1143.168181818182	1260.3763636363637	652.1309090909091	1020.1845454545455	1118.8836363636362	1865.1	1062.4563636363637	1172.730909090909	1139.01	5293.4572727272725
PWY-7237	4226.700000000001	5023.8	4637.35	4955.1	4058.3	5280.459999999999	4727.56	5436.950000000001	3044.2	5246.01	2988.91	3661.1099999999997	9980.85	5318.11	5565.7	6013.81	4808.4	5991.110000000001	6743.9	5186.35	5180.599999999999	6474.5	6272.06	2644.66	4076.25	3201.2	2115.59	3384.0	4828.5	3976.16	5654.75	5165.75	2894.96
PWY-7242	10126.41902044178	11275.615995559307	11431.912233793038	11170.819573443412	10490.439150639522	10443.965827084052	11131.49225722655	11811.063277355599	11489.25852769178	11082.833415871826	12751.00809965496	10652.69375257216	23555.758642878733	12930.534972407251	14992.337955613932	14596.254333823268	12306.31826166724	14404.75055298079	11588.265277647475	7376.6336867123255	7385.258050161054	8753.728710740013	21688.55828249471	8621.930497524263	10159.413032596345	8018.735342068778	6176.178092503987	8761.3335016835	13412.822437064138	9039.119520989045	10515.201443433301	15501.041749799333	12313.019296348419
PWY-7254	4969.16593006993	5187.638349650349	5996.655020979019	5580.912	5538.271888111888	4798.124979020979	5390.194069930069	5563.713902097902	4558.741090909091	4929.371664335666	6799.833398601399	5433.856615384615	12344.491972027969	6594.8566993007	8179.540027972028	6867.930041958043	6577.712475524475	7627.898853146852	4798.65902097902	2008.0799160839163	2046.5979020979023	2252.7463216783217	6646.454013986015	4500.950097902098	5528.6258181818175	4348.133118881118	3010.5046153846147	3843.7084195804196	7531.15267132867	4409.760419580419	4972.658265734265	8073.445762237761	5008.709118881119
PWY-7315	19785.668571428574	20112.145238095243	22530.13761904762	20188.899999999998	20457.609523809526	18788.20142857143	18566.29333333333	22189.453809523806	12170.48619047619	24702.86952380952	22266.77285714286	17849.08095238095	32389.858571428576	25206.48904761906	26487.142380952377	24994.825714285704	22348.700476190475	25764.98761904762	25916.173809523807	12034.002380952381	13704.03142857143	15686.828095238092	18747.751428571428	14139.20761904762	16369.462380952378	12975.505714285713	15415.577142857139	12768.238095238095	24100.557142857142	16061.397619047619	18812.02857142857	19972.572380952373	11880.315714285714
PWY-7316	19.805714285714284	25.142857142857142	23.622857142857143	0.0	24.377142857142854	18.66285714285714	15.234285714285713	18.66285714285714	198.47999999999996	25.142857142857142	29.71428571428571	0.0	0.0	26.285714285714285	26.285714285714285	46.091428571428565	26.66285714285714	15.622857142857143	19.051428571428573	40.37714285714285	21.337142857142858	36.94857142857143	521.1428571428571	47.23428571428571	27.051428571428573	29.337142857142858	28.57142857142857	43.42857142857142	59.42857142857142	40.76571428571429	44.94857142857143	59.80571428571428	304.3771428571428
PWY-7323	8624.832387158298	9341.88743483789	10159.638070565798	9640.764370629371	9180.202260012715	8782.893363000636	9459.361738715832	10046.026754609025	6904.789005085824	9128.57174507311	11313.217047043869	8653.658636363636	21218.955521296888	10875.182037507946	13590.635877304516	12300.094113159572	11178.422746344564	12940.893121424031	9429.547546090274	4882.922717736809	4949.964411951685	5584.385054036873	11152.023865225685	7213.869888747619	8946.671535282898	7168.848833439289	5296.98013986014	6731.594278448824	11875.812418944695	7567.787215511761	8920.82833439288	13511.014640813733	7125.543029243485
PWY-7328	23.88888888888889	17.77777777777778	33.333333333333336	31.38888888888889	18.88888888888889	23.88888888888889	19.166666666666668	35.27777777777778	168.33333333333334	23.61111111111111	53.333333333333336	49.16666666666667	25.833333333333336	24.444444444444446	19.72222222222222	23.61111111111111	25.833333333333336	20.833333333333336	29.444444444444446	16.11111111111111	18.61111111111111	22.77777777777778	416.6666666666667	31.38888888888889	21.11111111111111	13.88888888888889	43.611111111111114	46.111111111111114	28.88888888888889	11.11111111111111	28.88888888888889	91.3888888888889	244.16666666666669
PWY-7371	1578.5	1361.5	1924.5	1596.5	1490.5	1596.5	1520.0	1913.0	3024.5	2561.5	1007.5	930.5	1452.5	754.0	1361.0	1503.5	1626.0	1287.5	2004.0	386.5	708.5	689.0	4192.5	309.5	582.5	387.5	822.0	215.5	776.5	602.5	906.0	352.0	2421.5
PWY-7374	1578.5	1361.5	1924.5	1596.5	1490.5	1596.5	1520.0	1913.0	3024.5	2561.5	1007.5	930.5	1452.5	754.0	1361.0	1503.5	1626.0	1287.5	2004.0	386.5	708.5	689.0	4192.5	309.5	582.5	387.5	822.0	215.5	776.5	602.5	906.0	352.0	2421.5
PWY-7399	20.388235294117646	25.88235294117647	24.317647058823532	0.0	25.094117647058823	19.211764705882352	15.682352941176472	19.211764705882352	204.31764705882352	25.88235294117647	30.58823529411765	0.0	0.0	27.058823529411764	27.058823529411764	47.44705882352941	27.44705882352941	16.08235294117647	19.611764705882354	41.56470588235294	21.964705882352945	38.035294117647055	536.4705882352941	48.62352941176471	27.847058823529416	30.200000000000003	29.411764705882355	44.70588235294118	61.1764705882353	41.964705882352945	46.27058823529412	61.56470588235294	313.32941176470587
PWY-7400	10782.530423374545	11342.285698242174	11329.056164479312	10041.629944283124	10561.593136144864	9054.138350819514	8898.476831230033	11666.30306644817	6180.509837642846	13879.99804364262	12382.913225119608	10614.330305434256	10824.257954688383	16023.442093088483	12553.972739440944	12942.418538611462	10226.084026001401	12424.857058846685	15054.410069872809	8729.437355106997	9624.174155075518	11956.848613452074	13273.49320672181	8866.24706101082	7817.620258551497	6172.902203675684	10690.727621001764	8402.00010146274	12650.089458041479	9268.367375335392	10291.43677999526	9119.93463908292	7273.727885947354
PWY-7446	159.29	145.14	133.29	156.0	388.14	126.71	196.0	115.86	1882.14	299.14	204.86	733.29	141.43	696.14	174.86	128.0	88.57	161.57	127.57	259.71	204.0	407.86	3515.14	476.29	413.14	98.29	94.86	433.57	691.71	153.29	113.0	347.86	2306.86
PWY-7456	1869.953593984962	1600.0562706766918	2284.823819548872	2295.3147067669174	2237.2285714285717	2342.3621954887217	1959.2685112781955	2153.9471278195488	1506.1883909774435	2699.1400601503756	1185.8434285714284	1903.3527518796993	4681.366105263157	2304.2579548872177	3170.992060150376	3101.4129022556394	2707.1189774436084	3199.6550075187974	3448.2482706766914	1509.0111879699245	1769.5619548872182	1983.6547669172933	2555.8878496240604	732.2622857142857	2344.965203007519	1994.4665864661654	610.0285714285715	822.0908571428571	3884.6725714285717	1946.3007518796992	2297.8900150375944	1842.1003308270679	1652.9825864661652
PWY-7539	7147.520952380952	7253.610476190476	8690.073333333332	7862.421904761905	7507.41619047619	6819.869523809523	7545.784761904762	8180.371428571428	7255.549523809524	7800.0714285714275	8895.779999999999	6837.162857142857	15242.625714285714	7955.001904761905	10546.150476190476	9164.886666666665	9030.199999999999	9796.79714285714	7052.407619047619	2368.3933333333334	2715.341904761905	2866.5066666666667	9948.606666666667	5355.879047619048	6580.829523809524	5298.534285714287	4291.365714285714	4462.951428571429	8928.02380952381	5548.553333333333	6481.687619047618	9556.577142857144	6973.865714285715
PWY-7663	23390.55161515713	24149.894236407476	26686.964690142137	23916.12226463362	23193.741289086112	20966.801602647465	22212.492879843667	26196.485502131527	17193.3643556672	27390.03485953872	28027.415510881485	21939.950620889802	36972.80759221036	28669.66215842564	30873.400668572503	29285.090293056383	26100.77850198795	29236.02316462622	27042.6208805845	12460.040458916232	14082.201770346392	16429.44886667069	27252.802164530767	17688.59687292517	18451.173604413867	15276.579032115367	18080.942582728083	15819.729769718359	27037.41113649626	18886.706939669228	21403.721202905996	25405.56815443142	16746.89320886744
PWY-7664	10475.19882051282	10879.990871794873	12875.696256410258	11410.65871794872	10179.027025641026	8974.346051282053	10893.929487179488	12121.531692307693	10895.640358974359	10664.232923076925	13936.454	9851.419846153847	19641.783538461543	10862.609333333334	14478.201948717948	12477.51435897436	12783.481846153847	13089.984923076923	8463.579025641027	2108.388871794872	2553.2733333333335	2877.340666666667	14301.522666666664	8019.424717948718	8218.668051282051	7212.231384615385	6808.935538461539	6326.471846153846	11364.862205128207	7641.3116410256425	8923.89794871795	13743.167846153847	9933.482461538462
PWY-841	13860.091811963994	14414.399251518982	15371.563197540398	13335.807364515767	14016.73262299642	11437.860413330363	12054.140013612454	14823.3205169373	4758.850188102546	15941.544931139239	17994.422558850223	13313.152842017424	19009.902307446868	19694.85766817419	18421.00770467224	16862.633143075305	14703.498284808895	17494.29266775204	16400.826405799286	7836.581562839385	8786.241158593442	10330.970863967083	7235.750241287003	11998.676166636124	11042.04441603453	8843.8320498607	13043.971671329962	10335.565482915437	16622.687086827806	11733.719181947003	12748.140281522228	14719.303080678803	5450.777307346514
PWY-922	188.67000000000002	165.5	150.0	199.15999999999997	191.84000000000003	188.0	202.16999999999996	145.0	101.0	186.17000000000002	188.32999999999998	415.15999999999997	202.82999999999998	218.0	312.33	466.5	155.5	205.82999999999998	117.66	246.65999999999997	242.83999999999997	291.66	221.5	262.01	190.82999999999998	132.82999999999998	50.83	356.49	282.34	259.17	107.67	298.16999999999996	124.33
PWY0-1061	15557.299440719462	15867.295913491544	17292.754763886	14738.29508529228	15637.68425117217	12929.883682770318	13269.68062673025	16818.857031012467	8290.527775039605	19176.508650125623	18966.090961098398	14204.48670584564	18682.392068857913	21142.019948952653	19234.10837936663	17862.337106543342	15981.80433894481	18469.06355227153	19234.913130050732	8612.583256468932	10014.564526331791	11750.794990318607	12872.30421228657	12355.408221263866	11329.508609399752	8829.601290265799	14687.364517690548	10498.10903714135	17267.691784897026	12208.787760957579	13684.97296602711	14115.978080443583	8651.53059152518
PWY0-1241	7650.658888888889	7888.926666666666	7988.77	6565.333333333333	7607.266666666666	5690.788888888889	5633.777777777777	7917.403333333334	2216.936666666667	9932.707777777778	9457.292222222222	7227.096666666666	5067.484444444444	12034.488888888889	8494.618888888888	8175.552222222223	6759.081111111112	8345.852222222222	10400.404444444444	5313.8966666666665	6111.996666666667	7512.177777777778	4348.381111111111	6663.541111111111	4944.044444444445	3661.211111111111	8844.4	5699.074444444444	8282.896666666667	6165.992222222222	6647.885555555556	5312.511111111111	2875.177777777778
PWY0-1261	2684.9663076923075	2383.8604615384615	3033.8363076923074	2969.748	3890.907692307692	3468.6336923076924	2979.0036923076927	2874.8132307692304	6047.748	4147.097076923076	2196.3618461538463	3536.6856923076916	7107.462923076922	4257.390923076922	4383.575076923076	3977.6626153846146	3464.984307692307	4402.531846153845	4444.202307692307	2432.234769230769	2596.83923076923	2896.5373846153843	10535.183538461537	2172.4527692307693	3910.025999999999	2168.7710769230766	1097.3076923076922	2180.0681538461536	5338.219846153846	2351.746153846154	2706.1952307692304	3425.6058461538455	7001.645076923076
PWY0-1277	182.04571428571427	165.8742857142857	152.33142857142855	178.28571428571428	443.5885714285714	144.81142857142856	224.0	132.41142857142856	2151.017142857143	341.8742857142857	234.12571428571428	838.0457142857142	161.6342857142857	795.5885714285714	199.84	146.28571428571428	101.22285714285712	184.65142857142854	145.7942857142857	296.8114285714285	233.14285714285714	466.12571428571425	4017.3028571428567	544.3314285714285	472.15999999999997	112.33142857142857	108.41142857142856	495.5085714285714	790.5257142857142	175.1885714285714	129.14285714285714	397.5542857142857	2636.4114285714286
PWY0-1296	1876.732006688963	2008.644414715719	1850.1268227424748	1956.7295652173912	2286.662775919732	1818.3080936454849	2174.260735785953	2118.4081270903007	7476.779765886287	2738.173344481605	2973.5452508361204	3605.885919732441	2908.2819397993308	3245.891404682274	2571.3126421404677	3368.4983612040132	2086.1088294314377	2310.3754849498328	2322.190066889632	2208.16381270903	2138.39635451505	2951.270903010033	15360.138227424748	2319.8084949832773	1906.4134113712373	1383.2476254180601	1325.249531772575	2641.8949832775916	3833.2672240802676	1811.5216387959865	1551.9039799331103	3029.1010702341136	8292.933879598662
PWY0-1297	1927.0860691421253	2260.812867132867	1817.398881118881	1816.6273426573425	2423.97965034965	2006.2601374569094	2354.5496420368363	2210.5961971830984	7508.088810203882	2887.764081118881	3726.742768206441	3302.634448497981	3529.543393085787	3109.1230617157494	2640.4776125283165	3538.9356717817395	2107.821693095637	2336.0048227715947	2203.7960573229584	2343.5398995370824	2214.775082241702	2802.8232167832166	15492.78623713188	2583.6346405594404	1670.6697902097903	972.9934206638432	1647.2875272727272	3006.1238461538464	3011.8293706293707	1535.4412839160836	1246.2451748251747	3456.19958041958	8133.8740269477
PWY0-1298	3228.818973807383	3736.0833388773217	3195.7049045023605	3298.0331487199255	3517.3042574477267	3631.648450892943	3782.473368054498	3893.342450833385	7617.263539115725	4375.1270665460115	4434.865937108552	4327.616580973195	6651.074794679387	4575.332818404439	4309.172792738066	5305.925544093426	3589.890641245694	4189.227982616734	4377.703517396834	3896.589197298531	3800.570924454453	4702.35855132937	16009.80730865966	3203.9095367907153	2870.06639445266	1967.2116500628204	2208.734700045106	3863.4704123637916	4271.495363550163	2729.641761116953	3017.332290728413	4885.375958334905	7768.862202499025
PWY0-1319	18716.324812324936	19309.00982072829	20783.61035294118	18466.924733893557	18547.619624649862	16578.13820728291	16797.900476190487	20774.33736694678	12998.114952380949	23329.477731092444	21531.66018487394	17400.52434173669	25057.858985994393	24420.42342296919	23310.258901960788	22850.7731372549	19686.669462184876	22562.088425770322	23973.744095238108	11926.58155742297	13479.77317086835	16089.655417366946	22620.73091876751	14039.268560224089	14077.19630252101	11386.148901960785	15998.742481792719	12819.622963585436	21477.668128851557	15196.455193277314	17305.551266106442	17734.604296918773	13325.50049859944
PWY0-1338	159.29	145.14	133.29	156.0	388.14	126.71	196.0	115.86	1882.14	299.14	204.86	733.29	141.43	696.14	174.86	128.0	88.57	161.57	127.57	259.71	204.0	407.86	3515.14	476.29	413.14	98.29	94.86	433.57	691.71	153.29	113.0	347.86	2306.86
PWY0-1479	159.29	145.14	133.29	156.0	388.14	126.71	196.0	115.86	1882.14	299.14	204.86	733.29	141.43	696.14	174.86	128.0	88.57	161.57	127.57	259.71	204.0	407.86	3515.14	476.29	413.14	98.29	94.86	433.57	691.71	153.29	113.0	347.86	2306.86
PWY0-1533	217.37846153846155	205.71076923076924	189.48923076923077	192.0	503.9630769230769	176.04923076923077	257.6369230769231	162.69538461538463	2530.227692307693	395.2492307692308	284.1353846153846	902.5107692307693	174.0676923076923	885.0953846153845	243.52000000000004	207.17538461538462	137.72307692307692	215.68	177.52615384615387	363.12615384615384	274.05538461538464	541.7723076923078	4887.556923076923	637.0707692307693	537.6123076923077	152.56615384615387	147.52	580.3938461538462	915.3353846153847	232.56615384615384	187.48307692307694	492.5415384615385	3167.003076923077
PWY0-1586	34959.47026673327	35847.73353579754	39314.36416949716	35667.01786213786	36048.87366799867	32080.510131535135	33208.58965700967	38947.21414119214	32765.016725274723	42998.523609390606	41090.69494871794	35308.86853779554	54855.06151581751	45816.28790043289	46246.56315318018	44832.13768198467	38752.29232301031	44238.72413220115	43230.882000665995	21753.08016783217	24102.80767698968	28813.94153679654	56831.18670862471	27332.828959040962	29321.785719280717	23197.789578754582	27061.34813686314	25176.56158141858	44367.18268031968	28959.699126207117	32500.370199467194	37824.651032301015	34377.87389277389
PWY0-162	15673.148053363075	15944.348474100692	17528.309546711615	15103.739736717269	15697.739093120437	13258.509274092617	13673.05779028221	17005.998402388064	7792.589797125439	19045.39978905084	19045.900395201665	14292.03132822278	20174.78043612984	20616.741882595183	19816.900889216362	18490.260033761966	16437.981334076874	18876.652806734226	18990.788681820017	8413.9711888853	9807.755567089913	11339.268803141022	11355.927193063912	12247.052611328678	11567.4078102164	9143.023565495176	14175.324481811942	10520.162419809036	17342.402903831404	12370.994710676652	13752.166337306713	14764.324749989906	7735.703232165206
PWY0-166	391.6787878787879	350.13779904306216	319.4583732057416	398.733014354067	672.4095693779905	351.4826156299841	450.386283891547	293.067942583732	2387.6976076555025	558.5623604465709	446.5572567783094	1325.846889952153	384.93556618819775	1073.279744816587	540.7199362041467	646.2041467304625	271.04178628389155	412.50558213716107	278.4829346092504	574.4421052631578	502.89377990430626	801.386283891547	4493.9336523126	853.1212121212121	701.6494417862839	258.96044657097286	168.48708133971292	900.7920255183412	1135.6363636363637	458.61658692185006	250.3065390749601	735.5116427432217	2927.067623604466
PWY0-41	201.20842105263156	183.33473684210523	168.36631578947367	197.05263157894737	490.28210526315786	160.05473684210526	247.57894736842104	146.34947368421052	2377.44	377.8610526315789	258.7705263157895	926.2610526315789	178.6484210526316	879.3347368421051	220.87578947368422	161.68421052631578	111.8778947368421	204.08842105263156	161.14105263157893	328.0547368421052	257.6842105263158	515.1915789473684	4440.176842105263	601.6294736842106	521.8610526315789	124.15578947368421	119.82315789473684	547.6673684210526	873.738947368421	193.6294736842105	142.73684210526315	439.40210526315786	2913.9284210526316
PWY0-42	159.29	145.14	133.29	156.0	388.14	126.71	196.0	115.86	1882.14	299.14	204.86	733.29	141.43	696.14	174.86	128.0	88.57	161.57	127.57	259.71	204.0	407.86	3515.14	476.29	413.14	98.29	94.86	433.57	691.71	153.29	113.0	347.86	2306.86
PWY0-781	195.75397590361445	178.3648192771084	163.80216867469878	191.71084337349396	476.99132530120477	155.71590361445783	240.86746987951807	142.3821686746988	2312.991325301205	367.61783132530115	251.75566265060243	901.1515662650602	173.8055421686747	855.4973493975904	214.88819277108433	157.3012048192771	108.84506024096385	198.5559036144578	156.77277108433734	319.1616867469879	250.6987951807229	501.2255421686747	4319.810602409639	585.3202409638554	507.7142168674699	120.79012048192772	116.57493975903614	532.8209638554216	850.0532530120482	188.38048192771083	138.86746987951807	427.49060240963854	2834.936385542169
PWY0-845	202.73272727272726	184.72363636363633	169.64181818181817	198.54545454545453	493.9963636363636	161.2672727272727	249.45454545454544	147.45818181818183	2395.450909090909	380.72363636363633	260.7309090909091	933.2781818181818	180.00181818181818	885.9963636363636	222.54909090909092	162.9090909090909	112.72545454545454	205.63454545454545	162.36181818181817	330.53999999999996	259.6363636363636	519.0945454545455	4473.814545454546	606.1872727272728	525.8145454545454	125.09636363636365	120.7309090909091	551.8163636363636	880.3581818181818	195.09636363636363	143.8181818181818	442.7309090909091	2936.0036363636364
PWY0-862	10170.881266968327	10551.889547511311	12498.837149321269	11073.551029411765	9889.625056561086	8723.23564479638	10573.54564479638	11770.535361990951	10694.831029411764	10398.036787330317	13486.844219457013	9562.86020361991	19004.33850678733	10529.462036199095	14022.60149321267	12097.548122171944	12396.212002262442	12680.510395927602	8247.335090497738	2057.8190497737555	2497.9994796380092	2816.755554298642	14083.167217194568	7762.107726244344	7963.166911764706	6973.8345814479635	6602.5179977375565	6124.310633484163	11014.540248868778	7398.250045248869	8645.994773755656	13278.716572398189	9757.181199095023
PWY490-3	38.64	48.239999999999995	41.28	32.879999999999995	32.64	26.436	38.316	59.519999999999996	1148.1599999999999	57.635999999999996	59.316	117.63600000000001	25.44	54.635999999999996	37.68	60.276	43.44	32.315999999999995	59.04	54.239999999999995	48.12	70.32	2460.876	33.035999999999994	35.04	29.04	38.004	56.03999999999999	69.35999999999999	40.955999999999996	46.8	93.83999999999999	1310.076
PWY4FS-7	11550.039058404238	12171.828746454696	12141.555489065533	10767.917932228691	11378.2232619794	9667.158439170025	9547.117805642632	12483.39694152112	6541.465700291089	14931.786425399314	13432.56535516495	11454.071295081356	11536.321198910284	17261.658101059864	13495.45203578892	13931.141693200478	10969.4466429691	13326.588886662186	16102.608170697116	9327.695903381102	10303.18294234214	12821.706788028065	13819.167177974325	9548.633977571279	8323.41730094044	6592.133622033139	11493.63027093596	9037.441883975218	13665.60004116286	9919.700741341989	10940.775290304522	9691.265100164203	7639.519684729065
PWY4FS-8	11550.039058404236	12171.828746454694	12141.555489065531	10767.91793222869	11378.2232619794	9667.158439170023	9547.11780564263	12483.396941521118	6541.465700291088	14931.786425399312	13432.565355164948	11454.071295081354	11536.321198910284	17261.658101059864	13495.45203578892	13931.141693200476	10969.446642969098	13326.588886662184	16102.608170697116	9327.6959033811	10303.182942342139	12821.706788028063	13819.167177974321	9548.633977571275	8323.417300940439	6592.133622033139	11493.630270935959	9037.441883975216	13665.600041162856	9919.700741341989	10940.775290304522	9691.265100164203	7639.519684729063
PWYG-321	7191.967346938775	8128.163265306122	8967.477551020407	8137.934693877552	6743.779591836736	5623.910204081632	7709.755102040816	8227.542857142857	1832.8897959183673	4962.710204081633	12048.612244897959	7158.710204081633	17123.951020408163	8673.6	11862.17142857143	9509.044897959184	9611.191836734695	10590.832653061225	4165.371428571429	957.5510204081633	778.4326530612245	863.0938775510205	367.68979591836734	7017.379591836735	6702.1469387755105	6549.281632653062	5148.808163265307	5515.78775510204	9156.391836734694	6432.783673469388	7152.048979591837	13117.444897959183	1562.1061224489795
PYRIDNUCSAL-PWY	6744.568571428571	7273.115714285715	7934.332857142857	7725.528571428571	7021.049999999999	6864.072857142856	7342.297142857143	7969.769999999999	6663.844285714287	7303.208571428571	8201.732857142857	7222.795714285713	15743.172857142856	8754.967142857142	10375.327142857144	9733.16857142857	8668.344285714287	9997.397142857142	7913.437142857142	4391.747142857143	4468.960000000001	5461.394285714285	11890.318571428568	5426.751428571428	7007.162857142857	5909.511428571428	3980.7342857142858	5244.354285714286	10047.84	6247.301428571428	7440.675714285715	10128.797142857144	7131.451428571429
PYRIDNUCSYN-PWY	14038.929444444446	14172.162222222223	15818.760000000004	13717.229166666666	13952.222222222223	11812.079444444444	12223.46027777778	15371.494166666673	7905.530555555556	17264.130277777782	16599.56222222222	12954.804722222221	17687.521388888887	18427.04555555556	17586.609722222223	16506.334722222222	14860.34027777778	16853.90416666667	17339.99277777778	7492.03388888889	8793.88861111111	10408.405	12088.678888888891	10579.585833333336	10480.747777777775	8522.298333333332	12485.796944444444	9019.878333333334	16210.247777777779	11201.624444444446	12586.664444444443	12952.535833333333	8043.036388888889
PYRIDOXSYN-PWY	159.29	145.14	133.29	156.0	388.14	126.71	196.0	115.86	1882.14	299.14	204.86	733.29	141.43	696.14	174.86	128.0	88.57	161.57	127.57	259.71	204.0	407.86	3515.14	476.29	413.14	98.29	94.86	433.57	691.71	153.29	113.0	347.86	2306.86
