pathway	plate1_1136R_R_F_S5_week10_S57_L	plate1_1136R_RL_F_S5_week10_S58_	plate1_2518R_L_M_S5_week10_S61_L	plate1_2518R_R_M_S5_week10_S62_L	plate1_3752R_0_F_S5_week10_S59_L	plate1_3752R_L_F_S5_week10_S60_L	plate1_3893R_R_M_S5_week10_S63_L	plate1_3893R_RL_M_S5_week10_S64_	plate1_T1D_S5_defined_mouse_inoc	plate2_096R_0_M_S5_week9_S74_L00	plate2_1060R_L_M_S5_week9_S75_L0	plate2_1076R_0_M_S5_week9_S76_L0	plate2_1136R_0_F_S5_week9_S69_L0	plate2_2402R_0_F_S5_week9_S70_L0	plate2_2433R_0_F_S5_week9_S71_L0	plate2_2475R_0_M_S5_week9_S77_L0	plate2_2518R_0_M_S5_week9_S78_L0	plate2_3924R_L_F_S5_week9_S72_L0	plate2_3929R_0_F_S5_week9_S73_L0	plate3_096R_0_M_S5_week5_S4_L001	plate3_2402R_R_F_S5_Pellet_week9	plate3_2475R_RL_M_S5_Pellet_week	plate3_S5_defined_inocula_S87_L0	plate4_1060R_L_M_S5_week5_S12_L0	plate4_1076R_0_M_S5_week5_S13_L0	plate4_1136R_0_F_S5_week5_S14_L0	plate4_2402R_0_F_S5_week5_S15_L0	plate4_2402R_R_F_S5_week5_S16_L0	plate4_2475R_RL_M_S5_week5_S19_L	plate4_2518R_0_M_S5_week5_S20_L0	plate4_3924R_L_F_S5_week5_S21_L0	plate4_3929R_0_F_S5_week5_S22_L0	plate4_S5_defined_inocula_S87_L0
PWY-6630	2523.1513745476577	2718.4645371450424	2357.5188538086327	2665.2490697079215	5469.791635286835	2196.0832836672334	2082.176462073747	3174.6704570699662	9782.720898300537	4749.8049452889145	3441.438660068345	8060.52683189184	2540.84429364712	8942.867257409136	3039.1604718579515	2302.803804797028	1622.9039912855792	2826.0912790930374	2305.511480100995	3666.874135227385	3154.108135240331	5484.537337863783	17642.414474270034	5742.3232101650265	5248.106482576167	1678.3541429821794	1694.7723502731833	5265.710580603828	8494.53651831413	2556.640080156393	2000.6204033577853	5031.688480724575	10704.63198335779
PWY-6676	574.7459923627044	816.6185661167581	1136.701700819631	1301.411285014217	627.7828297546305	618.252266521395	1008.1656362094653	707.6782902575007	216.64895886486528	1018.2342600926618	0.0	1279.9638920177863	451.8363686278854	1238.3435058608875	1333.04310949218	1549.1785475005597	1284.4952178323415	1324.1272277531596	1663.3070658178467	654.8237853804144	845.1440241609309	1341.6112719490254	658.5100356379966	0.0	945.2226869815506	1409.008437422499	0.0	0.0	2738.6474432037894	1298.8420743575687	1451.2178670021747	177.16435159104526	416.0219438493471
PWY-6690	145.14	159.29	133.29	156.0	388.14	126.71	115.86	196.0	1882.14	299.14000000000004	204.86	733.2899999999998	141.43	696.14	174.86	128.0	88.57	161.56999999999996	127.57000000000001	259.71	204.0	407.86000000000007	3515.14	476.28999999999996	413.14	98.29000000000002	94.86	433.56999999999994	691.71	153.29	113.0	347.86	2306.86
PWY-6700	19242.844893157177	18659.12701850492	20818.086916021766	18414.134650313106	18580.977226277475	16413.81160770965	20626.33889210958	16764.723444156232	11826.66930847301	22874.330528175877	21928.3447037407	17290.800630311427	25504.60326413463	24352.715903452518	23646.108054718035	22769.258435089527	19822.37168290697	22785.31704462576	23400.505083285952	11292.6068640241	12803.026850730192	15114.829417638375	19978.250689783952	14201.512714430257	14233.548071143503	11498.895176820126	15910.804030171817	12757.739234408866	21517.331295275275	15165.362247505698	17189.611747142986	18159.260385825255	12145.268684846435
PWY-6703	14045.320050485312	13741.700250006154	15415.318502681936	13275.453141210988	13762.415559062627	11703.661166644577	15011.30233593457	12009.924008962149	6889.796597205442	16778.37504598165	16492.38603927604	12290.256621807257	17929.61161286555	18110.73402431442	17285.507651302123	16006.884584081517	14450.392634899279	16600.95886331125	16873.899790441967	7426.973776400967	8647.216239053814	10035.47530501363	9988.837238498725	10573.609660064238	10168.798106604787	8029.326027571638	12393.239956272246	9011.635826202686	15157.776318669741	10783.373810897143	12235.300647166827	12808.216602431676	6807.160347699934
PWY-6708	5408.041036722342	6025.9873499317455	7053.629049221707	6099.025953541013	6439.426008501151	6173.696614062405	6925.5536364718155	5770.884021605351	7965.599677275201	9163.31074202884	4602.643957161891	4870.487239991723	7632.503292870334	5368.787075776838	6718.430258523966	6744.4900722488155	6514.685439208164	6538.082003539673	8287.390136796059	3105.895796022527	3937.5110876776457	4298.504772590475	12495.160139618896	2695.730117145697	4127.749648291202	2628.7364316523076	3269.3098777207265	2524.4473464484154	5770.716351559477	3498.3474078771064	4442.833055958786	3697.83064862702	7616.009351048452
PWY-6731	11805.476769050041	11315.773354858244	12214.035050769839	10581.905766534568	11124.36548900672	9285.315418838602	12276.230605756538	9284.202757147983	4291.257581508232	14161.707204220165	13061.56444630213	10802.067711928643	9971.059542070305	16025.472816208407	13453.195819886338	13157.865445538679	10992.126827604505	13175.211528730699	15002.215989757611	7910.003336119003	8875.907944285591	10884.807176338634	8395.461966686047	9025.240352922336	8051.86037988774	6261.806170000095	9413.382743170096	8274.090618525071	12896.983234886868	9407.31198597612	10511.8633568007	9350.101460200987	5310.749578457126
PWY-6737	22806.046655600152	22146.620600414324	25176.84451389435	22451.8411973038	21970.691758333734	19714.599574753032	24931.508352822922	20712.53594920825	18023.601861313506	26768.31917721923	26222.443651594192	20648.812823351174	32655.316289563838	27548.58762887387	28354.869893040628	27271.258649587548	24373.6422471696	27176.03413153642	26401.320162037286	12103.470259361275	13703.779440554263	16170.831585764901	29683.139958439817	16356.404173320632	17147.938061673176	14084.026040172215	17758.183916360376	14638.974931821154	25700.1733557243	17627.906826302544	20191.028076332394	22661.8796707539	18021.690238458774
PWY-6749	5486.205140059399	5171.407018105551	5868.601492308758	5913.702600883444	5214.1410778782265	5094.692211497662	6061.984678041822	5550.284850580612	3359.0831231038887	5544.162815566318	5502.694883513729	5468.508022608487	10722.1348259445	6404.404139283991	7302.817883166447	7534.636772422997	6263.450398542585	7172.754383971469	5813.900847123179	2814.6992466570246	2884.173088764265	3785.8326580118014	5184.435803272764	3958.9625238465355	5093.4005652791075	4400.4859777826005	2936.994881224032	3815.156882257326	7641.887004952092	4823.666641702759	5531.879415201578	7116.327729301056	3478.974536180864
PWY-6823	274.19397369163346	296.7218083991272	250.0026042602625	287.21846752350456	672.462063478595	239.56780591221724	221.78025192524044	364.6984767362021	2988.491459279778	543.319583774059	390.99452463964496	1193.188053689811	273.8121144820089	1151.0255571243206	329.1662891626345	246.90582900177176	171.08900638718518	304.87033622499064	243.0569416494534	459.5080339813124	367.9874557117347	693.9743339695968	5638.481339997172	805.3573914898033	659.0246581165427	179.4100929475483	180.9474451680516	751.0820024814949	1129.09107872537	276.87718786249303	209.63574854901552	636.1100430747182	3519.0480461756733
PWY-6891	763.527918274927	973.4756386725853	739.9560023110314	788.3644505143894	1801.659512816222	789.6104899151104	780.4271621129382	1098.7190363398008	4467.112858925953	1456.295981808815	1200.6467190890153	3411.925872939595	919.8982326620741	3205.8415664104646	996.6859188180778	804.5495787159745	635.3215656058843	978.765653351957	952.0987338103582	1293.4707915726035	1105.3354013359976	1870.9717869128485	7777.5231898900865	2185.5498317036117	1864.8958206029577	563.814662968933	593.5016140717736	2005.1344476060851	3123.4869497491823	811.27375739048	677.8063713602616	1839.1185391814872	4974.3956846477095
PWY-6892	14548.98456417164	13876.936311031654	15415.270957067889	13375.217676533224	13445.734486650985	10795.373728558558	15016.331232675631	11865.339407453206	6290.557678640115	15593.189219179734	18207.962800272933	13604.213759836317	16880.187239293944	19788.217762487577	17790.40394633014	16414.089807472486	14504.747397141724	16943.447282316825	16096.051321361412	7555.667668932382	8503.054401257317	10480.582208160835	11771.256117307783	11905.65675747044	10355.463187791367	8981.378996323368	13328.457032339506	10130.759320938992	16737.3945603549	11807.42036130367	12975.005330506854	14257.49457507344	7078.506746697695
PWY-6895	3326.732080651098	4083.853626305258	3273.934476943587	3398.9484067758567	6636.637208841249	3343.1452486650983	3423.0523530794835	4407.233269339199	7843.148806301658	5900.809994312514	4997.986283974368	9738.679017564176	4036.169025483262	10776.243976189771	4307.590795138647	3544.9052180960102	2839.5260075604247	4218.2622866975325	4136.9712488663745	4416.959246837308	4127.813893196257	6263.224713140545	12853.963722815539	6934.850221022527	6212.206633895549	2370.125345146296	2620.572860345399	6211.142656011867	10025.40486245236	3370.4903407348384	2949.236056443943	6583.192168272708	8183.459960890095
PWY-6897	21130.90152270853	20796.948236878234	23426.95784873594	20321.719058568855	20728.524023855734	18017.174531320616	22907.55967681707	18424.541997430377	10927.980260540804	25590.757790776945	24379.999255246054	18520.169172782247	27475.53332155051	26557.221463907117	26088.963667268705	24482.82257951799	22092.688998834004	25042.773776241233	25724.59742739839	11632.473935631826	13110.664153961921	15806.006492760127	16828.618148549263	15380.294129069172	15248.115140583612	12158.887591781197	18079.29544810767	13197.955243745222	22842.784324560187	16179.043922871602	18473.83974741317	19011.17259794137	10772.12918178677
PWY-6901	10927.88009298225	10393.026234368552	11812.450986222462	11213.837612968364	10756.389624448657	10152.85983853656	11925.361309540976	10841.229931195749	10407.984380069345	11731.45460598135	12240.34055145107	10966.659288386698	20071.895464098412	12895.277211533066	14696.597928349525	14373.200715426066	12295.841039530298	13978.994059344675	11400.004977643535	5548.7555417915655	5942.816022020005	6748.15827076428	17726.642618076403	8302.15397070149	9601.79962390327	7637.017770144376	6556.80614867649	7810.061377117831	13611.600757583277	8834.423685381966	9955.361265270603	13524.740774854383	10648.041928556204
PWY-6969	19299.896191952797	18756.494248935087	20824.864570441223	18357.55628230262	18927.434174690192	16214.968011118168	20528.393630331142	16786.607550777335	12301.94360928819	22752.15026279946	22858.389983844405	17973.764214998188	25232.821621632436	25241.923198098935	24153.712502854305	22997.800878431502	20008.101046138974	23231.22730614656	23315.759410295446	10991.4676112716	12511.695925098005	14631.129114408997	20983.930991241406	14879.159934037898	14749.052875926785	11798.06961002031	16225.581521386726	13209.779119523024	22558.02609445374	15425.017283103954	17198.572394396288	18922.20087628634	12932.233467058375
PWY-7003	3450.0289321844984	3430.080913036002	3305.6155677068414	3399.6768234848328	4286.296617331206	3266.4747598433605	3218.1900343052025	3516.8460975977287	4383.661986151633	4846.930415680861	3166.433357035791	3751.7785268053262	5909.598886889506	4891.000148369035	3929.0937616617875	4280.51897983659	2841.812535072354	3816.9817555270156	4210.782435915585	3133.7753508285205	3316.671765646899	3713.2890466326485	7430.095806283314	2447.587816095981	4430.826543167431	2481.815894503982	1665.2321594979078	2632.887726766842	5913.257185549629	3138.345105415774	2635.328910306106	4538.08931521818	4773.714353772211
PWY-7013	1989.1610099018849	1961.2626956410954	1715.4527038105628	1930.6658105594581	2016.9662890931738	1873.4082826079307	1572.6052362857154	1961.601849406352	4117.679422174063	2116.8615679534755	2271.8223285363742	3037.2971168731538	2934.8197493670214	2215.6562655816747	2662.9724974275573	3601.448470202853	1598.255538289041	2089.982285372543	1851.8639049886226	2061.1658224157945	2183.5889877814834	2464.656104994758	9164.051233381602	2051.0917514719226	1894.7394263502565	1416.3980485363397	782.135233665628	2688.6618280098987	2768.856418924388	2226.416744058306	1235.8711208606555	2622.8815849219245	5233.582176599715
PWY-7090	24.42422361415484	28.898782972399143	23.942414947099923	18.95896955654724	16.967873910132813	28.4124954134322	26.42935373129455	19.456348968599237	87.23759699054925	36.39060614122399	0.0	27.863683299004403	26.453175605209502	0.0	15.476996418420141	9.491548943467834	13.481920048148801	13.98059698566115	17.472683801106907	0.0	15.947893438580927	0.0	76.56611243110893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.30425811860629
PWY-7094	520.0139263684067	556.7195285064953	475.47642536482005	547.0524646669832	1236.2088648234153	454.6790293415667	419.8479344590088	676.9633229731583	5306.7638251526	1008.5593864846819	708.4859242749785	2120.567334321953	529.2753358415396	2104.41284007897	619.3932000190143	471.0281091784971	326.44494616899055	576.0133061547572	467.0281804142189	856.5105538541516	697.3818572235359	1303.6596190414962	9983.76702710066	1419.371597068955	1268.4454577459048	347.18109899997773	332.7016603492407	1333.5920220046291	2121.3342287234505	529.0711519352369	400.6646735055318	1149.5531287960189	6377.9048345693855
PWY-7111	23684.361477826547	22245.024694235442	24020.104157061338	22484.882073494413	22437.153525384914	20653.092509935715	24759.824750203745	21100.07862928535	19354.179039113533	26924.026934386486	25636.35651497072	23256.31546867534	34044.29292333985	30830.618163515923	28704.12980156269	29143.370726385703	23391.10873110038	27826.15468193086	28381.278608159973	17453.488504879053	18547.640352102342	22793.847389219427	36465.993983872475	18153.74516356594	18794.889152753258	14648.117034463387	17722.126295850932	17862.339144848014	27769.909896604328	19419.971644122284	21786.593940989394	24821.425238849	20250.548801925404
PWY-7184	11052.752185105728	10628.184430081345	12023.374519382778	10804.962112343963	10927.033111928014	9347.733963324845	11669.458892875346	10045.852983713816	6098.814291819767	11909.901954302413	13849.951515873014	10935.923889976151	14314.698750761905	14266.54931935045	14693.75449780581	13794.205689838802	11986.710336113774	13877.036123885251	11934.994633202818	5886.512833495998	6364.996496754129	7496.88377622931	9777.683540889342	9067.410072618746	9047.328345869977	7131.945311025547	8092.984963956154	8133.382919306595	13717.499845704417	9136.975530867312	9933.903141860334	11419.584451196826	6810.958480151626
PWY-7196	14999.683915479392	14427.638007651434	16243.48981472232	14541.124103987528	14524.149178932325	12924.746330329732	16040.136477605964	13362.193623660822	7517.818705785386	17236.770503924457	17283.21766251986	13634.137623729732	21568.477309396974	18528.759957223916	19044.92646478755	18177.928893149874	15848.651294923053	18259.939786146948	17621.57787759434	8621.417925585944	9611.87197549381	11283.225448884688	12063.66837826013	11100.649327978284	11606.630863894386	9432.19262723275	11276.974658287827	10131.767154909214	17288.982130936343	11949.364417498165	13534.719201464613	15342.420723771123	8193.741665539002
PWY-7197	13652.567313764592	13140.36314943919	14531.297399243233	12678.437523531748	13228.852046722175	11025.104443835422	14162.369501045268	11452.144875124448	5482.657365366409	15472.650656347423	16511.955696321133	12519.263391016682	17744.975011591123	18439.895312410736	17183.884685496214	16030.6303923175	13863.81791901761	16433.001872572946	16040.603854862587	7817.63011511235	8772.447300472268	10359.884161736602	8829.86330958341	10992.687200948798	10339.205812172178	8290.996055629508	12148.919016806976	9649.468071181327	15660.320265536255	11077.971045284077	12166.293330074875	13492.195776350707	6053.229701059713
PWY-7198	2288.7186635168337	1654.603900795353	1834.4999015183953	1617.9826314007275	1964.2585233552431	1799.772901386961	2026.295843770545	1951.1073329284952	2954.1599288027633	2556.5299552244983	3633.822665652802	1148.642316889796	3656.0799227977755	1994.984050925957	2319.943065217214	2920.754574186795	1997.7010636915975	2153.27221993054	2236.658179856899	1667.58996419613	1724.8096099149216	1938.0185747552505	5893.405277080823	1611.1396051749227	857.7778469251637	877.1546949942018	1663.8488269652535	1903.0341363749303	1997.9863695331285	1163.7967001869995	1201.3221678760656	2509.427763053795	3504.1203502628273
PWY-7199	9176.819439589288	8942.595133093851	10453.087756300654	9707.701468689564	9251.155862140455	8738.691419570783	10238.430939162121	9365.826421014044	10945.839062159728	10467.722874843219	10729.921342963615	8909.287272414358	17690.40039033742	10092.956243443175	12581.303479620268	12034.004642987113	10818.340956116981	11832.541658493432	9938.82060573807	4325.132328166764	4868.447258733137	5403.047356756046	17973.564470594618	6509.273152772216	7894.7717240530465	6485.583286629022	5368.326753632922	6076.797377826826	11416.847704217946	7199.615259531871	8167.562703757795	11220.224514133875	10982.649193977944
PWY-7200	10380.25777746803	10167.999853027568	11536.792953821836	10277.351660645065	10363.180961711823	9137.66160152069	11244.306958272708	9549.322214813836	6771.771770881173	12089.466317433202	12211.319935500906	9816.817363356304	14403.899879878185	12487.987673474245	13380.915543351572	12695.813773355387	11216.275659473651	12695.493769604285	11758.008895347833	5186.526500978721	5905.1754962109435	6649.2597507042665	10866.722181108937	7766.60428042768	8125.211469706024	6439.431560844234	7333.328351453295	6967.4433455026365	12080.227069945144	8143.566081170815	9077.267911102415	10505.980580581576	7255.083670884498
PWY-7208	16480.444262862202	15963.485333615356	17768.721411068804	15809.973202566525	15876.723809116873	14121.083548263632	17659.478921794118	14403.321970730434	10578.923750802232	19583.85683847058	18669.169088364055	14950.63536545083	22115.389612061226	20874.35457622841	20242.642501218117	19645.079375941787	16954.064618392487	19502.77907337436	20100.664368337235	9937.535094949166	11212.268599733967	13305.712005941778	18141.99381433904	12173.16873501059	12238.17738833189	9909.925011331403	13564.101848988226	11062.075559823543	18521.657963371174	13064.573981091571	14768.095188112491	15683.075476895568	10873.918465814124
PWY-7209	575.6885277353539	863.077456154086	881.2653414468923	1032.1346041501997	558.8164342823459	622.3551762421101	1010.2642880480081	793.9159535908835	1731.014594505304	1031.542798592709	275.62191446651286	1579.8129198638924	659.419450882384	1184.6917627939126	1047.8737509654175	1391.716769625171	1051.3232656994317	1068.0466706508837	1410.362192861688	708.8206515256087	833.9192710170507	1245.1529171931209	4111.0710043504105	271.3807116389096	986.2419173275698	1012.4663274436163	187.40369647430757	331.0059763388489	2075.3777081026337	1054.9695518704048	1018.0874440994781	773.2467248269805	1468.5201280710983
PWY-7210	3020.8285953872996	2227.9370686991556	2467.112187303035	2171.3956178123117	2616.862224438907	2377.460076227643	2704.521638397355	2565.1347366127393	3343.646607926955	3390.7378896453974	4681.017992117997	1570.4027233770676	4609.2939308664	2708.5674684690625	3095.666688312509	3816.975768127683	2655.657516527286	2879.493484126628	2996.3066270500262	2162.046078583822	2255.7102496079997	2545.0973383401056	6404.669612726913	2147.691381886872	1173.013185076088	1182.4707514774095	2236.8221538757703	2477.24961198753	2675.5041526030304	1578.2847563941998	1633.155802158257	3229.640745612824	3921.3310132048887
PWY-7211	13418.30118917409	12954.44206474306	14518.112997526714	12885.825113187768	13144.046864761061	11276.190376633494	14208.443009019475	11842.725018445844	7324.642749502797	15083.718313156234	16243.672776742216	12748.783663759215	16228.557354129292	17353.919866512355	17084.1587464326	16228.760124612347	14080.344989596724	16287.39388794935	15222.757454973831	7456.2033043573465	8217.690328569961	9697.968488015118	11890.7835162666	10623.343051018252	10291.560279076584	8092.278076473848	10488.887479698324	9500.554963034881	15764.704062568257	10831.017129116124	11939.78196296516	12743.199282444333	7982.228283461269
PWY-7219	23098.428491784158	22099.294877439166	24411.605520162517	21801.71703272818	21940.073790753933	19666.607937284483	24559.58391182538	19969.658375053026	14047.916067403903	27269.8567286803	26004.068570871397	20635.497559051844	29463.96065949915	29267.844608504463	27879.253320012624	27383.628032843935	23345.07162195164	27054.64906763829	28376.52953290252	14624.373689459713	16328.322342243633	19466.04833825149	24928.21142949931	16984.985966712968	16929.536451348176	13672.407243111129	18873.85938497487	15729.131148210321	25599.6579364379	18220.28122673853	20711.068204012878	21846.44233708335	14613.495325554404
PWY-7220	15108.837851167877	14476.698941574134	16061.250947640594	14017.826600069058	14633.0925629212	12094.559908137417	15590.920741174023	12741.061923893716	5452.6279398271245	16712.08385453661	18650.96174467175	14001.489287160437	20075.968627909882	20369.59286175157	19155.630531020262	17669.67266784555	15382.970863821345	18217.53393799403	17078.989818823928	8348.80418269834	9282.01774582512	10983.096061693186	8481.362728390097	12472.364189368924	11567.970902292003	9222.435958703189	13289.784525275529	10857.377135317283	17308.765187575573	12196.286266169995	13349.542947798533	15483.114803212957	6238.150382675152
PWY-7221	21573.066865711047	20583.5940880838	22895.01896829889	20740.174360022207	20639.068977858115	18917.68414875959	23138.53288271472	19122.752663332052	14241.852906469217	25556.455322644884	23952.543183749247	19468.881562835242	30734.377534351504	27046.2541929791	26542.155182820065	26325.177129976528	22287.78763923989	25744.443034679574	26644.977117966435	14096.749095433826	15547.306418865308	18605.031782792405	25214.008484984835	15717.830161302867	16305.260096215809	13217.461942433632	16964.597041668345	14855.847862823151	24612.74182826502	17187.405145281282	19700.109928729566	21274.280468778976	14852.08429241177
PWY-7222	15108.837851167877	14476.698941574134	16061.250947640594	14017.826600069058	14633.0925629212	12094.559908137417	15590.920741174023	12741.061923893716	5452.6279398271245	16712.08385453661	18650.96174467175	14001.489287160437	20075.968627909882	20369.59286175157	19155.630531020262	17669.67266784555	15382.970863821345	18217.53393799403	17078.989818823928	8348.80418269834	9282.01774582512	10983.096061693186	8481.362728390097	12472.364189368924	11567.970902292003	9222.435958703189	13289.784525275529	10857.377135317283	17308.765187575573	12196.286266169995	13349.542947798533	15483.114803212957	6238.150382675152
PWY-7228	18035.84795615853	17263.415248713394	19174.970832648472	16970.977226319224	17415.561992575585	14971.551207888391	18897.248764069907	15509.472981866767	7910.158674101407	20505.849550487797	21314.744194897354	16520.686600595574	24678.493272505817	23643.108550891564	22617.16444532125	21424.537265558352	18480.2345154722	21689.456022340502	21121.42345942437	10603.216879516354	11759.880167277453	13955.026219527683	12727.693158186545	14151.314325584364	13779.740907746664	11022.114755184202	15167.08033966472	12727.034684570148	20625.97863097696	14478.067287058248	16149.913719339043	18208.12374318949	8819.266102638834
PWY-7229	20175.250694178405	19304.065605449723	21420.693152051983	18939.768461108124	19335.515046018907	16728.6771483386	21207.752982767237	17323.619923329952	10166.959440563302	23136.714278960455	23745.045376355214	18323.012990713145	26722.157973515386	26111.44469684517	24883.06464337926	23813.02295360599	20522.138287363363	23897.433199544543	23720.217356251247	11902.20200742415	13252.526846847753	15764.502836903332	16891.00914547859	15569.120748036923	15000.14143525637	12090.307098134212	16938.13791575011	14038.043952947553	22689.692557423066	16002.301984141524	17903.44533696159	19795.116894354724	11077.459042707047
PWY-7234	4271.615375971315	4777.089368438268	5458.519781772959	4842.3632453994815	5047.722801079362	4647.090166740529	5392.913216587153	4676.72843466161	8231.125666891721	7130.974884017512	3806.387823241335	5063.611913146248	4777.2085872899825	4416.750753162743	4797.860307704569	5318.294852044602	4725.07684948038	4347.044383150991	5644.681340715232	2335.425190399014	2949.7387985971554	3541.6779564485055	13639.726511640469	2783.0825142286467	3075.743897926147	1700.1700612451916	2652.3665305556415	2685.6165289988417	4540.192146265066	2692.307529498025	3032.9932758958935	2892.193809375281	8288.64682061783
PWY-7237	5023.8	4226.700000000001	4637.35	4955.1	4058.3000000000006	5280.459999999999	5436.950000000001	4727.56	3044.2	5246.01	2988.91	3661.1099999999997	9980.85	5318.11	5565.7	6013.81	4808.4	5991.110000000001	6743.9	5186.35	5180.599999999999	6474.5	6272.0599999999995	2644.66	4076.25	3201.2	2115.59	3384.0	4828.5	3976.16	5654.75	5165.75	2894.96
PWY-7242	11650.807828169174	10494.475155989574	11824.473725040763	11615.658644939433	10816.449992824691	10801.682548870676	12128.610389262556	11489.85334977325	14186.439204078102	11372.276623406935	13050.576803163876	11041.677282895494	24199.161720574084	13201.429371711536	15589.463058238	15319.948730348031	12665.102108343552	14862.169669702786	11799.42562544251	7557.940220347845	7587.121895331707	8936.107354672378	26273.008118802805	8932.963264545031	10523.382325744822	8349.64988572264	6292.270625667268	9162.040737694291	13834.379508857162	9521.287790798648	10831.40520241432	16040.712544783903	14873.546376231352
PWY-7254	9419.311373078734	8946.068279821664	10461.246638246392	9537.344418897172	9243.623365514622	8289.706950931168	9907.838867320073	8982.21926473155	5552.062034326637	9164.24125181261	11865.89432867562	8382.895347958505	17791.783075852065	11088.314134105009	13407.771382749619	11955.117792994055	10918.636056356956	12674.23035737591	9417.134226371203	3761.3782135527063	4137.368932491362	4112.221089197589	8425.02521704143	7239.934619818639	8413.375006143813	7018.654523339003	6038.359070608019	6330.081070138532	11844.499030624276	7784.78577051854	8674.055575637896	11996.33640631652	5989.748419201861
PWY-7294	1405.5963136328223	1518.5588076137233	1687.9579483251941	1699.7854592771052	2011.30011691415	1926.5127329895058	1657.1061946330553	1681.9811685945044	3550.2912065145674	2208.630803551537	1176.9134886188376	1788.3785584517575	3650.951090667923	2089.399884302229	2305.1901291914555	2220.558946000686	1795.1380590940923	2351.3605897769	2425.980541446342	1434.322468156059	1535.656321590046	1644.9927285252666	6294.439608018565	1145.6345636026022	2032.6439740623339	1215.9363522156232	604.77635432348	1198.6445311119328	2684.320185996479	1380.624191461258	1592.5187912473395	1918.3376822154037	4156.996355044653
PWY-7315	20858.638442332714	20522.994747265373	23323.485905487778	20939.20284337348	21198.17510246272	19475.52465635103	22991.680810056707	19289.511299644957	12954.324421401268	25595.087164685112	23066.26952965179	18680.441024096945	33526.58863349178	26098.275231543023	27481.601346417952	26066.450323917525	23143.472243738768	26664.963225139498	26699.842132049653	12524.122739635026	14216.39824315063	16305.225223581358	20216.7372959396	14751.573421435303	17040.54724630827	13474.106490477132	15892.03851636545	13394.962510814732	25019.99667810652	16732.446492553838	19462.399333113146	20838.85758431977	12696.227845129184
PWY-7316	87.84211339094291	69.21995200347996	82.55564400531195	0.0	85.17219995759694	65.22573863689534	65.24113526098809	53.258170435408495	681.8451403989984	87.86821640424687	103.80280350749054	0.0	0.0	91.85858266749426	91.86877693873058	160.89583607075963	93.16051051250005	54.6317138128817	66.60552632087818	140.60830376708697	74.50337391432208	128.86272308414362	1769.0997137742745	164.5447834114863	94.45612284246212	102.35053297724065	99.72310232197258	151.27920877909148	207.26063676203302	142.16025015580746	156.7737988784724	208.4694450822763	1035.3867988999355
PWY-7323	18649.844765225735	17896.93369211567	20557.997179350445	18790.471552618776	18262.327653037977	16784.1764789717	20224.259875460673	17677.261102494896	11167.20180816777	20576.026990009006	21916.105154135785	17211.192534214653	30553.680281300083	22206.802279276086	25060.988186832194	23622.334948555144	20863.701572340367	23886.462834241494	20925.90931984308	9928.516158240069	10899.275695463797	12535.521545202131	16249.525267348161	13726.062946536309	15570.319254889406	12406.548184665435	12519.466361262459	12599.802736624704	22529.033581372118	15033.542422116589	17113.086229120312	20987.01271681716	11249.684612873856
PWY-7328	10645.238423571878	10343.566730548771	10920.8234826805	9191.677020362988	10374.595682526387	8082.2793904863665	10848.845209056428	8017.835323965676	3942.367834326297	13318.737321732027	12465.04578342775	9952.486462662133	7900.818308876858	15604.683107780282	11875.844391826673	11534.11816570449	9502.99840709888	11614.79582307878	13916.135824038096	7233.354605169406	8230.532672972033	10032.771286456862	7790.947314928833	8758.347245623532	7104.762633734305	5278.030941603395	10234.579933292121	7742.730027005249	11600.571106546771	8430.712963883161	9146.770760964018	7911.762172058239	5004.357319006056
PWY-7371	1361.5000000000002	1578.5	1924.4999999999998	1596.5	1490.5000000000002	1596.5	1913.0000000000002	1520.0	3024.5	2561.4999999999995	1007.5	930.5	1452.4999999999998	754.0	1361.0000000000002	1503.5	1625.9999999999998	1287.5	2004.0000000000002	386.49999999999994	708.5	689.0	4192.5	309.49999999999994	582.5000000000001	387.5	822.0	215.5	776.5	602.5	906.0	352.0	2421.5
PWY-7373	485.0984930032293	555.4939729821731	486.29185091598225	579.6934156191032	553.6006815035673	555.689886600324	472.54684838160136	578.0333033938235	367.2120210368144	611.3755468732472	482.6548340529988	710.1285489756339	571.7845792556004	466.965909090909	739.9181545611599	966.4247330347918	483.3318996415771	556.4462280641892	400.1572181350713	338.5203110574533	478.9136963994934	513.9547564546862	764.7838171710935	296.0835212180406	384.9677486385163	261.94544459853176	171.50410984207127	239.14517848665727	540.152286390066	452.60519851305423	317.48812458808305	336.7990308942567	430.9410232278519
PWY-7374	1558.3248778608079	1779.1715742808428	2130.624001332942	1778.2044637190606	1681.288567565267	1800.1579419614102	2155.7341905230664	1732.0547473610266	3545.5280372832585	2862.9156492985326	1198.3160761703655	1084.810824236495	1705.3490037424995	887.6197003629625	1561.081000009686	1743.4794752880093	1839.8902101847275	1480.3314522386925	2265.728108139025	464.5015708372812	833.2947958800718	811.9576314128124	5009.8800177191415	373.21400374674556	674.8632612850646	451.32737422396883	952.9696285681005	263.5854038134334	906.0625592136937	697.3683305112445	1022.5202585375265	429.72780813922634	2860.1150255068724
