S_S5_He_108_v1v9_1	NADH-DEHYDROG-A-RXN
S_S5_He_108_v1v9_881	RXN0-6994
S_S5_He_108_v1v9_881	RXN0-7002
S_S5_He_108_v1v9_882	RXN0-5297
S_S5_He_108_v1v9_882	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_He_108_v1v9_882	RXN0-5295
S_S5_He_108_v1v9_882	RXN0-6994
S_S5_He_108_v1v9_882	RXN0-7002
S_S5_He_108_v1v9_883	RXN0-5297
S_S5_He_108_v1v9_883	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_He_108_v1v9_883	RXN0-5295
S_S5_He_108_v1v9_883	RXN0-6994
S_S5_He_108_v1v9_883	RXN0-7002
S_S5_He_108_v1v9_884	RXN0-5297
S_S5_He_108_v1v9_884	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_He_108_v1v9_884	RXN0-5295
S_S5_He_108_v1v9_884	RXN0-6994
S_S5_He_108_v1v9_884	RXN0-7002
S_S5_He_108_v1v9_885	RXN0-5297
S_S5_He_108_v1v9_885	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_He_108_v1v9_885	RXN0-5295
S_S5_He_108_v1v9_885	RXN0-6994
S_S5_He_108_v1v9_885	RXN0-7002
S_S5_He_108_v1v9_886	RXN0-5297
S_S5_He_108_v1v9_886	6-PHOSPHO-BETA-GLUCOSIDASE-RXN
S_S5_He_108_v1v9_886	RXN0-5295
S_S5_He_108_v1v9_886	RXN0-6994
S_S5_He_108_v1v9_886	RXN0-7002
S_S5_He_108_v1v9_887	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S5_He_108_v1v9_888	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S5_He_108_v1v9_889	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S5_He_108_v1v9_890	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S5_He_108_v1v9_891	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S5_He_108_v1v9_892	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S5_He_108_v1v9_893	ARYLSULFATE-SULFOTRANSFERASE-RXN
S_S5_He_108_v1v9_894	RXN-14160
S_S5_He_108_v1v9_894	RXN-14073
S_S5_He_108_v1v9_894	GLYCPDIESTER-RXN
S_S5_He_108_v1v9_894	RXN-14136
S_S5_He_108_v1v9_895	RXN-14160
S_S5_He_108_v1v9_895	RXN-14073
S_S5_He_108_v1v9_895	GLYCPDIESTER-RXN
S_S5_He_108_v1v9_895	RXN-14136
S_S5_He_108_v1v9_896	RXN-14160
S_S5_He_108_v1v9_896	RXN-14073
S_S5_He_108_v1v9_896	GLYCPDIESTER-RXN
S_S5_He_108_v1v9_896	RXN-14136
S_S5_He_108_v1v9_897	RXN-14160
S_S5_He_108_v1v9_897	RXN-14073
S_S5_He_108_v1v9_897	GLYCPDIESTER-RXN
S_S5_He_108_v1v9_897	RXN-14136
S_S5_He_108_v1v9_898	RXN-14160
S_S5_He_108_v1v9_898	RXN-14073
S_S5_He_108_v1v9_898	GLYCPDIESTER-RXN
S_S5_He_108_v1v9_898	RXN-14136
S_S5_He_108_v1v9_899	RXN-14160
S_S5_He_108_v1v9_899	RXN-14073
S_S5_He_108_v1v9_899	GLYCPDIESTER-RXN
S_S5_He_108_v1v9_899	RXN-14136
S_S5_He_108_v1v9_900	RXN-14160
S_S5_He_108_v1v9_900	RXN-14073
S_S5_He_108_v1v9_900	GLYCPDIESTER-RXN
S_S5_He_108_v1v9_900	RXN-14136
S_S5_He_108_v1v9_901	RXN-14160
S_S5_He_108_v1v9_901	RXN-14073
S_S5_He_108_v1v9_901	GLYCPDIESTER-RXN
S_S5_He_108_v1v9_901	RXN-14136
S_S5_He_108_v1v9_902	RIBOKIN-RXN
S_S5_He_108_v1v9_902	RXN-14223
S_S5_He_108_v1v9_903	RIBOKIN-RXN
S_S5_He_108_v1v9_903	RXN-14223
S_S5_He_108_v1v9_904	RIBOKIN-RXN
S_S5_He_108_v1v9_904	RXN-14223
S_S5_He_108_v1v9_905	RIBOKIN-RXN
S_S5_He_108_v1v9_905	RXN-14223
S_S5_He_108_v1v9_906	RIBOKIN-RXN
S_S5_He_108_v1v9_906	RXN-14223
S_S5_He_108_v1v9_907	RIBOKIN-RXN
S_S5_He_108_v1v9_907	RXN-14223
S_S5_He_108_v1v9_908	RIBOKIN-RXN
S_S5_He_108_v1v9_908	RXN-14223
S_S5_He_108_v1v9_909	RIBOKIN-RXN
S_S5_He_108_v1v9_909	RXN-14223
S_S5_He_108_v1v9_910	URA-PHOSPH-RXN
S_S5_He_108_v1v9_910	URPHOS-RXN
S_S5_He_108_v1v9_911	URA-PHOSPH-RXN
S_S5_He_108_v1v9_911	URPHOS-RXN
S_S5_He_108_v1v9_912	URA-PHOSPH-RXN
S_S5_He_108_v1v9_912	URPHOS-RXN
S_S5_He_108_v1v9_913	URA-PHOSPH-RXN
S_S5_He_108_v1v9_913	URPHOS-RXN
S_S5_He_108_v1v9_914	URA-PHOSPH-RXN
S_S5_He_108_v1v9_914	URPHOS-RXN
S_S5_He_108_v1v9_915	URA-PHOSPH-RXN
S_S5_He_108_v1v9_915	URPHOS-RXN
S_S5_He_108_v1v9_916	1.12.1.3-RXN
S_S5_He_108_v1v9_920	3.6.3.30-RXN
S_S5_He_108_v1v9_921	3.6.3.30-RXN
S_S5_He_108_v1v9_922	3.6.3.30-RXN
S_S5_He_108_v1v9_923	3.6.3.30-RXN
S_S5_He_108_v1v9_924	3.6.3.30-RXN
S_S5_He_108_v1v9_925	3.6.3.30-RXN
S_S5_He_108_v1v9_926	GLYOXI-RXN
S_S5_He_108_v1v9_927	GLYOXI-RXN
S_S5_He_108_v1v9_928	GLYOXI-RXN
S_S5_He_108_v1v9_929	GLYOXI-RXN
S_S5_He_108_v1v9_930	GLYOXI-RXN
S_S5_He_108_v1v9_935	DEOXYADENPHOSPHOR-RXN
S_S5_He_108_v1v9_935	RXN-7001
S_S5_He_108_v1v9_935	RXN-14029
S_S5_He_108_v1v9_935	XANTHOSINEPHOSPHORY-RXN
S_S5_He_108_v1v9_935	RXN-11715
S_S5_He_108_v1v9_935	RXN-11743
S_S5_He_108_v1v9_935	INOPHOSPHOR-RXN
S_S5_He_108_v1v9_935	PNP-RXN
S_S5_He_108_v1v9_935	DEOXYGUANPHOSPHOR-RXN
S_S5_He_108_v1v9_935	ADENPHOSPHOR-RXN
S_S5_He_108_v1v9_935	DEOXYINOPHOSPHOR-RXN
S_S5_He_108_v1v9_935	RXN0-5199
S_S5_He_108_v1v9_936	DEOXYADENPHOSPHOR-RXN
S_S5_He_108_v1v9_936	RXN-7001
S_S5_He_108_v1v9_936	RXN-14029
S_S5_He_108_v1v9_936	XANTHOSINEPHOSPHORY-RXN
S_S5_He_108_v1v9_936	RXN-11715
S_S5_He_108_v1v9_936	RXN-11743
S_S5_He_108_v1v9_936	INOPHOSPHOR-RXN
S_S5_He_108_v1v9_936	PNP-RXN
S_S5_He_108_v1v9_936	DEOXYGUANPHOSPHOR-RXN
S_S5_He_108_v1v9_936	ADENPHOSPHOR-RXN
S_S5_He_108_v1v9_936	DEOXYINOPHOSPHOR-RXN
S_S5_He_108_v1v9_936	RXN0-5199
S_S5_He_108_v1v9_937	DEOXYADENPHOSPHOR-RXN
S_S5_He_108_v1v9_937	RXN-7001
S_S5_He_108_v1v9_937	RXN-14029
S_S5_He_108_v1v9_937	XANTHOSINEPHOSPHORY-RXN
S_S5_He_108_v1v9_937	RXN-11715
S_S5_He_108_v1v9_937	RXN-11743
S_S5_He_108_v1v9_937	INOPHOSPHOR-RXN
S_S5_He_108_v1v9_937	PNP-RXN
S_S5_He_108_v1v9_937	DEOXYGUANPHOSPHOR-RXN
S_S5_He_108_v1v9_937	ADENPHOSPHOR-RXN
S_S5_He_108_v1v9_937	DEOXYINOPHOSPHOR-RXN
S_S5_He_108_v1v9_937	RXN0-5199
S_S5_He_108_v1v9_938	DEOXYADENPHOSPHOR-RXN
S_S5_He_108_v1v9_938	RXN-7001
S_S5_He_108_v1v9_938	RXN-14029
S_S5_He_108_v1v9_938	XANTHOSINEPHOSPHORY-RXN
S_S5_He_108_v1v9_938	RXN-11715
S_S5_He_108_v1v9_938	RXN-11743
S_S5_He_108_v1v9_938	INOPHOSPHOR-RXN
S_S5_He_108_v1v9_938	PNP-RXN
S_S5_He_108_v1v9_938	DEOXYGUANPHOSPHOR-RXN
S_S5_He_108_v1v9_938	ADENPHOSPHOR-RXN
S_S5_He_108_v1v9_938	DEOXYINOPHOSPHOR-RXN
S_S5_He_108_v1v9_938	RXN0-5199
S_S5_He_108_v1v9_939	DEOXYRIBOSE-P-ALD-RXN
S_S5_He_108_v1v9_940	DEOXYRIBOSE-P-ALD-RXN
S_S5_He_108_v1v9_941	DEOXYRIBOSE-P-ALD-RXN
S_S5_He_108_v1v9_942	DEOXYRIBOSE-P-ALD-RXN
S_S5_He_108_v1v9_943	DEOXYRIBOSE-P-ALD-RXN
S_S5_He_108_v1v9_944	FUCPALDOL-RXN
S_S5_He_108_v1v9_945	FUCPALDOL-RXN
S_S5_He_108_v1v9_946	RXN-11146
S_S5_He_108_v1v9_947	RXN-11146
S_S5_He_108_v1v9_948	RXN-11146
S_S5_He_108_v1v9_949	RXN-11146
S_S5_He_108_v1v9_950	3.2.1.10-RXN
S_S5_He_108_v1v9_951	3.2.1.10-RXN
S_S5_He_108_v1v9_952	3.2.1.10-RXN
S_S5_He_108_v1v9_953	3.2.1.24-RXN
S_S5_He_108_v1v9_954	3.2.1.24-RXN
S_S5_He_108_v1v9_955	3.2.1.24-RXN
S_S5_He_108_v1v9_956	3.2.1.24-RXN
S_S5_He_108_v1v9_957	3.2.1.24-RXN
S_S5_He_108_v1v9_958	RXN-14910
S_S5_He_108_v1v9_959	RXN-14910
S_S5_He_108_v1v9_960	RXN-14910
S_S5_He_108_v1v9_961	PURINE-NUCLEOSIDASE-RXN
S_S5_He_108_v1v9_961	RXN0-363
S_S5_He_108_v1v9_961	RXN0-366
S_S5_He_108_v1v9_962	PURINE-NUCLEOSIDASE-RXN
S_S5_He_108_v1v9_962	RXN0-363
S_S5_He_108_v1v9_962	RXN0-366
S_S5_He_108_v1v9_963	PURINE-NUCLEOSIDASE-RXN
S_S5_He_108_v1v9_963	RXN0-363
S_S5_He_108_v1v9_963	RXN0-366
S_S5_He_108_v1v9_964	PURINE-NUCLEOSIDASE-RXN
S_S5_He_108_v1v9_964	RXN0-363
S_S5_He_108_v1v9_964	RXN0-366
S_S5_He_108_v1v9_965	GDPPYPHOSKIN-RXN
S_S5_He_108_v1v9_965	GTPPYPHOSKIN-RXN
S_S5_He_108_v1v9_966	GDPPYPHOSKIN-RXN
S_S5_He_108_v1v9_966	GTPPYPHOSKIN-RXN
S_S5_He_108_v1v9_967	GDPPYPHOSKIN-RXN
S_S5_He_108_v1v9_967	GTPPYPHOSKIN-RXN
S_S5_He_108_v1v9_968	GDPPYPHOSKIN-RXN
S_S5_He_108_v1v9_968	GTPPYPHOSKIN-RXN
S_S5_He_108_v1v9_969	GDPPYPHOSKIN-RXN
S_S5_He_108_v1v9_969	GTPPYPHOSKIN-RXN
S_S5_He_108_v1v9_970	GDPPYPHOSKIN-RXN
S_S5_He_108_v1v9_970	GTPPYPHOSKIN-RXN
S_S5_He_108_v1v9_971	RXN-16009
S_S5_He_108_v1v9_972	RXN-16009
S_S5_He_108_v1v9_973	RXN-16009
S_S5_He_108_v1v9_974	RXN-16009
S_S5_He_108_v1v9_975	6PGLUCONOLACT-RXN
S_S5_He_108_v1v9_976	6PGLUCONOLACT-RXN
S_S5_He_108_v1v9_977	RXN-15289
S_S5_He_108_v1v9_977	BETA-GLUCURONID-RXN
S_S5_He_108_v1v9_977	RXN-15291
S_S5_He_108_v1v9_978	RXN-15289
S_S5_He_108_v1v9_978	BETA-GLUCURONID-RXN
S_S5_He_108_v1v9_978	RXN-15291
S_S5_He_108_v1v9_979	RXN-15289
S_S5_He_108_v1v9_979	BETA-GLUCURONID-RXN
S_S5_He_108_v1v9_979	RXN-15291
S_S5_He_108_v1v9_980	2.7.1.121-RXN
S_S5_He_108_v1v9_981	2.7.1.121-RXN
S_S5_He_108_v1v9_982	2.7.1.121-RXN
S_S5_He_108_v1v9_983	2.7.1.121-RXN
S_S5_He_108_v1v9_984	2.7.1.121-RXN
S_S5_He_108_v1v9_985	2.7.1.121-RXN
S_S5_He_108_v1v9_986	SUCCDIAMINOPIMDESUCC-RXN
S_S5_He_108_v1v9_987	SUCCDIAMINOPIMDESUCC-RXN
S_S5_He_108_v1v9_988	SUCCDIAMINOPIMDESUCC-RXN
S_S5_He_108_v1v9_989	SUCCDIAMINOPIMDESUCC-RXN
S_S5_He_108_v1v9_990	3.2.1.37-RXN
S_S5_He_108_v1v9_991	3.2.1.37-RXN
S_S5_He_108_v1v9_992	3.2.1.37-RXN
S_S5_He_108_v1v9_993	3.2.1.37-RXN
S_S5_He_108_v1v9_994	3.2.1.37-RXN
S_S5_He_108_v1v9_995	3.2.1.37-RXN
S_S5_He_108_v1v9_996	RXN-12174
S_S5_He_108_v1v9_997	RXN-12174
S_S5_He_108_v1v9_998	RXN-12174
S_S5_He_108_v1v9_999	RXN-12174
S_S5_He_108_v1v9_1000	RXN-7682
S_S5_He_108_v1v9_1000	RXN0-901
S_S5_He_108_v1v9_1001	RXN-7682
S_S5_He_108_v1v9_1001	RXN0-901
S_S5_He_108_v1v9_1002	RXN-7682
S_S5_He_108_v1v9_1002	RXN0-901
S_S5_He_108_v1v9_1003	CREATININASE-RXN
S_S5_He_108_v1v9_1004	CREATININASE-RXN
S_S5_He_108_v1v9_1005	SIROHEME-FERROCHELAT-RXN
S_S5_He_108_v1v9_1006	SIROHEME-FERROCHELAT-RXN
S_S5_He_108_v1v9_1007	SIROHEME-FERROCHELAT-RXN
S_S5_He_108_v1v9_1008	DIMETHUROPORDEHYDROG-RXN
S_S5_He_108_v1v9_1009	DIMETHUROPORDEHYDROG-RXN
S_S5_He_108_v1v9_1010	DIMETHUROPORDEHYDROG-RXN
S_S5_He_108_v1v9_1012	RXN-15127
S_S5_He_108_v1v9_1013	RXN-15127
S_S5_He_108_v1v9_1014	CHEBDEAMID-RXN
S_S5_He_108_v1v9_1015	CHEBDEAMID-RXN
S_S5_He_108_v1v9_1016	CHEBDEAMID-RXN
S_S5_He_108_v1v9_1017	XYLULOKIN-RXN
S_S5_He_108_v1v9_1018	XYLULOKIN-RXN
S_S5_He_108_v1v9_1019	XYLULOKIN-RXN
S_S5_He_108_v1v9_1020	QUERCITRINASE-RXN
S_S5_He_108_v1v9_1020	RXN-16250
S_S5_He_108_v1v9_1020	RXN-14574
S_S5_He_108_v1v9_1020	RXN-13788
S_S5_He_108_v1v9_1020	RXN-16249
S_S5_He_108_v1v9_1020	RXN-16248
S_S5_He_108_v1v9_1020	3.2.1.40-RXN
S_S5_He_108_v1v9_1021	QUERCITRINASE-RXN
S_S5_He_108_v1v9_1021	RXN-16250
S_S5_He_108_v1v9_1021	RXN-14574
S_S5_He_108_v1v9_1021	RXN-13788
S_S5_He_108_v1v9_1021	RXN-16249
S_S5_He_108_v1v9_1021	RXN-16248
S_S5_He_108_v1v9_1021	3.2.1.40-RXN
S_S5_He_108_v1v9_1022	QUERCITRINASE-RXN
S_S5_He_108_v1v9_1022	RXN-16250
S_S5_He_108_v1v9_1022	RXN-14574
S_S5_He_108_v1v9_1022	RXN-13788
S_S5_He_108_v1v9_1022	RXN-16249
S_S5_He_108_v1v9_1022	RXN-16248
S_S5_He_108_v1v9_1022	3.2.1.40-RXN
S_S5_He_108_v1v9_1023	QUERCITRINASE-RXN
S_S5_He_108_v1v9_1023	RXN-16250
S_S5_He_108_v1v9_1023	RXN-14574
S_S5_He_108_v1v9_1023	RXN-13788
S_S5_He_108_v1v9_1023	RXN-16249
S_S5_He_108_v1v9_1023	RXN-16248
S_S5_He_108_v1v9_1023	3.2.1.40-RXN
S_S5_He_108_v1v9_1024	3.4.13.9-RXN
S_S5_He_108_v1v9_1025	3.4.13.9-RXN
S_S5_He_108_v1v9_1026	3.4.13.9-RXN
S_S5_He_108_v1v9_1027	3.4.13.9-RXN
S_S5_He_108_v1v9_1028	3.4.13.9-RXN
S_S5_He_108_v1v9_1029	5.4.99.16-RXN
S_S5_He_108_v1v9_1030	5.4.99.16-RXN
S_S5_He_108_v1v9_1031	5.4.99.16-RXN
S_S5_He_108_v1v9_1032	ALTRODEHYDRAT-RXN
S_S5_He_108_v1v9_1033	ALTRODEHYDRAT-RXN
S_S5_He_108_v1v9_1034	ALTRODEHYDRAT-RXN
S_S5_He_108_v1v9_1036	OROTATE-REDUCTASE-NADH-RXN
S_S5_He_108_v1v9_1037	3.2.1.55-RXN
S_S5_He_108_v1v9_1038	3.2.1.55-RXN
S_S5_He_108_v1v9_1039	3.2.1.55-RXN
S_S5_He_108_v1v9_1040	3.2.1.55-RXN
S_S5_He_108_v1v9_1041	3.2.1.55-RXN
S_S5_He_108_v1v9_1042	DTDPDEHYDRHAMEPIM-RXN
S_S5_He_108_v1v9_1043	DTDPDEHYDRHAMEPIM-RXN
S_S5_He_108_v1v9_1044	DTDPDEHYDRHAMEPIM-RXN
S_S5_He_108_v1v9_1045	BETA-PHOSPHOGLUCOMUTASE-RXN
S_S5_He_108_v1v9_1046	ABC-24-RXN
S_S5_He_108_v1v9_1046	3.6.3.31-RXN
S_S5_He_108_v1v9_1046	ABC-25-RXN
S_S5_He_108_v1v9_1047	ABC-24-RXN
S_S5_He_108_v1v9_1047	3.6.3.31-RXN
S_S5_He_108_v1v9_1047	ABC-25-RXN
S_S5_He_108_v1v9_1048	ABC-24-RXN
S_S5_He_108_v1v9_1048	3.6.3.31-RXN
S_S5_He_108_v1v9_1048	ABC-25-RXN
S_S5_He_108_v1v9_1049	ABC-24-RXN
S_S5_He_108_v1v9_1049	3.6.3.31-RXN
S_S5_He_108_v1v9_1049	ABC-25-RXN
S_S5_He_108_v1v9_1055	RXN0-2605
S_S5_He_108_v1v9_1056	RXN0-2605
S_S5_He_108_v1v9_1057	RXN0-2605
S_S5_He_108_v1v9_1058	RXN0-2605
S_S5_He_108_v1v9_1059	RXN0-2605
S_S5_He_108_v1v9_1060	RXN0-2605
S_S5_He_108_v1v9_1061	RXN-7644
S_S5_He_108_v1v9_1061	L-IDITOL-2-DEHYDROGENASE-RXN
S_S5_He_108_v1v9_1062	RXN-7644
S_S5_He_108_v1v9_1062	L-IDITOL-2-DEHYDROGENASE-RXN
S_S5_He_108_v1v9_1063	2.4.1.230-RXN
S_S5_He_108_v1v9_1063	RXN-15358
S_S5_He_108_v1v9_1064	2.4.1.230-RXN
S_S5_He_108_v1v9_1064	RXN-15358
S_S5_He_108_v1v9_1065	2.4.1.230-RXN
S_S5_He_108_v1v9_1065	RXN-15358
S_S5_He_108_v1v9_1066	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
S_S5_He_108_v1v9_1067	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
S_S5_He_108_v1v9_1068	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
S_S5_He_108_v1v9_1069	3.6.3.3-RXN
S_S5_He_108_v1v9_1070	3.6.3.3-RXN
S_S5_He_108_v1v9_1071	3.6.3.3-RXN
S_S5_He_108_v1v9_1072	RNA-LIGASE-ATP-RXN
S_S5_He_108_v1v9_1073	RNA-LIGASE-ATP-RXN
S_S5_He_108_v1v9_1074	RNA-LIGASE-ATP-RXN
S_S5_He_108_v1v9_1075	ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN
S_S5_He_108_v1v9_1076	ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN
S_S5_He_108_v1v9_1077	ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN
S_S5_He_108_v1v9_1078	CYTIDEAM2-RXN
S_S5_He_108_v1v9_1078	CYTIDEAM-RXN
S_S5_He_108_v1v9_1079	CYTIDEAM2-RXN
S_S5_He_108_v1v9_1079	CYTIDEAM-RXN
S_S5_He_108_v1v9_1080	CYTIDEAM2-RXN
S_S5_He_108_v1v9_1080	CYTIDEAM-RXN
S_S5_He_108_v1v9_1081	RHAMNULOKIN-RXN
S_S5_He_108_v1v9_1082	RHAMNULOKIN-RXN
S_S5_He_108_v1v9_1083	RXN-12402
S_S5_He_108_v1v9_1083	RXN0-5001
S_S5_He_108_v1v9_1084	RXN-12402
S_S5_He_108_v1v9_1084	RXN0-5001
S_S5_He_108_v1v9_1085	RXN-12402
S_S5_He_108_v1v9_1085	RXN0-5001
S_S5_He_108_v1v9_1086	RXN0-5205
S_S5_He_108_v1v9_1087	RXN0-5205
S_S5_He_108_v1v9_1088	RXN0-5205
S_S5_He_108_v1v9_1089	3.2.1.25-RXN
S_S5_He_108_v1v9_1090	3.2.1.25-RXN
S_S5_He_108_v1v9_1091	RIBULPEPIM-RXN
S_S5_He_108_v1v9_1092	RIBULPEPIM-RXN
S_S5_He_108_v1v9_1093	LXULRU5P-RXN
S_S5_He_108_v1v9_1094	GLYCEROL-KIN-RXN
S_S5_He_108_v1v9_1095	GLYCEROL-KIN-RXN
S_S5_He_108_v1v9_1096	5.4.2.10-RXN
S_S5_He_108_v1v9_1097	5.4.2.10-RXN
S_S5_He_108_v1v9_1098	GALPMUT-RXN
S_S5_He_108_v1v9_1099	GALPMUT-RXN
S_S5_He_108_v1v9_1100	GALPMUT-RXN
S_S5_He_108_v1v9_1101	GALPMUT-RXN
S_S5_He_108_v1v9_1102	GALPMUT-RXN
S_S5_He_108_v1v9_1103	RXN-16602
S_S5_He_108_v1v9_1103	2.4.1.83-RXN
S_S5_He_108_v1v9_1104	3.6.3.40-RXN
S_S5_He_108_v1v9_1105	3.6.3.40-RXN
S_S5_He_108_v1v9_1106	PHOSMANMUT-RXN
S_S5_He_108_v1v9_1107	PHOSMANMUT-RXN
S_S5_He_108_v1v9_1108	ADENINE-DEAMINASE-RXN
S_S5_He_108_v1v9_1109	RXN-15261
S_S5_He_108_v1v9_1109	GUANINE-DEAMINASE-RXN
S_S5_He_108_v1v9_1110	PHOSPHATE-BUTYRYLTRANSFERASE-RXN
S_S5_He_108_v1v9_1111	3.4.21.107-RXN
S_S5_He_108_v1v9_1112	3.4.21.107-RXN
S_S5_He_108_v1v9_1113	CHOLINE-SULFATASE-RXN
S_S5_He_108_v1v9_1114	CHOLINE-SULFATASE-RXN
S_S5_He_108_v1v9_1115	CHOLINE-SULFATASE-RXN
S_S5_He_108_v1v9_1116	BUTYRATE-KINASE-RXN
S_S5_He_108_v1v9_1117	RXN-12280
S_S5_He_108_v1v9_1117	RXN-14380
S_S5_He_108_v1v9_1117	3.2.1.68-RXN
S_S5_He_108_v1v9_1117	RXN-4301
S_S5_He_108_v1v9_1118	RXN-12280
S_S5_He_108_v1v9_1118	RXN-14380
S_S5_He_108_v1v9_1118	3.2.1.68-RXN
S_S5_He_108_v1v9_1118	RXN-4301
S_S5_He_108_v1v9_1119	RIB5PISOM-RXN
S_S5_He_108_v1v9_1120	RIB5PISOM-RXN
S_S5_He_108_v1v9_1121	RIB5PISOM-RXN
S_S5_He_108_v1v9_1122	RXN-1461
S_S5_He_108_v1v9_1122	RXN-9985
S_S5_He_108_v1v9_1123	RXN-1461
S_S5_He_108_v1v9_1123	RXN-9985
S_S5_He_108_v1v9_1124	RXN-1461
S_S5_He_108_v1v9_1124	RXN-9985
S_S5_He_108_v1v9_1125	RXN-1461
S_S5_He_108_v1v9_1125	RXN-9985
S_S5_He_108_v1v9_1126	TRE6PHYDRO-RXN
S_S5_He_108_v1v9_1127	TRE6PHYDRO-RXN
S_S5_He_108_v1v9_1128	3.2.1.139-RXN
S_S5_He_108_v1v9_1128	RXN-14370
S_S5_He_108_v1v9_1129	GLUCONATE-5-DEHYDROGENASE-RXN
S_S5_He_108_v1v9_1130	DEPHOSPHOCOAKIN-RXN
S_S5_He_108_v1v9_1131	DEPHOSPHOCOAKIN-RXN
S_S5_He_108_v1v9_1132	MANNONOXIDOREDUCT-RXN
S_S5_He_108_v1v9_1133	MANNONOXIDOREDUCT-RXN
S_S5_He_108_v1v9_1134	MANNONOXIDOREDUCT-RXN
S_S5_He_108_v1v9_1135	3.2.2.21-RXN
S_S5_He_108_v1v9_1136	3.2.2.21-RXN
S_S5_He_108_v1v9_1137	3.2.2.21-RXN
S_S5_He_108_v1v9_1138	3.2.2.21-RXN
S_S5_He_108_v1v9_1139	HYALURONATE-LYASE-RXN
S_S5_He_108_v1v9_1140	HYALURONATE-LYASE-RXN
S_S5_He_108_v1v9_1141	HYALURONATE-LYASE-RXN
S_S5_He_108_v1v9_1142	BTUR2-RXN
S_S5_He_108_v1v9_1142	COBALADENOSYLTRANS-RXN
S_S5_He_108_v1v9_1142	R344-RXN
S_S5_He_108_v1v9_1143	BTUR2-RXN
S_S5_He_108_v1v9_1143	COBALADENOSYLTRANS-RXN
S_S5_He_108_v1v9_1143	R344-RXN
S_S5_He_108_v1v9_1144	L-LACTATE-DEHYDROGENASE-RXN
S_S5_He_108_v1v9_1145	L-LACTATE-DEHYDROGENASE-RXN
S_S5_He_108_v1v9_1146	RXN-13671
S_S5_He_108_v1v9_1146	ACETALD-DEHYDROG-RXN
S_S5_He_108_v1v9_1147	RXN-13671
S_S5_He_108_v1v9_1147	ACETALD-DEHYDROG-RXN
S_S5_He_108_v1v9_1148	URIDINEKIN-RXN
S_S5_He_108_v1v9_1148	CYTIKIN-RXN
S_S5_He_108_v1v9_1148	URKI-RXN
S_S5_He_108_v1v9_1148	CYTIDINEKIN-RXN
S_S5_He_108_v1v9_1149	URIDINEKIN-RXN
S_S5_He_108_v1v9_1149	CYTIKIN-RXN
S_S5_He_108_v1v9_1149	URKI-RXN
S_S5_He_108_v1v9_1149	CYTIDINEKIN-RXN
S_S5_He_108_v1v9_1150	CARBAMATE-KINASE-RXN
S_S5_He_108_v1v9_1151	CARBAMATE-KINASE-RXN
S_S5_He_108_v1v9_1152	3.1.26.11-RXN
S_S5_He_108_v1v9_1153	3.1.26.11-RXN
S_S5_He_108_v1v9_1154	RXN0-6254
S_S5_He_108_v1v9_1155	RXN0-6254
S_S5_He_108_v1v9_1156	RXN-8141
S_S5_He_108_v1v9_1157	RXN-8141
S_S5_He_108_v1v9_1158	KDPGALDOL-RXN
S_S5_He_108_v1v9_1159	KDPGALDOL-RXN
S_S5_He_108_v1v9_1160	CHER-RXN
S_S5_He_108_v1v9_1161	CHER-RXN
S_S5_He_108_v1v9_1162	CHER-RXN
S_S5_He_108_v1v9_1163	DEOXYGLUCONOKIN-RXN
S_S5_He_108_v1v9_1164	DEOXYGLUCONOKIN-RXN
S_S5_He_108_v1v9_1165	MCPMETEST-RXN
S_S5_He_108_v1v9_1166	MCPMETEST-RXN
S_S5_He_108_v1v9_1167	MCPMETEST-RXN
S_S5_He_108_v1v9_1168	ADENODEAMIN-RXN
S_S5_He_108_v1v9_1168	ADDALT-RXN
S_S5_He_108_v1v9_1169	ADENODEAMIN-RXN
S_S5_He_108_v1v9_1169	ADDALT-RXN
S_S5_He_108_v1v9_1176	RXN-11217
S_S5_He_108_v1v9_1176	RXN-11211
S_S5_He_108_v1v9_1176	DIHYDROPYRIMIDINASE-RXN
S_S5_He_108_v1v9_1177	RXN-11217
S_S5_He_108_v1v9_1177	RXN-11211
S_S5_He_108_v1v9_1177	DIHYDROPYRIMIDINASE-RXN
S_S5_He_108_v1v9_1178	RXN0-4641
S_S5_He_108_v1v9_1179	RXN0-4641
S_S5_He_108_v1v9_1180	RXN0-4641
S_S5_He_108_v1v9_1181	PNKIN-RXN
S_S5_He_108_v1v9_1181	PYRAMKIN-RXN
