S_NS1_Pm_023_v1v9_1	NADH-DEHYDROG-A-RXN
S_NS1_Pm_023_v1v9_892	PHOSPHOLIPASE-A1-RXN
S_NS1_Pm_023_v1v9_892	RXN-12430
S_NS1_Pm_023_v1v9_893	RXN-16138
S_NS1_Pm_023_v1v9_893	RXN-15068
S_NS1_Pm_023_v1v9_893	RXN-15067
S_NS1_Pm_023_v1v9_893	RXN-1501
S_NS1_Pm_023_v1v9_893	RXN0-6725
S_NS1_Pm_023_v1v9_893	RXN-15065
S_NS1_Pm_023_v1v9_893	PHOSPHOLIPASE-A2-RXN
S_NS1_Pm_023_v1v9_893	RXN-16139
S_NS1_Pm_023_v1v9_894	2-METHYLCITRATE-SYNTHASE-RXN
S_NS1_Pm_023_v1v9_896	3.4.15.5-RXN
S_NS1_Pm_023_v1v9_897	3.4.15.5-RXN
S_NS1_Pm_023_v1v9_898	XYLISOM-RXN
S_NS1_Pm_023_v1v9_898	GLUCISOM-RXN
S_NS1_Pm_023_v1v9_899	AMP-NUCLEOSID-RXN
S_NS1_Pm_023_v1v9_900	2.1.3.9-RXN
S_NS1_Pm_023_v1v9_901	KDO-8PPHOSPHAT-RXN
S_NS1_Pm_023_v1v9_902	3.6.3.32-RXN
S_NS1_Pm_023_v1v9_902	RXN-8638
S_NS1_Pm_023_v1v9_903	RXN-14347
S_NS1_Pm_023_v1v9_904	LYSINE-23-AMINOMUTASE-RXN
S_NS1_Pm_023_v1v9_905	GALACTARDEHYDRA-RXN
S_NS1_Pm_023_v1v9_906	ERYTHRON4PDEHYDROG-RXN
S_NS1_Pm_023_v1v9_907	3.2.1.99-RXN
S_NS1_Pm_023_v1v9_908	3.2.1.99-RXN
S_NS1_Pm_023_v1v9_909	3.4.14.5-RXN
S_NS1_Pm_023_v1v9_910	3.4.14.5-RXN
S_NS1_Pm_023_v1v9_911	3.4.14.5-RXN
S_NS1_Pm_023_v1v9_912	HISTIDINE-AMMONIA-LYASE-RXN
S_NS1_Pm_023_v1v9_913	3.4.24.71-RXN
S_NS1_Pm_023_v1v9_914	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
S_NS1_Pm_023_v1v9_915	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
S_NS1_Pm_023_v1v9_916	RXN-13589
S_NS1_Pm_023_v1v9_917	TRANS-RXN-214
S_NS1_Pm_023_v1v9_918	TRANS-RXN-214
S_NS1_Pm_023_v1v9_919	TRANS-RXN-214
S_NS1_Pm_023_v1v9_920	TRANS-RXN-214
S_NS1_Pm_023_v1v9_921	TRANS-RXN-214
S_NS1_Pm_023_v1v9_922	TRANS-RXN-214
S_NS1_Pm_023_v1v9_923	RXN-9024
S_NS1_Pm_023_v1v9_923	3.2.1.3-RXN
S_NS1_Pm_023_v1v9_924	RXN-7668
S_NS1_Pm_023_v1v9_925	RXN-7668
S_NS1_Pm_023_v1v9_926	RXN-7668
S_NS1_Pm_023_v1v9_927	MALTOSE-PHOSPHORYLASE-RXN
S_NS1_Pm_023_v1v9_928	MALTOSE-PHOSPHORYLASE-RXN
S_NS1_Pm_023_v1v9_929	PYRUVATE-CARBOXYLASE-RXN
S_NS1_Pm_023_v1v9_930	PYRUVATE-CARBOXYLASE-RXN
S_NS1_Pm_023_v1v9_931	PYRUVATE-CARBOXYLASE-RXN
S_NS1_Pm_023_v1v9_932	RXN-13269
S_NS1_Pm_023_v1v9_933	ACETYL-COA-HYDROLASE-RXN
S_NS1_Pm_023_v1v9_934	AMINOBENZCOALIG-RXN
S_NS1_Pm_023_v1v9_935	RXN-13729
S_NS1_Pm_023_v1v9_935	SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN
S_NS1_Pm_023_v1v9_936	RXN-7743
S_NS1_Pm_023_v1v9_937	3.4.14.4-RXN
S_NS1_Pm_023_v1v9_938	RXN-9778
S_NS1_Pm_023_v1v9_939	PROGESTERONE-5-ALPHA-REDUCTASE-RXN
S_NS1_Pm_023_v1v9_939	CORTISONE-ALPHA-REDUCTASE-RXN
S_NS1_Pm_023_v1v9_939	RXN66-343
S_NS1_Pm_023_v1v9_939	1.3.99.5-RXN
S_NS1_Pm_023_v1v9_939	CHOLESTENONE-5-ALPHA-REDUCTASE-RXN
S_NS1_Pm_023_v1v9_940	PHOSPHOENOLPYRUVATE-MUTASE-RXN
S_NS1_Pm_023_v1v9_942	RXN66-579
S_NS1_Pm_023_v1v9_942	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN
S_NS1_Pm_023_v1v9_943	FMNREDUCT-RXN
S_NS1_Pm_023_v1v9_944	IMIDAZOLONEPROPIONASE-RXN
S_NS1_Pm_023_v1v9_945	4.3.1.4-RXN
S_NS1_Pm_023_v1v9_946	GLUTAMATE-FORMIMINOTRANSFERASE-RXN
S_NS1_Pm_023_v1v9_947	UROCANATE-HYDRATASE-RXN
S_NS1_Pm_023_v1v9_948	4.2.1.41-RXN
S_NS1_Pm_023_v1v9_949	4.2.1.41-RXN
S_NS1_Pm_023_v1v9_950	1.1.1.136-RXN
S_NS1_Pm_023_v1v9_951	1.1.1.136-RXN
S_NS1_Pm_023_v1v9_952	ARGINASE-RXN
S_NS1_Pm_023_v1v9_952	RXN-34
S_NS1_Pm_023_v1v9_954	1.2.4.4-RXN
S_NS1_Pm_023_v1v9_954	KETOISOCAPROATE-RXN
S_NS1_Pm_023_v1v9_954	METHYLVALERATE-RXN
S_NS1_Pm_023_v1v9_955	D-LYXOSE-KETOL-ISOMERASE-RXN
S_NS1_Pm_023_v1v9_956	4.1.1.83-RXN
S_NS1_Pm_023_v1v9_957	3.4.21.50-RXN
S_NS1_Pm_023_v1v9_958	3.4.21.50-RXN
S_NS1_Pm_023_v1v9_959	3.4.21.50-RXN
S_NS1_Pm_023_v1v9_960	3.4.21.50-RXN
S_NS1_Pm_023_v1v9_962	PROTOPORGENOXI-RXN
S_NS1_Pm_023_v1v9_963	GLYCOLATE-REDUCTASE-RXN
S_NS1_Pm_023_v1v9_964	ORNITHINE-GLU-AMINOTRANSFORASE-RXN
S_NS1_Pm_023_v1v9_964	ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN
S_NS1_Pm_023_v1v9_965	R17-RXN
S_NS1_Pm_023_v1v9_966	6-METHYLSALICYLATE-DECARBOXYLASE-RXN
S_NS1_Pm_023_v1v9_967	3.4.14.12-RXN
