Pathways	Object ID	Ontology - pathway type	Key-Reactions	Reaction-List	EC-Number
PWY-7527	PWY-7527	Super-Pathways // Amino-Acid-Biosynthesis	5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	PWY-4361 // PWY-6756 // BSUBPOLYAMSYN-PWY // SAM-PWY	
PWY-7290	PWY-7290	Glycan-Pathways // Cell-Structure-Biosynthesis // Carbohydrates-Biosynthesis	RXN-14563	RXN-22037 // TRANS-RXN-436 // GLCNACPTRANS-RXN // RXN-14572 // RXN-14560 // RXN-14561 // RXN-14562 // RXN-14563	EC-2.4.99.27 // EC-7.5.99.a // EC-2.7.8.33 // EC-5.1.3.26 // EC-2.4.1.306 // EC-2.4.1.122 // EC-2.4.1.308 // EC-2.4.1.309
HCAMHPDEG-PWY	HCAMHPDEG-PWY	AROMATIC-COMPOUNDS-DEGRADATION	HCAMULTI-RXN	HCAMULTI-RXN // PHENPRODIOLDEHYDROG-RXN // MHPHYDROXY-RXN // 1.13.11.16-RXN // MHPCHYDROL-RXN	EC-1.14.12.19 // EC-1.3.1.87 // EC-1.14.13.127 // EC-1.13.11.16 // EC-3.7.1.14
PWY-6670	PWY-6670	SECONDARY-METABOLITE-DEGRADATION	RXN-11915	RXN-11915 // RXN-11914 // RXN-11913 // RXN-11912	EC-1.3.8 // EC-6.2.1 // EC-1.1.99
PWY-6947	PWY-6947	Fatty-Acid-and-Lipid-Degradation // Super-Pathways		PWY-6946 // PWY-6944	
PWY-8374	PWY-8374	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-23194 // RXN-23207 // RXN-23205 // RXN-23206 // RXN-23204 // RXN-23203 // RXN-23202 // RXN-23201 // RXN-23200 // RXN-23199 // RXN-23197 // RXN-23196 // RXN-23195	EC-2.3.1.M107 // EC-1.1.1 // EC-1.3.1.129 // EC-2.1.2 // EC-6.2.1 // EC-6.2.1.70 // EC-1.14.13
PWY-8393	PWY-8393	Alcohol-Degradation // Carbohydrates-Degradation	D-XYLULOSE-REDUCTASE-RXN	RXN-23376 // RXN-23378	EC-2.7.1 // EC-1.1.1.301
POLYISOPRENSYN-PWY	POLYISOPRENSYN-PWY	Super-Pathways // Polyprenyl-Biosynthesis		PWY-5783 // PWY-5785 // PWY-5123	
PWY-7097	PWY-7097	AROMATIC-COMPOUNDS-DEGRADATION	RXN-2	1.2.1.67-RXN // RXN-2	EC-1.2.1.67 // EC-2.1.1.341
PWY-6959	PWY-6959	CARBOXYLATES-DEG		RXN-21402 // RXN-21401 // RXN-21400 // RXN-12870 // RXN-12871	EC-4.1.1
PWY-2841	PWY-2841	HORMONE-DEG // Metabolic-Clusters		RXN-4681 // RXN-4662 // RXN-4661 // RXN-4641 // RXN-4621	EC-1.5.99
PWY-7781	PWY-7781	Cofactor-Biosynthesis		RXN-16853 // RXN-16854	EC-1.14.15.27 // EC-2.8.2.40
PWY1R65-1	PWY1R65-1	Glycan-Pathways // Cell-Structure-Biosynthesis // Lipid-Biosynthesis // Carbohydrates-Biosynthesis		RXN-22463 // RXN-22462 // RXN-22461 // RXN-22502 // RXN1R65-44 // RXN-22172 // RXN0-5124 // RXN0-5123 // RXN0-5061 // RXN0-5118	EC-2.4.1.M73 // EC-2.4.99.25 // EC-2.7.1.235 // EC-2.4.1.56 // EC-2.4.1 // EC-2.4.1.44 // EC-2.7.1 // EC-2.4.99.24 // EC-2.4.99.23
PWY-5686	PWY-5686	Nucleotide-Biosynthesis	DIHYDROOROTATE-DEHYDROGENASE-RXN	DIHYDROOROTATE-DEHYDROGENASE-RXN // OROTPDECARB-RXN // OROPRIBTRANS-RXN // DIHYDROOROT-RXN // ASPCARBTRANS-RXN // CARBPSYN-RXN	EC-1.3.5.2 // EC-4.1.1.23 // EC-2.4.2.10 // EC-3.5.2.3 // EC-2.1.3.2 // EC-6.3.5.5
PWY4FS-4	PWY4FS-4	Lipid-Biosynthesis		RXN-5642 // 2.1.1.103-RXN // RXN4FS-2 // RXN4FS-4 // RXN4FS-3	EC-2.1.1.103 // EC-2.1.1.71 // EC-2.7.8 // EC-2.7.7
PWY18C3-3	PWY18C3-3	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN18C3-6 // RXN18C3-5 // RXN18C3-237 // RXN18C3-236 // RXN18C3-3 // RXN18C3-235 // RXN-21391 // RXN-20584 // RXN-20583 // RXN18C3-12 // RXN18C3-11 // RXN18C3-10 // RXN18C3-9 // RXN18C3-8	EC-2.6.1 // EC-1.14.19 // EC-1.14.11 // EC-1.14.14 // EC-2.4.2 // EC-2.4.1
PWY-8139	PWY-8139	Carbohydrates-Biosynthesis		PHOSPHOGLUCMUT-RXN // RXN-21378 // RXN-21377 // 2.7.7.33-RXN // CDP-GLUCOSE-46-DEHYDRATASE-RXN	EC-5.4.2.2 // EC-5.1.3.M8 // EC-1.1.1 // EC-2.7.7.33 // EC-4.2.1.45
PWY-8388	PWY-8388	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-23355 // RXN-23341 // RXN-23342 // RXN-23343 // RXN-23344 // RXN-23345 // RXN-23346	EC-2.5.1
PWY-6103	PWY-6103	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG		RXN-9907 // RXN-9906	EC-1.3.1.119 // EC-1.14.12.26
PWY0-1296	PWY0-1296	NUCLEO-DEG		PPENTOMUT-RXN // RXN0-5199 // INOPHOSPHOR-RXN // ADENODEAMIN-RXN // ADENPHOSPHOR-RXN // XANTHOSINEPHOSPHORY-RXN	EC-5.4.2.7 // EC-2.4.2.15 // EC-2.4.2.1 // EC-3.5.4.4
PWY-5677	PWY-5677	Energy-Metabolism		RXN-16834 // RXN-8890 // 4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN // RXN-8889 // RXN-8891 // RXN-8807 // R11-RXN	EC-1.3.1.109 // EC-4.2.1.120 // EC-1.1.1.61 // EC-2.8.3.M6 // EC-1.2.1.76 // EC-2.8.3.18 // EC-2.8.3.1 // EC-2.8.3.8
PWY-6739	PWY-6739	Cyclitols-Biosynthesis		RXN-12209 // D-PINITOL-DEHYDROGENASE-RXN // SEQUOYITOL-DEHYDROGENASE-RXN	EC-2.1.1 // EC-1.1.1.142 // EC-1.1.1.143
PWY1YI0-1	PWY1YI0-1	Arsenic-Detoxification	RXN1YI0-11	RXN1YI0-11 // TRANS-RXN1YI0-17	EC-1.2.1.107
PWY-7984	PWY-7984	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-19438 // RXN-9377 // RXN-19454 // DHBAMPLIG-RXN // RXN-19446 // RXN-19487 // RXN-19488 // RXN-19489 // RXN-19471	EC-1.14.13.M66 // EC-2.3.1 // EC-3.3.2
2PHENDEG-PWY	2PHENDEG-PWY	AMINE-DEG // AROMATIC-COMPOUNDS-DEGRADATION	RXN-10817	RXN-10817 // PHENDEHYD-RXN	EC-1.4.3.21 // EC-1.4.3.4 // EC-1.2.1.39
PWY-7552	PWY-7552	Cofactor-Biosynthesis // Tetrapyrrole-Biosynthesis		RXN-15808 // RXN-15809 // RXN-15805	EC-1.3.98.6 // EC-1.3.99 // EC-4.1.1.111
PWY-8039	PWY-8039	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-16272 // RXN-20326 // RXN-20325 // RXN-16271 // RXN-20324 // RXN-20323 // RXN-20322 // RXN-20321 // RXN-20320 // RXN-20315 // RXN-20316 // RXN-20317 // RXN-20318 // RXN-20319	EC-2.1.1.316 // EC-2.1.3 // EC-6.2.1.74 // EC-2.4.1
PWY-8245	PWY-8245	Glycan-Pathways // Cell-Structure-Biosynthesis // Lipid-Biosynthesis		RXN-22247 // RXN-22246 // RXN-22245 // RXN-22244 // RXN-22242 // RXN-22241 // RXN-22239 // RXN-22238 // RXN-22237	EC-3.5.1.108 // EC-2.3.1.129 // EC-2.3.1.191 // EC-3.6.1.54 // EC-2.7.1.130 // EC-2.4.1.182
PWY4FS-11	PWY4FS-11	Cofactor-Biosynthesis // Carboxylate-Biosynthesis		RXN-14395 // RXN4FS-8 // RXN4FS-9 // RXN4FS-10 // RXN-7771	EC-1.3.2.M1 // EC-2.7.7 // EC-3.1.3 // EC-1.1.1 // EC-5.1.3.18
PWY-6821	PWY-6821	Polymer-Degradation // Carbohydrates-Degradation		RXN-12439 // RXN-12435 // RXN-12436 // 3.2.1.83-RXN	EC-3.1.6 // EC-3.2.1 // EC-3.2.1.83
P201-PWY	P201-PWY	Other-Degradation		RXN-15252 // R204-RXN // R203-RXN // R202-RXN // R201-RXN	EC-1.7.1
PWY0-1312	PWY0-1312	Energy-Metabolism		PHOSACETYLTRANS-RXN // ACETATEKIN-RXN	EC-2.3.1.8 // EC-2.7.2.15 // EC-2.7.2.1
PWY-7848	PWY-7848	Other-Degradation		RXN-18346 // RXN-18347	EC-1.14.99.57
PWY-6855	PWY-6855	Polymer-Degradation // Carbohydrates-Degradation // Glycan-Pathways	GLUCOSAMINE-6-P-DEAMIN-RXN // RXN-12543	RXN-12309 // 3.2.1.14-RXN // N-ACETYLGLUCOSAMINE-DEACETYLASE-RXN // GLUCOSAMINE-6-P-DEAMIN-RXN // RXN-12545 // RXN-12544 // RXN-12543	EC-3.2.1.200 // EC-3.2.1.14 // EC-3.5.1.33 // EC-3.5.99.6 // EC-2.7.1.147 // EC-3.2.1 // EC-3.5.1.136
PWY-6217	PWY-6217	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG	RXN-10427	RXN-10427 // RXN-10428 // RXN-10425 // RXN-10426	EC-1.14.12 // EC-1.13.11.8
PWY-6538	PWY-6538	SECONDARY-METABOLITE-DEGRADATION	RXN-11513	RXN-13106 // RXN-11513 // RXN-11516 // RXN-11517 // RXN-11518 // RXN0-901 // XANTHINE-OXIDASE-RXN	EC-1.14.13.179 // EC-1.14.13.178 // EC-1.14.13.128 // EC-1.17.1.4 // EC-1.17.3.2
PWY-7056	PWY-7056	Interconversion // AROMATIC-COMPOUNDS-BIOSYN		2.4.1.104-RXN // RXN-13453	EC-2.4.1.104 // EC-3.2.1
PWY-5835	PWY-5835	Interconversion // SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-9194 // RXN-9192	EC-3.1.1 // EC-2.3.1.84
PWY1YI0-3	PWY1YI0-3	Energy-Metabolism		RXN1YI0-22 // RXN1YI0-14 // PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	EC-7.1.1.9 // EC-1.3.5.1 // EC-7.1.1.6
PWY-8542	PWY-8542	Lipid-Biosynthesis		RXN-24782 // RXN-24781 // RXN-24780 // RXN-14274 // RXN-24779 // RXN-14805 // RXN-24778 // RXN-13617 // RXN-24777 // RXN-24776 // RXN-14276 // RXN-14277 // RXN-24775 // RXN-24774 // RXN-24773 // RXN-12565 // RXN-11726 // 3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN // RXN-5901 // ACETYL-COA-ACETYLTRANSFER-RXN	EC-1.3.1.38 // EC-4.2.1.119 // EC-1.1.1.36 // EC-2.3.1.9 // EC-2.3.1.16 // EC-1.3.1.86 // EC-4.2.1.55
PWY-8439	PWY-8439	Cell-Structure-Biosynthesis		RXN-23853 // RXN-23852 // TRANS-RXN-1550 // RXN-12798	
PWY-5971	PWY-5971	Lipid-Biosynthesis	RXN-9657	RXN-16393 // RXN-9623 // RXN-9655 // 3.1.2.21-RXN // RXN-9549 // RXN-9663 // 4.2.1.61-RXN // RXN-9540 // RXN-9539 // RXN-9662 // RXN-9537 // RXN-9536 // RXN-9535 // RXN-9661 // RXN-9533 // RXN-9532 // RXN-9531 // RXN-9660 // RXN-9528 // RXN-9527 // 4.2.1.59-RXN // RXN-9659 // RXN-9524 // RXN-9523 // 4.2.1.58-RXN // RXN-9514 // RXN-9516 // RXN-9518 // RXN-9520 // RXN-9658 // RXN-9657	EC-6.2.1.2 // EC-6.2.1.3 // EC-4.2.1.59 // EC-3.1.2.21 // EC-3.1.2.14 // EC-1.3.1.9 // EC-1.1.1.100 // EC-2.3.1.179 // EC-2.3.1.41
PWY-7200	PWY-7200	Super-Pathways // Nucleotide-Biosynthesis		PWY-7199 // PWY-7197	
PWY-7606	PWY-7606	Lipid-Biosynthesis		RXN-16103 // RXN-16137 // RXN-16136 // RXN-16135 // RXN-16134 // RXN-16132 // RXN-16131 // RXN-16130 // RXN-16129 // RXN-16082 // RXN-13445 // RXN-13444 // RXN-13443 // RXN-13442	EC-2.3.1 // EC-2.3.1.16 // EC-1.1.1 // EC-4.2.1.17 // EC-1.3.3.6 // EC-1.14.19.3 // EC-1.3.1.93 // EC-4.2.1.134 // EC-1.1.1.330
PWY-401	PWY-401	Lipid-Biosynthesis		RXN-16635 // RXN-9721 // RXN-1226 // RXN-1225 // 2.4.1.46-RXN	EC-2.4.1.184 // EC-2.4.1.241 // EC-2.4.1.46
PWY-7651	PWY-7651	Polymer-Degradation // Carbohydrates-Degradation		RXN-16509 // 4.2.2.8-RXN // N-SULFOGLUCOSAMINE-SULFOHYDROLASE-RXN	EC-3.2.1.56 // EC-4.2.2.8 // EC-3.10.1.1
PWY-5074	PWY-5074	CARBOXYLATES-DEG		HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN // HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	EC-1.1.1.88 // EC-4.1.3.4
PWY-7308	PWY-7308	Other-Degradation		R311-RXN // R310-RXN	EC-3.5.1.4 // EC-4.2.1.84
PWY-5896	PWY-5896	Super-Pathways // Cofactor-Biosynthesis		PWY-5806 // PWY-5890 // PWY-5837	
PWY-7305	PWY-7305	Super-Pathways // HORMONE-SYN		PWY66-377 // TRANS-RXN-421 // PWY-7306 // PWY66-380 // PWY66-378 // PWY66-381 // PWY66-382 // PWY-7299	
PWY-6546	PWY-6546	HORMONE-DEG // Inactivation // Metabolic-Clusters		RXN-10876 // RXN-10875 // RXNQT-4397 // RXNQT-4398 // RXN-11541 // RXN-11540	EC-2.8.2.M2 // EC-2.4.1.M78 // EC-1.14.14
PWY-8113	PWY-8113	Cofactor-Biosynthesis	RXN-21091	RXN-21090 // RXN-21091 // RXN-19230 // RXN-19229 // 1.5.99.9-RXN	EC-2.7.8.28 // EC-2.7.7.106 // EC-4.3.1.32 // EC-2.5.1.147 // EC-1.5.98.1
P221-PWY	P221-PWY	Other-Degradation	ALKANE-1-MONOOXYGENASE-RXN	ALKANE-1-MONOOXYGENASE-RXN // RUBREDOXIN--NAD+-REDUCTASE-RXN // R223-RXN // R222-RXN // R221-RXN	EC-1.14.15.3 // EC-1.18.1.1 // EC-6.2.1.2 // EC-6.2.1.3 // EC-1.2.1.3 // EC-1.1.99
PWY-6910	PWY-6910	Cofactor-Biosynthesis		PYRIMSYN3-RXN // OHMETPYRKIN-RXN	EC-2.7.4.7 // EC-2.7.1.49
PWY-8526	PWY-8526	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-24621 // RXN-24620 // RXN-24619 // RXN-8626	EC-2.7.1.177
PWY-5679	PWY-5679	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-22224 // RXN-22223 // RXN-8893 // RXN-8892 // RXN-6267 // RXN-6266 // 3.5.3.22-RXN // 1.14.11.21-RXN // 6.3.3.4-RXN // 2.5.1.66-RXN	EC-2.3.1 // EC-6.3.1 // EC-1.14.11.21 // EC-3.5.3.22 // EC-6.3.3.4 // EC-2.5.1.66
PWY-5368	PWY-5368	Lipid-Biosynthesis		RXN-9670 // RXN-8393 // RXN-8392	EC-2.3.1.23 // EC-1.14.99 // EC-1.14.19.34
PWY-8216	PWY-8216	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-24463 // RXN-24557 // RXN-19985 // RXN-22114 // RXN-22115 // RXN-22116 // RXN-22117	EC-1.5.1.57 // EC-1.14.19.80 // EC-3.1.1.123 // EC-1.14.14.188 // EC-2.3.1.325
PWY-5409	PWY-5409	SECONDARY-METABOLITE-BIOSYNTHESIS		LIPOXYGENASE-RXN // RXN-8504	EC-1.13.11.12 // EC-4.2.1.183
PWY-7937	PWY-7937	Bioluminescence		RXN-19127 // RXN-19086 // RXN-19088 // RXN-19087 // RXN-19085	EC-1.14.13
PWY-5180	PWY-5180	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways		PWY-5162 // TOLUENE-DEG-2-OH-PWY	
PWY-5640	PWY-5640	AROMATIC-COMPOUNDS-DEGRADATION		RXN-3661	EC-1.14.12.23
NAD-BIOSYNTHESIS-III	NAD-BIOSYNTHESIS-III	Cofactor-Biosynthesis	2.4.2.12-RXN	2.7.7.1-RXN // 2.4.2.12-RXN	EC-2.7.7.1 // EC-2.4.2.12
PWY-7472	PWY-7472	AMINE-DEG	CARNRACE-RXN	CARNRACE-RXN // CARNITINE-3-DEHYDROGENASE-RXN	EC-5.1.2.M1 // EC-1.1.1.108
PWY-5521	PWY-5521	Cofactor-Biosynthesis // Carboxylate-Biosynthesis		RXN-8781 // RXN-8780 // RXN-8782 // D-SORBITOL-DEHYDROGENASE-RXN	EC-1.1.99.32 // EC-1.1.99.21
PWY-7452	PWY-7452	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-15336 // RXN-15335	EC-2.3.1 // EC-2.3.1.171
PWY-7335	PWY-7335	Carbohydrates-Biosynthesis		UDPMANNACADEHYDROG-RXN	EC-1.1.1.336
PWY-7304	PWY-7304	AROMATIC-COMPOUNDS-BIOSYN		RXN-14548 // RXN-14665 // RXN-14664 // RXN-14663 // RXN-14666	EC-1.14.13 // EC-1.1.1
HOMOSERSYN-PWY	HOMOSERSYN-PWY	Amino-Acid-Biosynthesis		HOMOSERDEHYDROG-RXN // ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN // ASPARTATEKIN-RXN	EC-1.1.1.3 // EC-1.2.1.11 // EC-2.7.2.4
PWY-5033	PWY-5033	AROMATIC-COMPOUNDS-DEGRADATION		RXN-11353 // RXN-646 // MALEATE-ISOMERASE-RXN // RXN-7586 // RXN-7585	EC-1.17.99 // EC-3.5.1.107 // EC-5.2.1.1 // EC-1.17.3.3
PWY-8545	PWY-8545	SECONDARY-METABOLITE-BIOSYNTHESIS	RXN-24847 // RXN-24846 // RXN-24845	RXN-12329 // RXN-24840 // RXN-24841 // RXN-24842 // RXN-24843 // RXN-24844 // RXN-24845 // RXN-24846 // RXN-24847	EC-5.4.99.32 // EC-1.14.14 // EC-2.3.1 // EC-1.1.1.417 // EC-1.3.99.4
PWY-7385	PWY-7385	Energy-Metabolism		RXN0-7077 // GLUCOKIN-RXN // PGLUCISOM-RXN // RXN0-6487 // GLYCEROL-DEHYDRATASE-RXN // 1.1.1.8-RXN // RXN-14965 // F16ALDOLASE-RXN // 6PFRUCTPHOS-RXN	EC-2.7.1.1 // EC-2.7.1.2 // EC-5.3.1.9 // EC-1.1.1 // EC-4.2.1.30 // EC-1.1.1.8 // EC-3.1.3.21 // EC-4.1.2.13 // EC-2.7.1.11
P142-PWY	P142-PWY	Super-Pathways // Energy-Metabolism		PWY0-1312 // PYRUFLAVREDUCT-RXN	EC-1.2.7.1
ASPARAGINE-DEG1-PWY-1	ASPARAGINE-DEG1-PWY-1	Amino-Acid-Degradation // Super-Pathways		ASPARTATE-DEG1-PWY // ASPARAGINE-DEG1-PWY // 3.5.1.26-RXN	EC-3.5.1.26
PWY-6293	PWY-6293	Super-Pathways // Amino-Acid-Biosynthesis		PWY-801 // PWY-5344	
PWY-5469	PWY-5469	AROMATIC-COMPOUNDS-BIOSYN		RXN-8677 // RXN-17352 // RXN-17351 // RXN-8705 // RXN-8704 // RXN-8703 // RXN-8696 // RXN-8695	EC-1.11.1.7 // EC-1.10.3.2 // EC-1 // EC-1.13.12 // EC-1.14.19.74
PWY-7654	PWY-7654	Metabolic-Clusters // HORMONE-SYN		RXN-16540 // RXN-14272 // RXN-14271 // 2.3.1.155-RXN // RXN-14131 // RXN-14273 // RXN-12507 // RXN-14268 // RXN-16541 // RXN-16542 // RXN-16543	EC-1.3.8.9 // EC-4.2.1.17 // EC-1.1.1.211 // EC-2.3.1.155 // EC-1.3.8.8 // EC-1.1.1.35 // EC-2.3.1.16 // EC-1.14.19 // EC-1.2.1
PWY-8002	PWY-8002	AROMATIC-COMPOUNDS-DEGRADATION	RXN-13392	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN // RXN-13394 // RXN-13392 // RXN-11244 // 4-COUMARATE--COA-LIGASE-RXN	EC-1.14.13.2 // EC-1.2.1.67 // EC-6.2.1.12
PWY-7265	PWY-7265	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-14450 // RXN-14449	EC-2.3.1
PWY-8187	PWY-8187	Amino-Acid-Degradation // Energy-Metabolism		ORNCARBAMTRANSFER-RXN // ARGININE-DEIMINASE-RXN // PYRROLINECARBREDUCT-RXN // SPONTPRO-RXN // ORNITHINE-GLU-AMINOTRANSFERASE-RXN	EC-2.1.3.3 // EC-3.5.3.6 // EC-1.5.1.2 // EC-2.6.1.13
PWY-6902	PWY-6902	Polymer-Degradation // Carbohydrates-Degradation // Glycan-Pathways	3.2.1.14-RXN	RXN-18080 // TRANS-RXN-323 // RXN-12626 // RXN-12625 // RXN-12623 // 3.2.1.14-RXN	EC-1.14.99.53 // EC-3.2.1.52 // EC-3.2.1.202 // EC-3.2.1.14
PWY-7586	PWY-7586	Carbohydrates-Degradation		MANNPISOM-RXN // PHOSMANMUT-RXN // RXN-15203	EC-5.3.1.8 // EC-5.4.2.8 // EC-2.4.1.320
PWY-2501	PWY-2501	Fatty-Acid-and-Lipid-Degradation		RXN-4142 // RXN-4141 // RXN-4122 // RXN-4121	EC-1.2.1.3 // EC-1.13.11.92
PWY-7020	PWY-7020	Super-Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS		PWY-7015 // PWY-7022 // PWY-7019	
PWY-7535	PWY-7535	Metabolic-Regulators		RXN-15718 // RXN-15694 // RXN-15674 // RXN-15672 // RXN-15671 // RXN-15690 // 2.3.1.161-RXN	EC-2.3.1.244 // EC-2.3.1.238 // EC-1.14.14.125 // EC-3.1.2.31 // EC-2.3.1.161
PWY-7299	PWY-7299	HORMONE-SYN		RXN66-354 // RXN66-353	EC-5.3.3.1 // EC-1.1.1.145
PWY-5648	PWY-5648	AROMATIC-COMPOUNDS-DEGRADATION		1.14.12.1-RXN // RXN-8848 // RXN-8847	EC-1.14.12.1
PWY-6569	PWY-6569	Super-Pathways // Glycan-Pathways // Carbohydrates-Biosynthesis		PWY-6567 // PWY-6566 // PWY-6557	
PWY-5036	PWY-5036	HORMONE-SYN // SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-7591 // RXN-7590 // RXN-6522 // RXN-7589 // RXN-6544	EC-1.14.11 // EC-1.14.20
PWY18C3-22	PWY18C3-22	AROMATIC-COMPOUNDS-BIOSYN		RXN-6723	EC-2.1.1.274
PWY-1782	PWY-1782	Super-Pathways // Inactivation		PWY-1741 // PWY-6219 // 2.4.1.121-RXN	EC-2.4.1.121
PWY-8339	PWY-8339	AMINE-DEG		RXN-22886 // CARNDETRU-RXN // RXN-22885 // RXN-22884	EC-3.1.2 // EC-4.2.1.149 // EC-1.3.8 // EC-6.2.1
PWY-7196	PWY-7196	Super-Pathways // Nucleotide-Biosynthesis	URIDINE-NUCLEOSIDASE-RXN	PWY-7205 // PWY-7176 // PWY-7183 // PWY-7193 // PWY-6556	
PWY-7927	PWY-7927	Noncarbon-Nutrients		RXN-16574 // FESGSHTHIO-RXN // RXN-19040 // RXN-19036 // SULFITE-OXIDASE-RXN	EC-2.8.1.1 // EC-1.8.5.8 // EC-1.8.3.1
PWY-8595	PWY-8595	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-25456 // RXN-25455 // RXN-9652 // RXN-25448 // RXN-25449 // RXN-25450 // RXN-25451 // RXN-25452	EC-4.2.1.59 // EC-1.1.1.100 // EC-2.3.1.41 // EC-1.3.1.9 // EC-1.2.1.80 // EC-2.6.1
PWY-5266	PWY-5266	AROMATIC-COMPOUNDS-DEGRADATION // Super-Pathways		PWY-5162 // PWY-5163 // PWY-741	
PWY-6270	PWY-6270	Super-Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS		4.2.3.27-RXN // NONMEVIPP-PWY	EC-4.2.3.27
PWY-5723	PWY-5723	Energy-Metabolism	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	3PGAREARR-RXN // 2PGADEHYDRAT-RXN // PEPDEPHOS-RXN // PHOSPHORIBULOKINASE-RXN // RIBULP3EPIM-RXN // RIB5PISOM-RXN // TRANSALDOL-RXN // 1TRANSKETO-RXN // 2TRANSKETO-RXN // RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	EC-5.4.2.12 // EC-4.2.1.11 // EC-2.7.1.40 // EC-2.7.1.19 // EC-5.1.3.1 // EC-5.3.1.6 // EC-2.2.1.2 // EC-2.2.1.1 // EC-4.1.1.39
PWY-6887	PWY-6887	Super-Pathways // SECONDARY-METABOLITE-BIOSYNTHESIS		5.5.1.13-RXN // RXN-12597 // RXN-12602 // RXN-12601 // RXN-12600 // RXN-12599 // RXN-12598 // RXN-12593 // PWY-5032	EC-5.5.1.13 // EC-1.14.14 // EC-4.2.3.103
FERMENTATION-PWY	FERMENTATION-PWY	Super-Pathways // Energy-Metabolism		PHOSACETYLTRANS-RXN // ACETATEKIN-RXN // PYRUVFORMLY-RXN // ACETALD-DEHYDROG-RXN // ALCOHOL-DEHYDROG-RXN // PEPDEPHOS-RXN // DLACTDEHYDROGNAD-RXN // FUMHYDR-RXN // PEPCARBOX-RXN // FHLMULTI-RXN // R601-RXN // CITSYN-RXN // ACONITATEDEHYDR-RXN // ACONITATEHYDR-RXN // ISOCITDEH-RXN // MALATE-DEH-RXN // PWY-5485 // PWY-5480 // PWY-8274 // PWY-6772	EC-2.3.1.8 // EC-2.7.2.15 // EC-2.7.2.1 // EC-2.3.1.54 // EC-1.2.1.10 // EC-1.1.1.1 // EC-2.7.1.40 // EC-1.1.1.28 // EC-4.2.1.2 // EC-4.1.1.31 // EC-1.3.5.1 // EC-2.3.3.3 // EC-2.3.3.16 // EC-2.3.3.1 // EC-1.1.1.42 // EC-1.1.1.37
PWY-7070	PWY-7070	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-7580 // RXN-5242 // 1.14.13.78-RXN // RXN-13510	EC-1.14.14.M48
SPHINGOLIPID-SYN-PWY	SPHINGOLIPID-SYN-PWY	Glycan-Pathways // Lipid-Biosynthesis		RXN-20397 // RXN-12642 // RXN-20396 // RXN-20394 // RXN3O-680 // RXN3O-663 // RXN3O-581 // RXN3O-328 // RXN3O-1380 // 3-DEHYDROSPHINGANINE-REDUCTASE-RXN // SERINE-C-PALMITOYLTRANSFERASE-RXN	EC-1.14.18.5 // EC-1.1.1.102 // EC-2.3.1.50 // EC-1.14.18.6 // EC-2.7.1.228 // EC-2.4.1.370 // EC-2.7.1.227 // EC-2.3.1.297
PWY-7247	PWY-7247	CARBOXYLATES-DEG // Carbohydrates-Degradation		RXN-14693 // BETA-GLUCURONID-RXN // GLUCUROISOM-RXN	EC-3.2.1.31 // EC-5.3.1.12
ARG-GLU-PWY	ARG-GLU-PWY	Amino-Acid-Degradation		ORNITHINE-CYCLODEAMINASE-RXN // ARGINASE-RXN	EC-4.3.1.12 // EC-3.5.3.1
PWY-6638	PWY-6638	Noncarbon-Nutrients		RXN-11737 // RXN-25636 // 4.4.1.25-RXN // RXN-11738	EC-2.6.1 // EC-2.6.1.1 // EC-5.1.1.M4 // EC-4.4.1.25 // EC-1.1.1
PWY-83	PWY-83	Metabolic-Clusters // AROMATIC-COMPOUNDS-BIOSYN // Other-biosynthesis		RXN-95 // RXN-92 // RXN-91 // RXN-90	EC-2.4.1 // EC-2.4.1.111
