	Pathways	Common-Name	Common-Name2	Classification	Object ID_x	Ontology - pathway type_x	Key-Reactions	Reaction-List	EC-Number	Object ID_y	Names	Enzymes of pathway	Reactions of pathway	Ontology - pathway type_y	Ontology -  all instances of class
33	PRPP-PWY	Escherichia coli	Bacteria <bacteria>	Bacteria	PRPP-PWY	Super-Pathways		PWY0-662;PWY0-162;DENOVOPURINE2-PWY;HISTSYN-PWY		PRPP-PWY	"superpathway of histidine, purine, and pyrimidine biosynthesis"	HISTDEHYD-CPLX // HISTPHOSTRANS-CPLX // IMIDHISTID-CPLX // GLUTAMIDOTRANS-CPLX // PRIBFAICARPISOM-MONOMER // HISTCYCLOPRATPPHOS // CPLX0-7614 // PRPPAMIDOTRANS-CPLX // GLYCRIBONUCSYN-MONOMER // FGAMSYN-MONOMER // AIRS-CPLX // GARTRANSFORMYL2-MONOMER // SAICARSYN-CPLX // AICARTRANSIMPCYCLO-CPLX // PURE-CPLX // PURK-CPLX // IMP-DEHYDROG-CPLX // GMP-SYN-CPLX // GUANYL-KIN-CPLX // ADENYLOSUCCINATE-SYN-DIMER // CPLX0-7959 // RIBONUCLEOSIDE-DIP-REDUCTI-CPLX // RIBONUCLEOSIDE-DIP-REDUCTII-CPLX // RIBONUCLEOSIDE-TRIP-REDUCT-CPLX // CARBPSYN-CPLX // ASPCARBTRANS-CPLX // DIHYDROOROT-CPLX // OROPRIBTRANS-CPLX // OROTPDECARB-CPLX // DIHYDROOROTOX-MONOMER // UMPKI-CPLX // NUCLEOSIDE-DIP-KIN-CPLX // ADENYL-KIN-MONOMER // CTPSYN-CPLX // CPLX0-8299	PRPPSYN-RXN // CTPSYN-RXN // UDPKIN-RXN // RXN-12002 // DIHYDROOROTATE-DEHYDROGENASE-RXN // OROTPDECARB-RXN // OROPRIBTRANS-RXN // DIHYDROOROT-RXN // ASPCARBTRANS-RXN // CARBPSYN-RXN // RXN0-745 // DADPKIN-RXN // RXN0-747 // ADPREDUCT-RXN // ADENYL-KIN-RXN // AMPSYN-RXN // ADENYLOSUCCINATE-SYNTHASE-RXN // DGDPKIN-RXN // RXN0-748 // RXN0-746 // GDPREDUCT-RXN // GDPKIN-RXN // GUANYL-KIN-RXN // GMP-SYN-GLUT-RXN // IMP-DEHYDROG-RXN // RXN0-742 // RXN0-743 // IMPCYCLOHYDROLASE-RXN // AICARTRANSFORM-RXN // AICARSYN-RXN // SAICARSYN-RXN // GARTRANSFORMYL2-RXN // AIRS-RXN // FGAMSYN-RXN // GLYRIBONUCSYN-RXN // PRPPAMIDOTRANS-RXN // ATPPHOSPHORIBOSYLTRANS-RXN // HISTCYCLOHYD-RXN // HISTPRATPHYD-RXN // PRIBFAICARPISOM-RXN // GLUTAMIDOTRANS-RXN // IMIDPHOSDEHYD-RXN // HISTAMINOTRANS-RXN // HISTIDPHOS-RXN // HISTOLDEHYD-RXN // HISTALDEHYD-RXN	Super-Pathways	
34	PWY-1781	Pseudomonas fluorescens	Pseudomonadota	Bacteria	PWY-1781	Amino-Acid-Degradation	2.6.1.18-RXN	RXN-2902;2.6.1.18-RXN	EC-1.2.1.18;EC-2.6.1.18	PWY-1781	&beta;-alanine degradation II	CPLX-3402 // CPLX-3422	RXN-2902 // 2.6.1.18-RXN	Amino-Acid-Degradation	
35	PWY-7227	"Escherichia coli,Homo sapiens,Salmonella enterica,Arabidopsis thaliana"	"Eukaryota,Archaea,Bacteria <bacteria>"	Bacteria	PWY-7227	Nucleotide-Biosynthesis		DADPKIN-RXN;ADPREDUCT-RXN	EC-2.7.4.6;EC-1.17.4.1	PWY-7227	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I	CPLX66-276 // CPLXQT-6 // RIBONUCLEOSIDE-DIP-REDUCTI-CPLX // NUCLEOSIDE-DIP-KIN-CPLX // CPLX-8615 // CPLX66-1052	DADPKIN-RXN // ADPREDUCT-RXN	Nucleotide-Biosynthesis	
36	PWY-7151	Chrysosplenium americanum	Gunneridae	Non-Bacteria	PWY-7151	AROMATIC-COMPOUNDS-BIOSYN		RXN-13878;RXN-13877;RXN-13875;RXN-13874;RXN-13855;RXN-13851;RXN-13850;RXN-13849;RXN-13848;RXN-13847;RXN-13843;RXN-13842;RXN-9817;RXN-9815;2.1.1.84-RXN;RXN-13839	EC-2.4.1;EC-2.1.1;EC-1.14.13;EC-2.1.1.84;EC-1.14.11	PWY-7151	polymethylated quercetin glucoside biosynthesis II - quercetagetin series (Chrysosplenium)	MONOMER-17802 // MONOMER-14288 // MONOMER-14291 // MONOMER-17795 // MONOMER-17796 // MONOMER-14289 // MONOMER-17807	RXN-13878 // RXN-13877 // RXN-13875 // RXN-13874 // RXN-13855 // RXN-13851 // RXN-13850 // RXN-13849 // RXN-13848 // RXN-13847 // RXN-13843 // RXN-13842 // RXN-9817 // RXN-9815 // 2.1.1.84-RXN // RXN-13839	AROMATIC-COMPOUNDS-BIOSYN	
37	PWY-6058	"Arthrobacter methylotrophus,Pseudarthrobacter sulfonivorans,Hyphomicrobium sulfonivorans"	Bacteria <bacteria>	Bacteria	PWY-6058	Noncarbon-Nutrients		RXN-9762	EC-1.8.1.17	PWY-6058	dimethyl sulfone degradation	MONOMER-14331	RXN-9762	Noncarbon-Nutrients	
38	PWY-6069	"Persicaria tinctoria,Pseudomonas sp. NCIB9816-4,Strobilanthes cusia"	"Viridiplantae,Bacteria <bacteria>"	Bacteria	PWY-6069	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-9820;RXN-9819;RXN-9818	EC-1.13.11	PWY-6069	indigo biosynthesis	CPLX-2643	RXN-9820 // RXN-9819 // RXN-9818	SECONDARY-METABOLITE-BIOSYNTHESIS	
39	PWY-6944	"Comamonas testosteroni,Mycobacterium tuberculosis,Prescottella equi,Rhodococcus jostii,Rhodococcus rhodochrous,Rhodococcus sp. SQ1"	Bacteria <bacteria>	Bacteria	PWY-6944	Fatty-Acid-and-Lipid-Degradation		RXN-19805;RXN-19804;RXN-19803;RXN-19802;RXN-19801;RXN-19800;RXN-19799;RXN-19798;RXN-19797;RXN-19796;RXN-12751;RXN-12750;RXN-12749;RXN-12748;RXN-12747;RXN-12746;RXN-12736;RXN-12734;RXN-12735;RXN-12718;1.13.11.25-RXN;RXN-12717;RXN-12715;RXN-12714;RXN-12691	EC-2.3.1;EC-2.3.1.16;EC-1.1.1.35;EC-4.2.1.119;EC-1.3.8;EC-4.1.99;EC-1.1.1;EC-1.3.1;EC-4.2.1;EC-1.3.99;EC-1.1.1.145;EC-6.2.1.41;EC-1.2.1.87;EC-4.2.1.132;EC-4.1.3.43;EC-3.7.1.17;EC-1.13.11.25;EC-1.14.14.12;EC-1.3.99.4;EC-1.14.15.30	PWY-6944	androstenedione degradation I (aerobic)	CPLX-8364 // CPLX-8371 // MONOMER-16931 // G185E-7814-MONOMER // MONOMER-16903 // MONOMER-16924 // CPLX-8367 // CPLX-8382 // CPLX-8369 // MONOMER-16927 // CPLX-8383 // CPLX-8370 // MONOMER-16926 // CPLX-8384 // MONOMER-16915 // MONOMER-16929 // CPLX-9300 // MONOMER-16913 // MONOMER-16928 // G185E-7813-MONOMER // MONOMER-16914 // MONOMER-16930 // G185E-7812-MONOMER // G185E-7838-MONOMER // MONOMER-18451 // MONOMER-16941 // G185E-7837-MONOMER // G185E-7830-MONOMER // G185E-7836-MONOMER // G185E-7827-MONOMER // CPLX-8385 // G185E-7833-MONOMER // G185E-7840-MONOMER	RXN-19805 // RXN-19804 // RXN-19803 // RXN-19802 // RXN-19801 // RXN-19800 // RXN-19799 // RXN-19798 // RXN-19797 // RXN-19796 // RXN-12751 // RXN-12750 // RXN-12749 // RXN-12748 // RXN-12747 // RXN-12746 // RXN-12736 // RXN-12734 // RXN-12735 // RXN-12718 // 1.13.11.25-RXN // RXN-12717 // RXN-12715 // RXN-12714 // RXN-12691	Fatty-Acid-and-Lipid-Degradation	
40	PWY-6890	"Bacillus subtilis,Escherichia coli,Pyrobaculum calidifontis,Salmonella enterica,Arabidopsis thaliana"	"Viridiplantae,Alveolata,Archaea,Bacteria <bacteria>"	Bacteria	PWY-6890	Cofactor-Biosynthesis		PYRIMSYN1-RXN;PYRIMSYN3-RXN	EC-4.1.99.17;EC-2.7.4.7	PWY-6890	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I // HMP-PP biosynthesis	AT1G22940-MONOMER // BSU11710-MONOMER // CPLX-9679 // HMP-P-KIN-CPLX // AT2G29630-MONOMER // CPLX-8354 // THIC-MONOMER	PYRIMSYN1-RXN // PYRIMSYN3-RXN	Cofactor-Biosynthesis	
41	PWY-8269	Bacillus sp. MD1	Bacteria <bacteria>	Bacteria	PWY-8269	Arsenic-Detoxification		RXN-22372	EC-1.13.11.M19	PWY-8269	methylarsonous acid detoxification III // MMA<sup>III</sup> detoxification // monomethylarsonous acid detoxification // methylarsonite detoxification	MONOMER-21007	RXN-22372	Arsenic-Detoxification	
42	PWY-7174	Rhodospirillum rubrum	Bacteria <bacteria>	Bacteria	PWY-7174	NUCLEO-DEG;Amino-Acid-Biosynthesis	RXN-21333	RXN-21334;RXN-21333;O-ACETYLHOMOSERINE-THIOL-LYASE-RXN;RXN-14006;5.3.1.23-RXN	EC-2.8.4.6;EC-2.5.1.49;EC-5.3.3.23;EC-5.3.1.23	PWY-7174	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation II // MTA-isoprenoid shunt	MONOMER-17870 // CPLX-8607 // MONOMER-17873 // MONOMER-17872	RXN-21334 // RXN-21333 // O-ACETYLHOMOSERINE-THIOL-LYASE-RXN // RXN-14006 // 5.3.1.23-RXN	NUCLEO-DEG // Amino-Acid-Biosynthesis	
43	PWY-6107	"Pseudomonas moorei,Pseudomonas reinekei"	Bacteria <bacteria>	Bacteria	PWY-6107	AROMATIC-COMPOUNDS-DEGRADATION;CHLORINATED-COMPOUNDS-DEG	RXN-9912	RXN-9914;RXN-9869;MALEYLACETATE-REDUCTASE-RXN;RXN-9892;RXN-9870;RXN-9912;RXN-9913	EC-1.14.13.1;EC-1.3.1.32;EC-5.5.1.7;EC-1.13.11.M6	PWY-6107	chlorosalicylate degradation // 4-chlorosalicylate degradation // 5-chlorosalicylate degradation	CPLX-7717 // MONOMER-14435 // MONOMER-14438 // MONOMER-14436 // MONOMER-14434	RXN-9914 // RXN-9869 // MALEYLACETATE-REDUCTASE-RXN // RXN-9892 // RXN-9870 // RXN-9912 // RXN-9913	AROMATIC-COMPOUNDS-DEGRADATION // CHLORINATED-COMPOUNDS-DEG	
44	FORMASS-PWY	Pseudomonas putida	Pseudomonadota	Bacteria	FORMASS-PWY	C1-COMPOUNDS		FORMALDEHYDE-DEHYDROGENASE-RXN	EC-1.2.1.46	FORMASS-PWY	formaldehyde oxidation IV (thiol-independent)	CPLX-3423	FORMALDEHYDE-DEHYDROGENASE-RXN	C1-COMPOUNDS	
45	COA-PWY	Escherichia coli	Bacteria <bacteria>	Bacteria	COA-PWY	Cofactor-Biosynthesis	DEPHOSPHOCOAKIN-RXN	P-PANTOCYSLIG-RXN;P-PANTOCYSDECARB-RXN;DEPHOSPHOCOAKIN-RXN;PANTEPADENYLYLTRAN-RXN	EC-6.3.2.5;EC-4.1.1.36;EC-2.7.1.24;EC-2.7.7.3	COA-PWY	coenzyme A biosynthesis I (bacteria) // CoA biosynthesis	COADTRI-CPLX // EG12312-MONOMER // CPLX0-341	P-PANTOCYSLIG-RXN // P-PANTOCYSDECARB-RXN // DEPHOSPHOCOAKIN-RXN // PANTEPADENYLYLTRAN-RXN	Cofactor-Biosynthesis	
46	FASYN-ELONG-PWY	"Bacillus subtilis,Brassica napus,Escherichia coli,Spinacia oleracea,Streptococcus pneumoniae,Vibrio cholerae,Arabidopsis thaliana"	"Viridiplantae,Bacteria <bacteria>"	Bacteria	FASYN-ELONG-PWY	Lipid-Biosynthesis		3-OXOACYL-ACP-SYNTH-RXN;3-OXOACYL-ACP-REDUCT-RXN;ENOYL-ACP-REDUCT-NADH-RXN;ENOYL-ACP-REDUCT-NADPH-RXN;3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	EC-2.3.1.179;EC-2.3.1.41;EC-1.1.1.100;EC-1.3.1.9;EC-1.3.1.10;EC-1.3.1.104;EC-1.3.1.39;EC-4.2.1.59	FASYN-ELONG-PWY	fatty acid elongation -- saturated	CPLX-7648 // BSU36370-MONOMER // FABZ-CPLX // FABA-CPLX // CPLX8J2-89 // CPLX-7647 // CPLX-8539 // MONOMER-17581 // CPLX8J2-88 // CPLX0-8006 // CPLX-7646 // BSU15910-MONOMER // CPLX0-8005 // CPLX-7644 // BSU11340-MONOMER // FABB-CPLX // 3-OXOACYL-ACP-SYNTHII-CPLX	3-OXOACYL-ACP-SYNTH-RXN // 3-OXOACYL-ACP-REDUCT-RXN // ENOYL-ACP-REDUCT-NADH-RXN // ENOYL-ACP-REDUCT-NADPH-RXN // 3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	Lipid-Biosynthesis	
47	PWY-6052	"Ruegeria pomeroyi,Ruegeria atlantica,Candidatus Pelagibacter,Desulfocicer vacuolatum,Desulfocicer niacini,Desulfobacterium sp. PM4,ruegeria frisia"	Bacteria <bacteria>	Bacteria	PWY-6052	Noncarbon-Nutrients		RXN-9736	EC-2.1.1.269	PWY-6052	dimethylsulfoniopropanoate degradation III (demethylation) // DMSP degradation // dimethylsulfoniopropionate degradation III (demethylation)	CPLX-7772	RXN-9736	Noncarbon-Nutrients	
48	PWY-8302	"Staphylococcus hominis,Corynebacterium sp. Ax20"	Bacillati	Bacteria	PWY-8302	SECONDARY-METABOLITE-DEGRADATION		RXN-19544;RXN-19543;RXN-22550	EC-4.4.1.13;EC-3.4.13.23	PWY-8302	<i>S</i>-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine degradation // Cys-Gly-3M3SH degradation	MONOMER-21767 // MONOMER-20503 // MONOMER-20504 // CPLX-9655	RXN-19544 // RXN-19543 // RXN-22550	SECONDARY-METABOLITE-DEGRADATION	
49	MANNIDEG-PWY	Escherichia coli	"Bacteria <bacteria>,Rhodophyta,Fungi"	Bacteria	MANNIDEG-PWY	Alcohol-Degradation;Carbohydrates-Degradation		MANNPDEHYDROG-RXN	EC-1.1.1.17	MANNIDEG-PWY	mannitol degradation I	MANNPDEHYDROG-MONOMER	MANNPDEHYDROG-RXN	Alcohol-Degradation // Carbohydrates-Degradation	
50	PWY0-1321	Escherichia coli	Bacteria <bacteria>	Bacteria	PWY0-1321	Noncarbon-Nutrients;Energy-Metabolism	RXN0-3501 // FORMATEDEHYDROG-RXN	RXN0-3501;FORMATEDEHYDROG-RXN	EC-1.7.5.1;EC-1.17.5.3	PWY0-1321	nitrate reduction III (dissimilatory) // formate to nitrate electron transfer	CPLX0-13310 // FORMATEDEHYDROGN-CPLX // NITRATREDUCTZ-CPLX // NITRATREDUCTA-CPLX	RXN0-3501 // FORMATEDEHYDROG-RXN	Noncarbon-Nutrients // Energy-Metabolism	
51	PWY-4861	"Escherichia coli O113,Streptococcus pneumoniae,Vibrio cholerae O139,Arabidopsis thaliana"	"Bacteria <bacteria>,Embryophyta"	Bacteria	PWY-4861	Carbohydrates-Biosynthesis		UDP-GLUCURONATE-4-EPIMERASE-RXN	EC-5.1.3.6	PWY-4861	UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate) // UDP-galacturonic acid biosynthesis // UDP-GalA biosynthesis // UDP-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	CPLX-6461 // CPLX-8723	UDP-GLUCURONATE-4-EPIMERASE-RXN	Carbohydrates-Biosynthesis	
52	URDEGR-PWY	"Chlamydomonas reinhardtii,Cicer arietinum,Glycine max,Phaseolus vulgaris,Robinia pseudoacacia,Arabidopsis thaliana"	Viridiplantae	Non-Bacteria	URDEGR-PWY	AMINE-DEG;Super-Pathways		PWY-5704;PWY-5692;PWY-5694		URDEGR-PWY	superpathway of allantoin degradation in plants // ureide degradation	CPLX-1130 // CPLX-7523 // CPLX-7520 // CPLX-1128 // MONOMER-13516 // AT5G43600-MONOMER // CPLX-1107 // MONOMER-11658 // AT4G04955-MONOMER // CPLX-1122 // CPLX-7979 // MONOMER-13525 // AT4G17050-MONOMER // CPLX-1124 // CPLX-1125	RXN0-5222 // RXN-24539 // TRANS-RXN0-444 // ALLANTOATE-DEIMINASE-RXN // URUR-RXN // UREIDOGLYCOLATE-HYDROLASE-RXN // ALLANTOICASE-RXN // ALLANTOINASE-RXN // UREIDOGLYCOLATE-LYASE-RXN	AMINE-DEG // Super-Pathways	
53	PWY-6607	"Camellia sinensis,Catharanthus roseus,Glycine max,Lupinus luteus,Solanum tuberosum,Arabidopsis thaliana"	Embryophyta	Non-Bacteria	PWY-6607	NUCLEO-DEG		RXN0-901;GUANOSINE-DEAMINASE-RXN;RXN-7609;RXN0-363	EC-1.17.1.4;EC-3.5.4.15;EC-3.1.3.5;EC-3.2.2.1	PWY-6607	guanosine nucleotides degradation I	MONOMER-11776 // AT2G36310-MONOMER // CPLX-6982 // MONOMER-11783 // CPLX-1105 // CPLX-6985	RXN0-901 // GUANOSINE-DEAMINASE-RXN // RXN-7609 // RXN0-363	NUCLEO-DEG	
54	PWY0-1221	Escherichia coli	Bacteria <bacteria>	Bacteria	PWY0-1221	AMINE-DEG	RXN0-3901	RXN0-3901;RXN0-3921;RXN0-3922;RXN0-3942	EC-6.3.1.11;EC-1.4.3.M3;EC-1.2.1.99;EC-3.5.1.94	PWY0-1221	putrescine degradation II	CPLX0-3943 // ALDHDEHYDROG-MONOMER // EG11822-MONOMER // CPLX0-7709	RXN0-3901 // RXN0-3921 // RXN0-3922 // RXN0-3942	AMINE-DEG	
55	GLYCOGENSYNTH-PWY	Escherichia coli	Bacteria <bacteria>	Bacteria	GLYCOGENSYNTH-PWY	Glycan-Pathways;Carbohydrates-Biosynthesis	GLYCOGENSYN-RXN	PHOSPHOGLUCMUT-RXN;GLUC1PADENYLTRANS-RXN;GLYCOGEN-BRANCH-RXN;GLYCOGENSYN-RXN	EC-5.4.2.2;EC-2.7.7.27;EC-2.4.1.18;EC-2.4.1.21	GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	GLYCOGENSYN-MONOMER // GLYCOGEN-BRANCH-MONOMER // GLUC1PADENYLTRANS-CPLX // PHOSPHOGLUCMUT-MONOMER	PHOSPHOGLUCMUT-RXN // GLUC1PADENYLTRANS-RXN // GLYCOGEN-BRANCH-RXN // GLYCOGENSYN-RXN	Glycan-Pathways // Carbohydrates-Biosynthesis	
56	PWY-5344	"Corynebacterium glutamicum,Agrobacterium fabrum,Leptospira meyeri,Saccharomyces cerevisiae,[Brevibacterium] flavum"	"Fungi,Bacteria <bacteria>"	Bacteria	PWY-5344	Amino-Acid-Biosynthesis		HOMOSERINE-O-ACETYLTRANSFERASE-RXN;ACETYLHOMOSER-CYS-RXN	EC-2.3.1.31;EC-2.5.1.49	PWY-5344	L-homocysteine biosynthesis	CPLX-566 // MONOMER-9366 // MONOMER-9421 // G18NG-10215-MONOMER // CPLX-623 // MONOMER-9364 // MONOMER-9423 // MONOMER-9447 // MONOMER-17841	HOMOSERINE-O-ACETYLTRANSFERASE-RXN // ACETYLHOMOSER-CYS-RXN	Amino-Acid-Biosynthesis	
57	PWYQT-4476	"Brassica rapa,Arabidopsis thaliana"	Brassicales	Non-Bacteria	PWYQT-4476	SECONDARY-METABOLITE-DEGRADATION;Activation		RXN-18230;RXN-1404;RXN-12206;RXN-12205;RXNQT-4350;RXNQT-4358;RXNQT-4357;RXNQT-4356;RXNQT-4355;RXNQT-4353;RXNQT-4352;RXNQT-4351;RXN-1444	EC-3.5.5.1;EC-1.1;EC-4.8.1.5;EC-3.2.1.147	PWYQT-4476	indole glucosinolate activation (herbivore attack) // indole glucosinolate breakdown (herbivore attack) // glucosinolate degradation	MONOMER-125019 // AT2G44490-MONOMER // AT3G16400-MONOMER // AT3G16390-MONOMER // AT3G16410-MONOMER // AT5G48180-MONOMER // CPLX-1524 // CPLX-1525 // CPLX-1526	RXN-18230 // RXN-1404 // RXN-12206 // RXN-12205 // RXNQT-4350 // RXNQT-4358 // RXNQT-4357 // RXNQT-4356 // RXNQT-4355 // RXNQT-4353 // RXNQT-4352 // RXNQT-4351 // RXN-1444	SECONDARY-METABOLITE-DEGRADATION // Activation	
58	PWY-7165	"Gluconobacter oxydans,Pantoea agglomerans,Pseudomonas fluorescens,Corynebacterium sp. SHS 0007"	Bacteria <bacteria>	Bacteria	PWY-7165	Cofactor-Biosynthesis;Carboxylate-Biosynthesis		RXN0-6373;RXN-12108;RXN0-7020;1.1.1.274-RXN;DEHYDROGLUCONATE-DEHYDROGENASE-RXN;GLUCONATE-2-DEHYDROGENASE-RXN;GLUCONOLACT-RXN	EC-1.1.5.2;EC-1.1.1.346;EC-1.1.1.274;EC-1.1.99.4;EC-1.1.99.3;EC-3.1.1.17	PWY-7165	L-ascorbate biosynthesis VIII (engineered pathway)	CPLX-7236 // MONOMER-17832 // CPLX-8596 // MONOMER-12743	RXN0-6373 // RXN-12108 // RXN0-7020 // 1.1.1.274-RXN // DEHYDROGLUCONATE-DEHYDROGENASE-RXN // GLUCONATE-2-DEHYDROGENASE-RXN // GLUCONOLACT-RXN	Cofactor-Biosynthesis // Carboxylate-Biosynthesis	
59	PWY-8023	"Escherichia coli,Salmonella enterica"	Enterobacterales	Bacteria	PWY-8023	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-20006;RXN-20005;RXN-20004	EC-2.4.1.369	PWY-8023	salmochelin biosynthesis	MONOMER-20653	RXN-20006 // RXN-20005 // RXN-20004	SECONDARY-METABOLITE-BIOSYNTHESIS	
60	PWY-6637	Roseovarius nubinhibens	Bacteria <bacteria>	Bacteria	PWY-6637	Noncarbon-Nutrients		RXN-11738;PHOSACETYLTRANS-RXN;RXN-2364;R231-RXN	EC-1.1.1;EC-2.3.1.8;EC-2.3.3.15;EC-4.1.1.79	PWY-6637	sulfolactate degradation II // 3-sulfolactate degradation II	CPLX-8153 // MONOMER-15909 // MONOMER-15908 // MONOMER-15905	RXN-11738 // PHOSACETYLTRANS-RXN // RXN-2364 // R231-RXN	Noncarbon-Nutrients	
61	CYANCAT-PWY	"Escherichia coli,Pseudomonas fluorescens,Arabidopsis thaliana"	"Viridiplantae,Bacteria <bacteria>"	Bacteria	CYANCAT-PWY	Noncarbon-Nutrients	R524-RXN	R524-RXN;RXN0-5224;RXN0-5222	EC-4.2.1.1	CYANCAT-PWY	cyanate degradation // cyanate catabolism	AT3G01500-MONOMER // CARBODEHYDRAT-CPLX // CPLX-8304 // CYANLY-CPLX	R524-RXN // RXN0-5224 // RXN0-5222	Noncarbon-Nutrients	
62	PWY66-395	Homo sapiens	Mammalia	Non-Bacteria	PWY66-395	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-16138;RXN66-503;RXN66-504;RXN66-505;RXN66-506;RXN66-498;RXN66-499;RXN66-500;RXN66-501;RXN66-502	EC-3.1.1.4;EC-1.13.11.34;EC-3.3.2;EC-1.14.99	PWY66-395	aspirin triggered resolvin D biosynthesis	CPLX-9723 // HS00336-MONOMER	RXN-16138 // RXN66-503 // RXN66-504 // RXN66-505 // RXN66-506 // RXN66-498 // RXN66-499 // RXN66-500 // RXN66-501 // RXN66-502	SECONDARY-METABOLITE-BIOSYNTHESIS	
63	PWY-6720	Streptomyces rimosus	Streptomyces	Bacteria	PWY-6720	SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-12150;RXN-12151;RXN-12152;RXN-12153;RXN-12154	EC-2.4.2;EC-1.7.1;EC-6.3.4;EC-4.3.2;EC-3.1.3	PWY-6720	toyocamycin biosynthesis	MONOMER-16220 // MONOMER-16219 // MONOMER-16218 // MONOMER-16216 // MONOMER-16215	RXN-12150 // RXN-12151 // RXN-12152 // RXN-12153 // RXN-12154	SECONDARY-METABOLITE-BIOSYNTHESIS	
64	PWY-5928	"Mentha x piperita,Mentha spicata"	Lamiaceae	Non-Bacteria	PWY-5928	SECONDARY-METABOLITE-BIOSYNTHESIS		4.2.3.16-RXN;CARVEOL-DEHYDROGENASE-RXN;--LIMONENE-6-MONOOXYGENASE-RXN	EC-4.2.3.16;EC-1.1.1.243;EC-1.14.14.51	PWY-5928	(4<i>R</i>)-carvone biosynthesis	MONOMER-6743 // MONOMER-15424 // CPLX-4642 // MONOMER-6781 // MONOMER-6782	4.2.3.16-RXN // CARVEOL-DEHYDROGENASE-RXN // --LIMONENE-6-MONOOXYGENASE-RXN	SECONDARY-METABOLITE-BIOSYNTHESIS	
65	PWY-5035	"Cucurbita maxima,Oryza sativa,Pisum sativum,Triticum aestivum,Arabidopsis thaliana"	"Tracheophyta,Marchantiophyta"	Non-Bacteria	PWY-5035	HORMONE-SYN;SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-6524;RXN1F-170;RXN1F-101;RXN1F-169;RXN1F-168;RXN1F-143;RXN1F-167	EC-1.14.20;EC-1.14.11.15;EC-1.14.11;EC-1.14.11.12;EC-1.14.14	PWY-5035	gibberellin biosynthesis III (early C-13 hydroxylation)	AT5G07200-MONOMER // MONOMER-17926 // MONOMER-17927 // MONOMER-9621 // MONOMER-11633 // MONOMER-11641 // MONOMER-11681 // MONOMER-9683 // AT1G80330-MONOMER // AT1G80340-MONOMER // AT1G15550-MONOMER // MONOMER-17923 // MONOMER-11644	RXN-6524 // RXN1F-170 // RXN1F-101 // RXN1F-169 // RXN1F-168 // RXN1F-143 // RXN1F-167	HORMONE-SYN // SECONDARY-METABOLITE-BIOSYNTHESIS	
66	PWY-3042	Phaseolus vulgaris	Fabaceae	Non-Bacteria	PWY-3042	AROMATIC-COMPOUNDS-BIOSYN;SECONDARY-METABOLITE-BIOSYNTHESIS		RXN-5112;RXN-5111		PWY-3042	phaseollin biosynthesis	MONOMER-6668	RXN-5112 // RXN-5111	AROMATIC-COMPOUNDS-BIOSYN // SECONDARY-METABOLITE-BIOSYNTHESIS	
67	PWY-5705	"Metabacillus fastidiosus,Escherichia coli,Glycine max,Phaseolus vulgaris"	"Viridiplantae,Bacteria <bacteria>"	Bacteria	PWY-5705	AMINE-DEG;Super-Pathways		PWY-5698;UREIDOGLYCOLATE-LYASE-RXN	EC-4.3.2.3	PWY-5705	allantoin degradation to glyoxylate III	CPLX-7523 // G6275-MONOMER // CPLX-1107 // CPLX-64 // CPLX-1122 // CPLX-7522 // MONOMER-13525 // CPLX-7524 // G6284-MONOMER // B0511-MONOMER	TRANS-RXN0-444 // URUR-RXN // ALLANTOATE-DEIMINASE-RXN // ALLANTOINASE-RXN // UREIDOGLYCOLATE-LYASE-RXN	AMINE-DEG // Super-Pathways	
68	PWY0-42	"Escherichia coli,Salmonella enterica,Yarrowia lipolytica"	"Fungi,Bacteria <bacteria>"	Bacteria	PWY0-42	CARBOXYLATES-DEG	2-METHYLCITRATE-DEHYDRATASE-RXN	4.2.1.99-RXN;METHYLISOCITRATE-LYASE-RXN;2-METHYLCITRATE-DEHYDRATASE-RXN;2-METHYLCITRATE-SYNTHASE-RXN;PROPIONATE--COA-LIGASE-RXN	EC-4.2.1.99;EC-4.1.3.30;EC-4.2.1.79;EC-2.3.3.5;EC-6.2.1.17	PWY0-42	2-methylcitrate cycle I	MONOMER-62 // G6200-MONOMER // ACS-MONOMER // MONOMER-63 // CPLX0-251 // MONOMER-64 // G6199-MONOMER // CPLX-7556 // CPLX0-1021 // MONOMER-65 // MONOMER-13618 // CPLX0-7761	4.2.1.99-RXN // METHYLISOCITRATE-LYASE-RXN // 2-METHYLCITRATE-DEHYDRATASE-RXN // 2-METHYLCITRATE-SYNTHASE-RXN // PROPIONATE--COA-LIGASE-RXN	CARBOXYLATES-DEG	
