STATA_FemMicro364,STATA_FemMicro (all small),"STATA_FemMicro (no plate, all small)",Short ID,Id,Danska_ASV,Danska_species,Control,Inoculum,Plate,Sex,Community Sero Status,Consortium,Timepoint,Merged Weeks,Week and Consortium,Sex and Consortium,Sex and Timepoint,poor_quality_sample_exclude,SRA_sample_name,sequencing_plate_number,samples_364_by_seq_asv_table_name
plate4_1184R_0_M_NS6_week5_S4_L0,plate4_1184r_0_m_ns6_week5_s4_l0,1184r_0_m_ns6_week5_s4_l0,1184R_0_M_NS6_week5,Plate4_1184R_0_M_NS6_week5_S4_L001,1184R_0_M_NS6_week5,1184R_0_M_NS6_week5,,,plate4,Male,IAB-,NS6,week_5,w5,NS6_w5,Male_NS6,Male_w5,,1184R_0_M_NS6_week5,plate4,Plate4_1184R_0_M_NS6_week5_S4_L001
plate4_1186R_0_M_NS6_week5_S5_L0,plate4_1186r_0_m_ns6_week5_s5_l0,1186r_0_m_ns6_week5_s5_l0,1186R_0_M_NS6_week5,Plate4_1186R_0_M_NS6_week5_S5_L001,1186R_0_M_NS6_week5,1186R_0_M_NS6_week5,,,plate4,Male,IAB-,NS6,week_5,w5,NS6_w5,Male_NS6,Male_w5,,1186R_0_M_NS6_week5,plate4,Plate4_1186R_0_M_NS6_week5_S5_L001
plate4_1186R_RR_M_NS6_week5_S6_L,plate4_1186r_rr_m_ns6_week5_s6_l,1186r_rr_m_ns6_week5_s6_l,1186R_RR_M_NS6_week5,Plate4_1186R_RR_M_NS6_week5_S6_L001,1186R_RR_M_NS6_week5,1186R_RR_M_NS6_week5,,,plate4,Male,IAB-,NS6,week_5,w5,NS6_w5,Male_NS6,Male_w5,,1186R_RR_M_NS6_week5,plate4,Plate4_1186R_RR_M_NS6_week5_S6_L001
plate4_1193R_0_F_NS1_week5_S51_L,plate4_1193r_0_f_ns1_week5_s51_l,1193r_0_f_ns1_week5_s51_l,1193R_0_F_NS1_week5,Plate4_1193R_0_F_NS1_week5_S51_L001,1193R_0_F_NS1_week5,1193R_0_F_NS1_week5,,,plate4,Female,IAB-,NS1,week_5,w5,NS1_w5,Female_NS1,Female_w5,,1193R_0_F_NS1_week5,plate4,Plate4_1193R_0_F_NS1_week5_S51_L001
plate4_1193R_0_F_NS1_week9_S72_L,plate4_1193r_0_f_ns1_week9_s72_l,1193r_0_f_ns1_week9_s72_l,1193R_0_F_NS1_week9,Plate4_1193R_0_F_NS1_week9_S72_L001,1193R_0_F_NS1_week9,1193R_0_F_NS1_week9,,,plate4,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,1193R_0_F_NS1_week9,plate4,Plate4_1193R_0_F_NS1_week9_S72_L001
plate4_1193R_L_F_NS1_diabetes_S2,plate4_1193r_l_f_ns1_diabetes_s2,1193r_l_f_ns1_diabetes_s2,1193R_L_F_NS1_DIABETES,Plate4_1193R_L_F_NS1_DIABETES_S25_L001,,,,,plate4,Female,IAB-,NS1,diabetes,diabetes,NS1_diabetes,Female_NS1,Female_diabetes,,1193R_L_F_NS1_diabetes,plate4,Plate4_1193R_L_F_NS1_diabetes_S25_L001
plate4_1193R_L_F_NS1_week5_S52_L,plate4_1193r_l_f_ns1_week5_s52_l,1193r_l_f_ns1_week5_s52_l,1193R_L_F_NS1_week5,Plate4_1193R_L_F_NS1_week5_S52_L001,1193R_L_F_NS1_week5,1193R_L_F_NS1_week5,,,plate4,Female,IAB-,NS1,week_5,w5,NS1_w5,Female_NS1,Female_w5,,1193R_L_F_NS1_week5,plate4,Plate4_1193R_L_F_NS1_week5_S52_L001
plate4_1193R_L_F_NS1_week9_S73_L,plate4_1193r_l_f_ns1_week9_s73_l,1193r_l_f_ns1_week9_s73_l,1193R_L_F_NS1_week9,Plate4_1193R_L_F_NS1_week9_S73_L001,1193R_L_F_NS1_week9,1193R_L_F_NS1_week9,,,plate4,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,1193R_L_F_NS1_week9,plate4,Plate4_1193R_L_F_NS1_week9_S73_L001
plate4_1193R_NS1_week24_S38_L001,plate4_1193r_ns1_week24_s38_l001,1193r_ns1_week24_s38_l001,1193R_NS1_week24,Plate4_1193R_NS1_week24_S38_L001,,,,,plate4,Female,IAB-,NS1,week_24,w24,NS1_w24,Female_NS1,Female_w24,,1193R_NS1_week24,plate4,Plate4_1193R_NS1_week24_S38_L001
plate4_184R_0_M_NS6_week5_S7_L00,plate4_184r_0_m_ns6_week5_s7_l00,184r_0_m_ns6_week5_s7_l00,184R_0_M_NS6_week5,Plate4_184R_0_M_NS6_week5_S7_L001,184R_0_M_NS6_week5,184R_0_M_NS6_week5,,,plate4,Male,IAB-,NS6,week_5,w5,NS6_w5,Male_NS6,Male_w5,,184R_0_M_NS6_week5,plate4,Plate4_184R_0_M_NS6_week5_S7_L001
plate4_2402R_0_F_S5_week5_S15_L0,plate4_2402r_0_f_s5_week5_s15_l0,2402r_0_f_s5_week5_s15_l0,2402R_0_F_S5_week5,Plate4_2402R_0_F_S5_week5_S15_L001,2402R_0_F_S5_week5,2402R_0_F_S5_week5,,,plate4,Female,IAB+,S5,week_5,w5,S5_w5,Female_S5,Female_w5,,2402R_0_F_S5_week5,plate4,Plate4_2402R_0_F_S5_week5_S15_L001
plate4_2402R_R_F_S5_week5_S16_L0,plate4_2402r_r_f_s5_week5_s16_l0,2402r_r_f_s5_week5_s16_l0,2402R_R_F_S5_week5,Plate4_2402R_R_F_S5_week5_S16_L001,2402R_R_F_S5_week5,2402R_R_F_S5_week5,,,plate4,Female,IAB+,S5,week_5,w5,S5_w5,Female_S5,Female_w5,,2402R_R_F_S5_week5,plate4,Plate4_2402R_R_F_S5_week5_S16_L001
plate4_2403R_0_F_NS6_week5_S8_L0,plate4_2403r_0_f_ns6_week5_s8_l0,2403r_0_f_ns6_week5_s8_l0,2403R_0_F_NS6_week5,Plate4_2403R_0_F_NS6_week5_S8_L001,2403R_0_F_NS6_week5,2403R_0_F_NS6_week5,,,plate4,Female,IAB-,NS6,week_5,w5,NS6_w5,Female_NS6,Female_w5,,2403R_0_F_NS6_week5,plate4,Plate4_2403R_0_F_NS6_week5_S8_L001
plate4_2433R_0_F_S5_week5_S17_L0,plate4_2433r_0_f_s5_week5_s17_l0,2433r_0_f_s5_week5_s17_l0,2433R_0_F_S5_week5,Plate4_2433R_0_F_S5_week5_S17_L001,2433R_0_F_S5_week5,2433R_0_F_S5_week5,,,plate4,Female,IAB+,S5,week_5,w5,S5_w5,Female_S5,Female_w5,1,2433R_0_F_S5_week5,plate4,Plate4_2433R_0_F_S5_week5_S17_L001
plate4_2475R_0_M_S5_week5_S18_L0,plate4_2475r_0_m_s5_week5_s18_l0,2475r_0_m_s5_week5_s18_l0,2475R_0_M_S5_week5,Plate4_2475R_0_M_S5_week5_S18_L001,2475R_0_M_S5_week5,2475R_0_M_S5_week5,,,plate4,Male,IAB+,S5,week_5,w5,S5_w5,Male_S5,Male_w5,1,2475R_0_M_S5_week5,plate4,Plate4_2475R_0_M_S5_week5_S18_L001
plate4_2475R_RL_M_S5_week5_S19_L,plate4_2475r_rl_m_s5_week5_s19_l,2475r_rl_m_s5_week5_s19_l,2475R_RL_M_S5_week5,Plate4_2475R_RL_M_S5_week5_S19_L001,2475R_RL_M_S5_week5,2475R_RL_M_S5_week5,,,plate4,Male,IAB+,S5,week_5,w5,S5_w5,Male_S5,Male_w5,,2475R_RL_M_S5_week5,plate4,Plate4_2475R_RL_M_S5_week5_S19_L001
plate4_2476R_R_F_NS6_week5_S9_L0,plate4_2476r_r_f_ns6_week5_s9_l0,2476r_r_f_ns6_week5_s9_l0,2476R_R_F_NS6_week5,Plate4_2476R_R_F_NS6_week5_S9_L001,2476R_R_F_NS6_week5,2476R_R_F_NS6_week5,,,plate4,Female,IAB-,NS6,week_5,w5,NS6_w5,Female_NS6,Female_w5,,2476R_R_F_NS6_week5,plate4,Plate4_2476R_R_F_NS6_week5_S9_L001
plate4_2518R_0_M_S5_week5_S20_L0,plate4_2518r_0_m_s5_week5_s20_l0,2518r_0_m_s5_week5_s20_l0,2518R_0_M_S5_week5,Plate4_2518R_0_M_S5_week5_S20_L001,2518R_0_M_S5_week5,2518R_0_M_S5_week5,,,plate4,Male,IAB+,S5,week_5,w5,S5_w5,Male_S5,Male_w5,,2518R_0_M_S5_week5,plate4,Plate4_2518R_0_M_S5_week5_S20_L001
plate4_2529R_0_F_NS1_week5_S53_L,plate4_2529r_0_f_ns1_week5_s53_l,2529r_0_f_ns1_week5_s53_l,2529R_0_F_NS1_week5,Plate4_2529R_0_F_NS1_week5_S53_L001,2529R_0_F_NS1_week5,2529R_0_F_NS1_week5,,,plate4,Female,IAB-,NS1,week_5,w5,NS1_w5,Female_NS1,Female_w5,,2529R_0_F_NS1_week5,plate4,Plate4_2529R_0_F_NS1_week5_S53_L001
plate4_2529R_0_F_NS1_week9_S74_L,plate4_2529r_0_f_ns1_week9_s74_l,2529r_0_f_ns1_week9_s74_l,2529R_0_F_NS1_week9,Plate4_2529R_0_F_NS1_week9_S74_L001,2529R_0_F_NS1_week9,2529R_0_F_NS1_week9,,,plate4,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,2529R_0_F_NS1_week9,plate4,Plate4_2529R_0_F_NS1_week9_S74_L001
plate4_2529R_L_F_NS1_diabetes_S2,plate4_2529r_l_f_ns1_diabetes_s2,2529r_l_f_ns1_diabetes_s2,2529R_L_F_NS1_DIABETES,Plate4_2529R_L_F_NS1_DIABETES_S26_L001,,,,,plate4,Female,IAB-,NS1,diabetes,diabetes,NS1_diabetes,Female_NS1,Female_diabetes,,2529R_L_F_NS1_diabetes,plate4,Plate4_2529R_L_F_NS1_diabetes_S26_L001
plate4_2529R_L_F_NS1_week5_S54_L,plate4_2529r_l_f_ns1_week5_s54_l,2529r_l_f_ns1_week5_s54_l,2529R_L_F_NS1_week5,Plate4_2529R_L_F_NS1_week5_S54_L001,2529R_L_F_NS1_week5,2529R_L_F_NS1_week5,,,plate4,Female,IAB-,NS1,week_5,w5,NS1_w5,Female_NS1,Female_w5,,2529R_L_F_NS1_week5,plate4,Plate4_2529R_L_F_NS1_week5_S54_L001
plate4_2529R_L_F_NS1_week9_S75_L,plate4_2529r_l_f_ns1_week9_s75_l,2529r_l_f_ns1_week9_s75_l,2529R_L_F_NS1_week9,Plate4_2529R_L_F_NS1_week9_S75_L001,2529R_L_F_NS1_week9,2529R_L_F_NS1_week9,,,plate4,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,2529R_L_F_NS1_week9,plate4,Plate4_2529R_L_F_NS1_week9_S75_L001
plate4_2529R_NS1_week22_S37_L001,plate4_2529r_ns1_week22_s37_l001,2529r_ns1_week22_s37_l001,2529R_NS1_week22,Plate4_2529R_NS1_week22_S37_L001,,,,,plate4,Female,IAB-,NS1,week_22,w22,NS1_w22,Female_NS1,Female_w22,,2529R_NS1_week22,plate4,Plate4_2529R_NS1_week22_S37_L001
plate4_2529R_RL_F_NS1_week5_S55_,plate4_2529r_rl_f_ns1_week5_s55_,2529r_rl_f_ns1_week5_s55_,2529R_RL_F_NS1_week5,Plate4_2529R_RL_F_NS1_week5_S55_L001,2529R_RL_F_NS1_week5,2529R_RL_F_NS1_week5,,,plate4,Female,IAB-,NS1,week_5,w5,NS1_w5,Female_NS1,Female_w5,,2529R_RL_F_NS1_week5,plate4,Plate4_2529R_RL_F_NS1_week5_S55_L001
plate4_2529R_RL_F_NS1_week9_S76_,plate4_2529r_rl_f_ns1_week9_s76_,2529r_rl_f_ns1_week9_s76_,2529R_RL_F_NS1_week9,Plate4_2529R_RL_F_NS1_week9_S76_L001,2529R_RL_F_NS1_week9,2529R_RL_F_NS1_week9,,,plate4,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,2529R_RL_F_NS1_week9,plate4,Plate4_2529R_RL_F_NS1_week9_S76_L001
plate4_2562R_0_F_NS6_week5_S10_L,plate4_2562r_0_f_ns6_week5_s10_l,2562r_0_f_ns6_week5_s10_l,2562R_0_F_NS6_week5,Plate4_2562R_0_F_NS6_week5_S10_L001,2562R_0_F_NS6_week5,2562R_0_F_NS6_week5,,,plate4,Female,IAB-,NS6,week_5,w5,NS6_w5,Female_NS6,Female_w5,,2562R_0_F_NS6_week5,plate4,Plate4_2562R_0_F_NS6_week5_S10_L001
plate4_2562R_RL_F_NS6_week5_S11_,plate4_2562r_rl_f_ns6_week5_s11_,2562r_rl_f_ns6_week5_s11_,2562R_RL_F_NS6_week5,Plate4_2562R_RL_F_NS6_week5_S11_L001,2562R_RL_F_NS6_week5,2562R_RL_F_NS6_week5,,,plate4,Female,IAB-,NS6,week_5,w5,NS6_w5,Female_NS6,Female_w5,,2562R_RL_F_NS6_week5,plate4,Plate4_2562R_RL_F_NS6_week5_S11_L001
plate4_3861R_0_M_NS1_week5_S56_L,plate4_3861r_0_m_ns1_week5_s56_l,3861r_0_m_ns1_week5_s56_l,3861R_0_M_NS1_week5,Plate4_3861R_0_M_NS1_week5_S56_L001,3861R_0_M_NS1_week5,3861R_0_M_NS1_week5,,,plate4,Male,IAB-,NS1,week_5,w5,NS1_w5,Male_NS1,Male_w5,,3861R_0_M_NS1_week5,plate4,Plate4_3861R_0_M_NS1_week5_S56_L001
plate4_3861R_0_M_NS1_week9_S77_L,plate4_3861r_0_m_ns1_week9_s77_l,3861r_0_m_ns1_week9_s77_l,3861R_0_M_NS1_week9,Plate4_3861R_0_M_NS1_week9_S77_L001,3861R_0_M_NS1_week9,3861R_0_M_NS1_week9,,,plate4,Male,IAB-,NS1,week_9,w9w10,NS1_w9w10,Male_NS1,Male_w9w10,,3861R_0_M_NS1_week9,plate4,Plate4_3861R_0_M_NS1_week9_S77_L001
plate4_3861R_L_M_NS1_diabetes_S2,plate4_3861r_l_m_ns1_diabetes_s2,3861r_l_m_ns1_diabetes_s2,3861R_L_M_NS1_DIABETES,Plate4_3861R_L_M_NS1_DIABETES_S27_L001,,,,,plate4,Male,IAB-,NS1,diabetes,diabetes,NS1_diabetes,Male_NS1,Male_diabetes,,3861R_L_M_NS1_diabetes,plate4,Plate4_3861R_L_M_NS1_diabetes_S27_L001
plate4_3861R_L_M_NS1_week5_S57_L,plate4_3861r_l_m_ns1_week5_s57_l,3861r_l_m_ns1_week5_s57_l,3861R_L_M_NS1_week5,Plate4_3861R_L_M_NS1_week5_S57_L001,3861R_L_M_NS1_week5,3861R_L_M_NS1_week5,,,plate4,Male,IAB-,NS1,week_5,w5,NS1_w5,Male_NS1,Male_w5,,3861R_L_M_NS1_week5,plate4,Plate4_3861R_L_M_NS1_week5_S57_L001
plate4_3861R_L_M_NS1_week9_S78_L,plate4_3861r_l_m_ns1_week9_s78_l,3861r_l_m_ns1_week9_s78_l,3861R_L_M_NS1_week9,Plate4_3861R_L_M_NS1_week9_S78_L001,3861R_L_M_NS1_week9,3861R_L_M_NS1_week9,,,plate4,Male,IAB-,NS1,week_9,w9w10,NS1_w9w10,Male_NS1,Male_w9w10,,3861R_L_M_NS1_week9,plate4,Plate4_3861R_L_M_NS1_week9_S78_L001
plate4_3861R_NS1_week28_S39_L001,plate4_3861r_ns1_week28_s39_l001,3861r_ns1_week28_s39_l001,3861R_NS1_week28,Plate4_3861R_NS1_week28_S39_L001,,,,,plate4,Male,IAB-,NS1,week_28,w28,NS1_w28,Male_NS1,Male_w28,,3861R_NS1_week28,plate4,Plate4_3861R_NS1_week28_S39_L001
plate4_3861R_R_M_NS1_week5_S58_L,plate4_3861r_r_m_ns1_week5_s58_l,3861r_r_m_ns1_week5_s58_l,3861R_R_M_NS1_week5,Plate4_3861R_R_M_NS1_week5_S58_L001,3861R_R_M_NS1_week5,3861R_R_M_NS1_week5,,,plate4,Male,IAB-,NS1,week_5,w5,NS1_w5,Male_NS1,Male_w5,,3861R_R_M_NS1_week5,plate4,Plate4_3861R_R_M_NS1_week5_S58_L001
plate4_3924R_L_F_S5_week5_S21_L0,plate4_3924r_l_f_s5_week5_s21_l0,3924r_l_f_s5_week5_s21_l0,3924R_L_F_S5_week5,Plate4_3924R_L_F_S5_week5_S21_L001,3924R_L_F_S5_week5,3924R_L_F_S5_week5,,,plate4,Female,IAB+,S5,week_5,w5,S5_w5,Female_S5,Female_w5,,3924R_L_F_S5_week5,plate4,Plate4_3924R_L_F_S5_week5_S21_L001
plate4_3929R_0_F_S5_week5_S22_L0,plate4_3929r_0_f_s5_week5_s22_l0,3929r_0_f_s5_week5_s22_l0,3929R_0_F_S5_week5,Plate4_3929R_0_F_S5_week5_S22_L001,3929R_0_F_S5_week5,3929R_0_F_S5_week5,,,plate4,Female,IAB+,S5,week_5,w5,S5_w5,Female_S5,Female_w5,,3929R_0_F_S5_week5,plate4,Plate4_3929R_0_F_S5_week5_S22_L001
plate4_3971R_0_F_NS1_week5_S59_L,plate4_3971r_0_f_ns1_week5_s59_l,3971r_0_f_ns1_week5_s59_l,3971R_0_F_NS1_week5,Plate4_3971R_0_F_NS1_week5_S59_L001,3971R_0_F_NS1_week5,3971R_0_F_NS1_week5,,,plate4,Female,IAB-,NS1,week_5,w5,NS1_w5,Female_NS1,Female_w5,,3971R_0_F_NS1_week5,plate4,Plate4_3971R_0_F_NS1_week5_S59_L001
plate4_3971R_0_F_NS1_week9_S79_L,plate4_3971r_0_f_ns1_week9_s79_l,3971r_0_f_ns1_week9_s79_l,3971R_0_F_NS1_week9,Plate4_3971R_0_F_NS1_week9_S79_L001,3971R_0_F_NS1_week9,3971R_0_F_NS1_week9,,,plate4,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,3971R_0_F_NS1_week9,plate4,Plate4_3971R_0_F_NS1_week9_S79_L001
plate4_3971R_NS1_week30_S40_L001,plate4_3971r_ns1_week30_s40_l001,3971r_ns1_week30_s40_l001,3971R_NS1_week30,Plate4_3971R_NS1_week30_S40_L001,,,,,plate4,Female,IAB-,NS1,week_30,w30,NS1_w30,Female_NS1,Female_w30,,3971R_NS1_week30,plate4,Plate4_3971R_NS1_week30_S40_L001
plate4_3971R_R_F_NS1_diabetes_S2,plate4_3971r_r_f_ns1_diabetes_s2,3971r_r_f_ns1_diabetes_s2,3971R_R_F_NS1_DIABETES,Plate4_3971R_R_F_NS1_DIABETES_S28_L001,,,,,plate4,Female,IAB-,NS1,diabetes,diabetes,NS1_diabetes,Female_NS1,Female_diabetes,,3971R_R_F_NS1_diabetes,plate4,Plate4_3971R_R_F_NS1_diabetes_S28_L001
plate4_3971R_R_F_NS1_week9_S80_L,plate4_3971r_r_f_ns1_week9_s80_l,3971r_r_f_ns1_week9_s80_l,3971R_R_F_NS1_week9,Plate4_3971R_R_F_NS1_week9_S80_L001,3971R_R_F_NS1_week9,3971R_R_F_NS1_week9,,,plate4,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,3971R_R_F_NS1_week9,plate4,Plate4_3971R_R_F_NS1_week9_S80_L001
plate4_3971R_RL_F_NS1_diabetes_S,plate4_3971r_rl_f_ns1_diabetes_s,3971r_rl_f_ns1_diabetes_s,3971R_RL_F_NS1_DIABETES,Plate4_3971R_RL_F_NS1_DIABETES_S29_L001,,,,,plate4,Female,IAB-,NS1,diabetes,diabetes,NS1_diabetes,Female_NS1,Female_diabetes,,3971R_RL_F_NS1_diabetes,plate4,Plate4_3971R_RL_F_NS1_diabetes_S29_L001
plate4_3971R_RL_F_NS1_week9_S81_,plate4_3971r_rl_f_ns1_week9_s81_,3971r_rl_f_ns1_week9_s81_,3971R_RL_F_NS1_week9,Plate4_3971R_RL_F_NS1_week9_S81_L001,3971R_RL_F_NS1_week9,3971R_RL_F_NS1_week9,,,plate4,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,3971R_RL_F_NS1_week9,plate4,Plate4_3971R_RL_F_NS1_week9_S81_L001
plate4_3975R_0_F_NS1_week5_S60_L,plate4_3975r_0_f_ns1_week5_s60_l,3975r_0_f_ns1_week5_s60_l,3975R_0_F_NS1_week5,Plate4_3975R_0_F_NS1_week5_S60_L001,3975R_0_F_NS1_week5,3975R_0_F_NS1_week5,,,plate4,Female,IAB-,NS1,week_5,w5,NS1_w5,Female_NS1,Female_w5,,3975R_0_F_NS1_week5,plate4,Plate4_3975R_0_F_NS1_week5_S60_L001
plate4_3975R_L_F_NS1_diabetes_S3,plate4_3975r_l_f_ns1_diabetes_s3,3975r_l_f_ns1_diabetes_s3,3975R_L_F_NS1_DIABETES,Plate4_3975R_L_F_NS1_DIABETES_S30_L001,,,,,plate4,Female,IAB-,NS1,diabetes,diabetes,NS1_diabetes,Female_NS1,Female_diabetes,,3975R_L_F_NS1_diabetes,plate4,Plate4_3975R_L_F_NS1_diabetes_S30_L001
plate4_3975R_L_F_NS1_week5_S61_L,plate4_3975r_l_f_ns1_week5_s61_l,3975r_l_f_ns1_week5_s61_l,3975R_L_F_NS1_week5,Plate4_3975R_L_F_NS1_week5_S61_L001,3975R_L_F_NS1_week5,3975R_L_F_NS1_week5,,,plate4,Female,IAB-,NS1,week_5,w5,NS1_w5,Female_NS1,Female_w5,,3975R_L_F_NS1_week5,plate4,Plate4_3975R_L_F_NS1_week5_S61_L001
plate4_3975R_L_F_NS1_week9_S82_L,plate4_3975r_l_f_ns1_week9_s82_l,3975r_l_f_ns1_week9_s82_l,3975R_L_F_NS1_week9,Plate4_3975R_L_F_NS1_week9_S82_L001,3975R_L_F_NS1_week9,3975R_L_F_NS1_week9,,,plate4,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,3975R_L_F_NS1_week9,plate4,Plate4_3975R_L_F_NS1_week9_S82_L001
plate4_3975R_NS1_week14_S33_L001,plate4_3975r_ns1_week14_s33_l001,3975r_ns1_week14_s33_l001,3975R_NS1_week14,Plate4_3975R_NS1_week14_S33_L001,,,,,plate4,Female,IAB-,NS1,week_14,w14,NS1_w14,Female_NS1,Female_w14,,3975R_NS1_week14,plate4,Plate4_3975R_NS1_week14_S33_L001
plate4_3975R_R_F_NS1_diabetes_S3,plate4_3975r_r_f_ns1_diabetes_s3,3975r_r_f_ns1_diabetes_s3,3975R_R_F_NS1_DIABETES,Plate4_3975R_R_F_NS1_DIABETES_S31_L001,,,,,plate4,Female,IAB-,NS1,diabetes,diabetes,NS1_diabetes,Female_NS1,Female_diabetes,,3975R_R_F_NS1_diabetes,plate4,Plate4_3975R_R_F_NS1_diabetes_S31_L001
plate4_3975R_RL_F_NS1_diabetes_S,plate4_3975r_rl_f_ns1_diabetes_s,3975r_rl_f_ns1_diabetes_s,3975R_RL_F_NS1_DIABETES,Plate4_3975R_RL_F_NS1_DIABETES_S32_L001,,,,,plate4,Female,IAB-,NS1,diabetes,diabetes,NS1_diabetes,Female_NS1,Female_diabetes,,3975R_RL_F_NS1_diabetes,plate4,Plate4_3975R_RL_F_NS1_diabetes_S32_L001
plate4_3975R_RL_F_NS1_week9_S83_,plate4_3975r_rl_f_ns1_week9_s83_,3975r_rl_f_ns1_week9_s83_,3975R_RL_F_NS1_week9,Plate4_3975R_RL_F_NS1_week9_S83_L001,3975R_RL_F_NS1_week9,3975R_RL_F_NS1_week9,,,plate4,Female,IAB-,NS1,week_9,w9w10,NS1_w9w10,Female_NS1,Female_w9w10,,3975R_RL_F_NS1_week9,plate4,Plate4_3975R_RL_F_NS1_week9_S83_L001
plate4_Negative_extraction_S85_L,plate4_negative_extraction_s85_L,negative_extraction_s85_l,negative_extract_p4,Plate4_Negative_Extraction_S85_L001,,,NEGATIVE,,plate4,,,,,,,,,,Negative_extraction,plate4,Plate4_Negative_extraction_S85_L001
plate4_Negtive_Control_S90_L001,plate4_negtive_control_s90_L001,negtive_control_s90_l001,negative_cntrl_p4,Plate4_Negative_Control_S90_L001,,,NEGATIVE,,plate4,,,,,,,,,,Plate4_Negtive_Control,plate4,Plate4_Negtive_Control_S90_L001
plate4_NS1_defined_inocula_S88_L,plate4_ns1_defined_inocula_s88_l,ns1_defined_inocula_s88_l,NS1_inoculum_p4,Plate4_NS1_Inoculum_S88_L001,Plate4_NS1_defined_inocula,Plate4_NS1_defined_inocula,,1,plate4,,,NS1,,,,,,,NS1_defined_inocula,plate4,Plate4_NS1_defined_inocula_S88_L001
plate4_NS6_defined_inocula_S86_L,plate4_ns6_defined_inocula_s86_l,ns6_defined_inocula_s86_l,NS6_inoculum_p4,Plate4_NS6_Inoculum_S86_L001,Plate4_NS6_defined_inocula,Plate4_NS6_defined_inocula,,1,plate4,,,NS6,,,,,,,NS6_defined_inocula,plate4,Plate4_NS6_defined_inocula_S86_L001
plate4_Pooled_GF_pellet_S84_L001,plate4_pooled_gf_pellet_s84_L001,pooled_gf_pellet_s84_l001,Pooled_GF_Pellet_p4,Plate4_POOLED_GF_S84_L001,,,,,plate4,,,,,,,,,,Pooled_GF_pellet,plate4,Plate4_Pooled_GF_pellet_S84_L001
plate4_Positive_Control_S89_L001,plate4_positive_control_s89_L001,positive_control_s89_l001,positive_cntrl_p4,Plate4_Positive_Control_S89_L001,,,POSITIVE,,plate4,,,,,,,,,,Plate4_Positive_Control,plate4,Plate4_Positive_Control_S89_L001
plate4_S5_defined_inocula_S87_L0,plate4_s5_defined_inocula_s87_l0,s5_defined_inocula_s87_l0,S5_inoculum_p4,Plate4_S5_Inoculum_S87_L001,Plate4_S5_defined_inocula,Plate4_S5_defined_inocula,,1,plate4,,,S5,,,,,,,S5_defined_inocula,plate4,Plate4_S5_defined_inocula_S87_L001
plate5_048R_S2_R_Female_week5_S6,plate5_048r_s2_r_female_week5_s6,048r_s2_r_female_week5_s6,048R_S2_R_Female_week5,Plate5_048R_S2_R_Female_week5_S61_L001,048R_S2_R_Female_week5,048R_S2_R_Female_week5,,,plate5,Female,IAB+,S2,week_5,w5,S2_w5,Female_S2,Female_w5,,048R_S2_R_Female_week5,plate5,Plate5_048R_S2_R_Female_week5_S61_L001
plate5_048R_S2_R_Female_week9_S7,plate5_048r_s2_r_female_week9_s7,048r_s2_r_female_week9_s7,048R_S2_R_Female_week9,Plate5_048R_S2_R_Female_week9_S75_L001,048R_S2_R_Female_week9,048R_S2_R_Female_week9,,,plate5,Female,IAB+,S2,week_9,w9w10,S2_w9w10,Female_S2,Female_w9w10,,048R_S2_R_Female_week9,plate5,Plate5_048R_S2_R_Female_week9_S75_L001
plate5_1050R_S2_L_Male_week5_S68,plate5_1050r_s2_l_male_week5_s68,1050r_s2_l_male_week5_s68,1050R_S2_L_Male_week5,Plate5_1050R_S2_L_Male_week5_S68_L001,1050R_S2_L_Male_week5,1050R_S2_L_Male_week5,,,plate5,Male,IAB+,S2,week_5,w5,S2_w5,Male_S2,Male_w5,,1050R_S2_L_Male_week5,plate5,Plate5_1050R_S2_L_Male_week5_S68_L001
plate5_1050R_S2_L_Male_week9_S82,plate5_1050r_s2_l_male_week9_s82,1050r_s2_l_male_week9_s82,1050R_S2_L_Male_week9,Plate5_1050R_S2_L_Male_week9_S82_L001,1050R_S2_L_Male_week9,1050R_S2_L_Male_week9,,,plate5,Male,IAB+,S2,week_9,w9w10,S2_w9w10,Male_S2,Male_w9w10,,1050R_S2_L_Male_week9,plate5,Plate5_1050R_S2_L_Male_week9_S82_L001
